HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Unnamed: 6,Unnamed: 7,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Not Used for Medicare,Work RVU,NA Flag for Non-FAC PE RVU,Non-facility PE RVU,Transitioned Non-FAC PE RVU,NA Flag for facility PE RVU,Facility PE RVU,Transitioned Facility PE RVU,MP RVU,Non-facility Total,Transitioned Non-FAC Total,Facility Total,Transitioned Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Diag Imaging Family Ind
31231,,"Nasal endoscopy, dx",544035,93.55,75.45,,,0.975,0.899,0.552,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",513000,92.58,74.61,,,0.96,0.892,0.566,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",205099,103.74,82.74,,,1.008,1.043,0.698,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",205026,113.97,89.99,,,1.036,1.191,0.846,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",205018,115.21,91.06,,,1.055,1.199,0.846,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",205017,109.72,86.94,,,1.027,1.131,0.717,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",97350,102.46,81.64,,,0.965,1.034,1.032,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",97320,79.28,64.6,,,0.882,0.729,0.359,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95399,100.48,81.57,,,0.996,0.939,1.828,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95301,110.83,90.25,,,1.042,1.022,3.069,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95299,93.59,75.75,,,0.963,0.886,0.99,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95216,110.06,88.15,,,1.027,1.088,1.693,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95215,107.02,85.54,,,1.006,1.067,1.365,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95212,98.69,79.94,,,0.988,0.931,1.487,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",95100,96.63,77.84,,,0.981,0.933,0.841,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",91009,94.34,76.03,,,0.977,0.909,0.594,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90301,113.33,89.95,,,1.05,1.161,1.032,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90201,103.78,83.08,,,1.019,1.028,0.86,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90199,99.97,80.11,,,0.985,0.986,0.866,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90101,105.12,84.2,,,1.019,1.039,1.098,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90099,93.48,75.6,,,0.966,0.888,0.871,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90031,100.78,80.64,,,0.986,1.0,0.849,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90028,99.36,79.81,,,0.987,0.971,0.93,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90020,96.68,78.57,,,0.992,0.899,1.386,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90018,104.23,83.95,,,1.02,1.007,1.418,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90015,100.68,81.14,,,0.988,0.97,1.386,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90011,102.92,82.46,,,1.01,1.016,0.93,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",90009,101.25,81.57,,,0.992,0.977,1.386,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",88001,93.1,74.88,,,0.975,0.905,0.28,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",87001,107.11,85.58,,,1.018,1.069,1.189,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",86599,96.24,77.49,,,0.989,0.931,0.637,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",86501,108.57,86.64,,,1.024,1.089,1.207,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83699,98.9,79.25,,,0.982,0.976,0.742,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83602,105.92,84.17,,,1.005,1.08,0.742,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83599,95.37,76.48,,,0.961,0.938,0.587,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83501,101.65,81.09,,,0.996,1.021,0.587,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83400,103.85,83.07,,,1.005,1.032,0.997,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83301,112.29,88.47,,,0.998,1.183,0.954,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83200,100.44,80.89,,,0.995,0.971,1.189,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",83101,116.02,92.4,,,1.063,1.173,1.533,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",82600,92.15,74.39,,,0.958,0.882,0.648,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",82521,93.44,75.42,,,0.967,0.895,0.705,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",82401,98.9,79.37,,,0.987,0.97,0.795,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",82002,90.07,72.49,,,0.935,0.873,0.435,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",82001,91.56,73.9,,,0.95,0.877,0.656,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80599,107.82,85.79,,,1.028,1.094,0.795,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80501,114.67,90.69,,,1.057,1.191,0.795,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80303,108.06,86.24,,,1.01,1.084,1.326,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80302,120.86,96.03,,,1.067,1.233,1.932,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80301,128.13,100.88,,,1.093,1.353,1.654,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",80199,98.74,79.43,,,0.999,0.959,0.793,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",75101,91.82,74.16,,,0.951,0.877,0.732,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",74099,89.98,73.3,,,0.945,0.828,1.165,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",74004,94.0,75.91,,,0.963,0.898,0.89,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",74002,98.89,79.78,,,0.988,0.949,1.196,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",66000,92.63,75.03,,,0.97,0.874,0.807,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",65500,90.66,73.08,,,0.949,0.873,0.443,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",65000,94.0,75.91,,,0.963,0.898,0.89,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",63000,94.42,75.96,,,0.981,0.917,0.408,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",59099,98.69,79.6,,,0.975,0.948,1.327,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",59004,110.86,89.17,,,1.015,1.077,2.35,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",59003,105.44,84.78,,,0.996,1.026,1.783,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52899,93.66,75.92,,,0.969,0.881,1.031,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52801,99.22,80.09,,,0.998,0.95,1.153,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52399,89.98,73.3,,,0.945,0.828,1.165,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52301,98.79,79.8,,,0.994,0.943,1.198,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52200,92.02,74.26,,,0.969,0.882,0.451,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52105,94.59,76.27,,,0.973,0.91,0.716,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",52013,89.65,72.43,,,0.953,0.855,0.403,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",51199,94.58,76.45,,,0.97,0.9,0.951,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",51101,103.88,83.05,,,1.006,1.034,0.951,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31231,,"Nasal endoscopy, dx",51000,93.04,75.48,,,0.978,0.872,0.876,A,,1.1,,1.7,1.6,,0.61,1.05,0.08,2.88,2.78,1.79,2.23,0,0,0.0,0.0,0.0,2,2,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114550,177.59,131.11,,,0.973,0.984,0.548,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114440,186.16,137.37,,,0.988,1.033,1.013,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114399,192.18,140.56,,,1.01,1.093,0.713,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114301,204.64,148.15,,,1.039,1.196,0.713,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114299,171.6,127.96,,,0.961,0.924,0.708,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114203,183.48,134.83,,,0.979,1.03,0.708,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114099,187.02,137.75,,,1.008,1.043,0.698,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114009,212.73,153.12,,,1.062,1.262,0.667,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114007,204.47,147.98,,,1.04,1.196,0.667,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114006,212.71,152.54,,,1.047,1.274,0.667,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114005,216.77,155.41,,,1.067,1.299,0.667,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",3114003,198.95,144.11,,,1.014,1.161,0.667,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",1651016,166.95,126.66,,,0.963,0.853,1.106,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
31233,,"Nasal/sinus endoscopy, dx",1636000,177.4,133.05,,,0.99,0.939,1.074,A,,2.18,,2.34,2.69,,1.27,1.4,0.15,4.67,5.02,3.6,3.73,0,0,0.0,0.0,0.0,2,1,1,0,0,P ,,36.6137,
