"CPT only copyright 2021 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2021 Part B National Summary Data File 
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17810,,,,,,
CARDIOVASCULAR,33130,OTHER,27 ,"$23,684.01 ","$19,081.80 ",
CARDIOVASCULAR,33130,TOTAL,45 ,"$25,925.99 ","$20,889.90 ",
CARDIOVASCULAR,33140,80S,N/A,$210.36 ,$168.73 ,
CARDIOVASCULAR,33140,OTHER,N/A,"$1,546.77 ","$1,240.64 ",
CARDIOVASCULAR,33140,TOTAL,N/A,"$1,757.13 ","$1,409.37 ",
CARDIOVASCULAR,33141,80S,N/A,$34.99 ,$28.18 ,
CARDIOVASCULAR,33141,OTHER,N/A,$495.39 ,$400.82 ,
CARDIOVASCULAR,33141,TOTAL,N/A,$530.38 ,$429.00 ,
CARDIOVASCULAR,33202,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33202,OTHER,666 ,"$397,853.33 ","$318,100.69 ",
CARDIOVASCULAR,33202,TOTAL,666 ,"$397,853.33 ","$318,100.69 ",
CARDIOVASCULAR,33203,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33203,OTHER,59 ,"$42,903.97 ","$33,711.54 ",
CARDIOVASCULAR,33203,TOTAL,59 ,"$42,903.97 ","$33,711.54 ",
CARDIOVASCULAR,33206,OTHER,972 ,"$605,162.16 ","$484,463.85 ",
CARDIOVASCULAR,33206,TOTAL,972 ,"$605,162.16 ","$484,463.85 ",
CARDIOVASCULAR,33207,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33207,OTHER,"9,646 ","$5,872,151.23 ","$4,678,669.69 ",
CARDIOVASCULAR,33207,TOTAL,"9,646 ","$5,872,151.23 ","$4,678,669.69 ",
CARDIOVASCULAR,33208,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33208,SG,N/A,"$48,017.32 ","$27,361.61 ",
CARDIOVASCULAR,33208,OTHER,"94,097 ","$64,029,533.72 ","$51,093,894.03 ",
CARDIOVASCULAR,33208,TOTAL,"94,103 ","$64,077,551.04 ","$51,121,255.64 ",
CARDIOVASCULAR,33210,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33210,OTHER,"9,894 ","$1,585,385.94 ","$1,256,597.85 ",
CARDIOVASCULAR,33210,TOTAL,"9,894 ","$1,585,385.94 ","$1,256,597.85 ",
CARDIOVASCULAR,33211,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33211,OTHER,125 ,"$25,285.02 ","$20,291.61 ",
CARDIOVASCULAR,33211,TOTAL,125 ,"$25,285.02 ","$20,291.61 ",
CARDIOVASCULAR,33212,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33212,OTHER,210 ,"$88,148.32 ","$70,224.12 ",
CARDIOVASCULAR,33212,TOTAL,210 ,"$88,148.32 ","$70,224.12 ",
CARDIOVASCULAR,33213,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33213,OTHER,986 ,"$413,799.05 ","$327,074.83 ",
CARDIOVASCULAR,33213,TOTAL,986 ,"$413,799.05 ","$327,074.83 ",
CARDIOVASCULAR,33214,80S,N/A,$41.68 ,$33.34 ,
CARDIOVASCULAR,33214,OTHER,253 ,"$130,594.74 ","$103,165.19 ",
CARDIOVASCULAR,33214,TOTAL,254 ,"$130,636.42 ","$103,198.53 ",
CARDIOVASCULAR,33215,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33215,OTHER,"2,839 ","$798,870.62 ","$638,266.61 ",
CARDIOVASCULAR,33215,TOTAL,"2,839 ","$798,870.62 ","$638,266.61 ",
CARDIOVASCULAR,33216,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33216,OTHER,"3,281 ","$1,155,289.02 ","$922,076.13 ",
CARDIOVASCULAR,33216,TOTAL,"3,281 ","$1,155,289.02 ","$922,076.13 ",
CARDIOVASCULAR,33217,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33217,OTHER,477 ,"$165,452.12 ","$132,689.39 ",
CARDIOVASCULAR,33217,TOTAL,477 ,"$165,452.12 ","$132,689.39 ",
CARDIOVASCULAR,33218,OTHER,367 ,"$128,998.87 ","$102,624.22 ",
CARDIOVASCULAR,33218,TOTAL,367 ,"$128,998.87 ","$102,624.22 ",
CARDIOVASCULAR,33220,OTHER,60 ,"$20,064.03 ","$15,822.36 ",
CARDIOVASCULAR,33220,TOTAL,60 ,"$20,064.03 ","$15,822.36 ",
CARDIOVASCULAR,33221,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33221,OTHER,225 ,"$101,300.15 ","$80,768.38 ",
CARDIOVASCULAR,33221,TOTAL,225 ,"$101,300.15 ","$80,768.38 ",
CARDIOVASCULAR,33222,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33222,OTHER,"1,893 ","$476,155.10 ","$379,070.89 ",
CARDIOVASCULAR,33222,TOTAL,"1,893 ","$476,155.10 ","$379,070.89 ",
CARDIOVASCULAR,33223,80S,N/A,$102.15 ,$82.54 ,
CARDIOVASCULAR,33223,OTHER,943 ,"$379,602.44 ","$300,024.94 ",
CARDIOVASCULAR,33223,TOTAL,945 ,"$379,704.59 ","$300,107.48 ",
CARDIOVASCULAR,33224,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33224,OTHER,962 ,"$471,844.91 ","$377,581.75 ",
CARDIOVASCULAR,33224,TOTAL,962 ,"$471,844.91 ","$377,581.75 ",
CARDIOVASCULAR,33225,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,OTHER,"28,140 ","$13,314,736.73 ","$10,682,020.06 ",
CARDIOVASCULAR,33225,TOTAL,"28,140 ","$13,314,736.73 ","$10,682,020.06 ",
CARDIOVASCULAR,33226,OTHER,184 ,"$92,034.76 ","$73,500.00 ",
CARDIOVASCULAR,33226,TOTAL,184 ,"$92,034.76 ","$73,500.00 ",
CARDIOVASCULAR,33227,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33227,SG,N/A,"$6,214.22 ","$4,971.38 ",
CARDIOVASCULAR,33227,OTHER,"3,064 ","$1,834,596.11 ","$1,442,993.87 ",
CARDIOVASCULAR,33227,TOTAL,"3,065 ","$1,840,810.33 ","$1,447,965.25 ",
CARDIOVASCULAR,33228,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33228,SG,N/A,"$68,753.12 ","$54,913.71 ",
CARDIOVASCULAR,33228,OTHER,"32,103 ","$21,851,881.66 ","$17,228,014.49 ",
CARDIOVASCULAR,33228,TOTAL,"32,111 ","$21,920,634.78 ","$17,282,928.20 ",
CARDIOVASCULAR,33229,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33229,SG,N/A,"$28,050.70 ","$22,278.16 ",
CARDIOVASCULAR,33229,OTHER,"6,203 ","$4,592,534.98 ","$3,653,545.73 ",
CARDIOVASCULAR,33229,TOTAL,"6,205 ","$4,620,585.68 ","$3,675,823.89 ",
CARDIOVASCULAR,33230,OTHER,101 ,"$117,199.11 ","$93,736.02 ",
CARDIOVASCULAR,33230,TOTAL,101 ,"$117,199.11 ","$93,736.02 ",
CARDIOVASCULAR,33231,OTHER,98 ,"$136,886.90 ","$109,334.56 ",
CARDIOVASCULAR,33231,TOTAL,98 ,"$136,886.90 ","$109,334.56 ",
CARDIOVASCULAR,33233,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33233,OTHER,"7,832 ","$1,794,793.59 ","$1,435,304.37 ",
CARDIOVASCULAR,33233,TOTAL,"7,832 ","$1,794,793.59 ","$1,435,304.37 ",
CARDIOVASCULAR,33234,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33234,OTHER,"2,401 ","$936,891.48 ","$749,687.27 ",
CARDIOVASCULAR,33234,TOTAL,"2,401 ","$936,891.48 ","$749,687.27 ",
CARDIOVASCULAR,33235,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33235,OTHER,"4,028 ","$2,351,788.60 ","$1,880,805.81 ",
CARDIOVASCULAR,33235,TOTAL,"4,028 ","$2,351,788.60 ","$1,880,805.81 ",
CARDIOVASCULAR,33236,80S,N/A,$588.60 ,$474.32 ,
CARDIOVASCULAR,33236,OTHER,21 ,"$14,005.91 ","$11,285.54 ",
CARDIOVASCULAR,33236,TOTAL,26 ,"$14,594.51 ","$11,759.86 ",
CARDIOVASCULAR,33237,80S,N/A,$648.06 ,$522.62 ,
CARDIOVASCULAR,33237,OTHER,28 ,"$18,486.76 ","$14,863.42 ",
CARDIOVASCULAR,33237,TOTAL,33 ,"$19,134.82 ","$15,386.04 ",
CARDIOVASCULAR,33238,80S,N/A,$802.31 ,$645.43 ,
CARDIOVASCULAR,33238,OTHER,103 ,"$56,788.09 ","$45,636.62 ",
CARDIOVASCULAR,33238,TOTAL,112 ,"$57,590.40 ","$46,282.05 ",
CARDIOVASCULAR,33240,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33240,OTHER,137 ,"$48,514.56 ","$38,923.95 ",
CARDIOVASCULAR,33240,TOTAL,137 ,"$48,514.56 ","$38,923.95 ",
CARDIOVASCULAR,33241,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33241,OTHER,"5,074 ","$687,121.84 ","$547,493.08 ",
CARDIOVASCULAR,33241,TOTAL,"5,074 ","$687,121.84 ","$547,493.08 ",
CARDIOVASCULAR,33243,80S,107 ,"$11,470.07 ","$9,232.83 ",
CARDIOVASCULAR,33243,OTHER,209 ,"$171,587.03 ","$137,064.01 ",
CARDIOVASCULAR,33243,TOTAL,316 ,"$183,057.10 ","$146,296.84 ",
CARDIOVASCULAR,33244,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33244,OTHER,"3,344 ","$2,471,203.15 ","$1,975,182.10 ",
CARDIOVASCULAR,33244,TOTAL,"3,344 ","$2,471,203.15 ","$1,975,182.10 ",
CARDIOVASCULAR,33249,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33249,SG,N/A,"$187,129.02 ","$149,703.24 ",
CARDIOVASCULAR,33249,OTHER,"33,683 ","$51,959,586.23 ","$41,303,503.86 ",
CARDIOVASCULAR,33249,TOTAL,"33,689 ","$52,146,715.25 ","$41,453,207.10 ",
CARDIOVASCULAR,33250,80S,N/A,$374.00 ,$299.20 ,
CARDIOVASCULAR,33250,OTHER,27 ,"$38,761.50 ","$31,055.32 ",
CARDIOVASCULAR,33250,TOTAL,29 ,"$39,135.50 ","$31,354.52 ",
CARDIOVASCULAR,33251,80S,N/A,$636.72 ,$514.95 ,
CARDIOVASCULAR,33251,OTHER,N/A,"$10,312.41 ","$8,291.79 ",
CARDIOVASCULAR,33251,TOTAL,13 ,"$10,949.13 ","$8,806.74 ",
CARDIOVASCULAR,33254,80S,53 ,"$9,956.97 ","$7,792.94 ",
CARDIOVASCULAR,33254,OTHER,89 ,"$118,778.47 ","$95,774.78 ",
CARDIOVASCULAR,33254,TOTAL,142 ,"$128,735.44 ","$103,567.72 ",
CARDIOVASCULAR,33255,80S,21 ,"$4,865.48 ","$3,914.97 ",
CARDIOVASCULAR,33255,OTHER,56 ,"$89,850.08 ","$72,336.70 ",
CARDIOVASCULAR,33255,TOTAL,77 ,"$94,715.56 ","$76,251.67 ",
CARDIOVASCULAR,33256,80S,24 ,"$6,626.34 ","$5,324.61 ",
CARDIOVASCULAR,33256,OTHER,46 ,"$87,178.49 ","$69,381.32 ",
CARDIOVASCULAR,33256,TOTAL,70 ,"$93,804.83 ","$74,705.93 ",
CARDIOVASCULAR,33257,80S,"1,783 ","$147,958.94 ","$118,581.61 ",
CARDIOVASCULAR,33257,OTHER,"3,163 ","$1,863,624.59 ","$1,489,414.75 ",
CARDIOVASCULAR,33257,TOTAL,"4,946 ","$2,011,583.53 ","$1,607,996.36 ",
CARDIOVASCULAR,33258,80S,31 ,"$2,857.21 ","$2,298.02 ",
CARDIOVASCULAR,33258,OTHER,41 ,"$26,685.38 ","$21,468.29 ",
CARDIOVASCULAR,33258,TOTAL,72 ,"$29,542.59 ","$23,766.31 ",
CARDIOVASCULAR,33259,80S,"2,002 ","$243,849.90 ","$195,131.30 ",
CARDIOVASCULAR,33259,OTHER,"3,221 ","$2,777,035.61 ","$2,228,735.34 ",
CARDIOVASCULAR,33259,TOTAL,"5,223 ","$3,020,885.51 ","$2,423,866.64 ",
CARDIOVASCULAR,33261,80S,N/A,"$1,137.00 ",$916.11 ,
CARDIOVASCULAR,33261,OTHER,22 ,"$21,827.03 ","$17,582.95 ",
CARDIOVASCULAR,33261,TOTAL,30 ,"$22,964.03 ","$18,499.06 ",
CARDIOVASCULAR,33262,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33262,OTHER,"2,516 ","$2,451,543.67 ","$1,930,963.79 ",
CARDIOVASCULAR,33262,TOTAL,"2,516 ","$2,451,543.67 ","$1,930,963.79 ",
CARDIOVASCULAR,33263,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33263,SG,N/A,"$46,678.91 ","$37,341.48 ",
CARDIOVASCULAR,33263,OTHER,"6,552 ","$8,358,224.29 ","$6,593,991.46 ",
CARDIOVASCULAR,33263,TOTAL,"6,554 ","$8,404,903.20 ","$6,631,332.94 ",
CARDIOVASCULAR,33264,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33264,SG,N/A,"$212,161.20 ","$169,728.94 ",
CARDIOVASCULAR,33264,OTHER,"12,927 ","$18,591,927.23 ","$14,736,006.61 ",
CARDIOVASCULAR,33264,TOTAL,"12,934 ","$18,804,088.43 ","$14,905,735.55 ",
CARDIOVASCULAR,33265,80S,158 ,"$28,804.61 ","$23,069.42 ",
CARDIOVASCULAR,33265,OTHER,295 ,"$391,202.33 ","$312,754.22 ",
CARDIOVASCULAR,33265,TOTAL,453 ,"$420,006.94 ","$335,823.64 ",
CARDIOVASCULAR,33266,80S,256 ,"$70,114.33 ","$55,661.44 ",
CARDIOVASCULAR,33266,OTHER,515 ,"$959,121.93 ","$763,942.37 ",
CARDIOVASCULAR,33266,TOTAL,771 ,"$1,029,236.26 ","$819,603.81 ",
CARDIOVASCULAR,33270,OTHER,872 ,"$575,841.51 ","$460,060.44 ",
CARDIOVASCULAR,33270,TOTAL,872 ,"$575,841.51 ","$460,060.44 ",
CARDIOVASCULAR,33271,OTHER,29 ,"$21,163.96 ","$17,018.57 ",
CARDIOVASCULAR,33271,TOTAL,29 ,"$21,163.96 ","$17,018.57 ",
CARDIOVASCULAR,33272,OTHER,172 ,"$43,737.11 ","$35,221.75 ",
CARDIOVASCULAR,33272,TOTAL,172 ,"$43,737.11 ","$35,221.75 ",
CARDIOVASCULAR,33273,OTHER,16 ,"$5,460.30 ","$4,208.05 ",
CARDIOVASCULAR,33273,TOTAL,16 ,"$5,460.30 ","$4,208.05 ",
CARDIOVASCULAR,33274,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33274,OTHER,"12,100 ","$5,477,534.32 ","$4,394,088.60 ",
CARDIOVASCULAR,33274,TOTAL,"12,100 ","$5,477,534.32 ","$4,394,088.60 ",
CARDIOVASCULAR,33275,OTHER,48 ,"$20,346.43 ","$16,394.11 ",
CARDIOVASCULAR,33275,TOTAL,48 ,"$20,346.43 ","$16,394.11 ",
CARDIOVASCULAR,33285,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33285,SG,N/A,"$8,236.27 ","$6,589.02 ",
CARDIOVASCULAR,33285,OTHER,"58,364 ","$96,734,090.29 ","$77,217,514.20 ",
CARDIOVASCULAR,33285,TOTAL,"58,365 ","$96,742,326.56 ","$77,224,103.22 ",
CARDIOVASCULAR,33286,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33286,SG,N/A,"$2,185.59 ","$1,469.44 ",
CARDIOVASCULAR,33286,OTHER,"20,869 ","$1,752,566.37 ","$1,366,301.06 ",
CARDIOVASCULAR,33286,TOTAL,"20,875 ","$1,754,751.96 ","$1,367,770.50 ",
CARDIOVASCULAR,33289,80S,N/A,$200.67 ,$161.82 ,
CARDIOVASCULAR,33289,OTHER,"2,489 ","$853,364.74 ","$681,722.61 ",
CARDIOVASCULAR,33289,TOTAL,"2,493 ","$853,565.41 ","$681,884.43 ",
CARDIOVASCULAR,33300,80S,93 ,"$32,927.47 ","$26,254.93 ",
CARDIOVASCULAR,33300,OTHER,215 ,"$507,830.89 ","$407,271.42 ",
CARDIOVASCULAR,33300,TOTAL,308 ,"$540,758.36 ","$433,526.35 ",
CARDIOVASCULAR,33305,80S,95 ,"$56,790.85 ","$45,645.71 ",
CARDIOVASCULAR,33305,OTHER,195 ,"$781,851.35 ","$624,457.78 ",
CARDIOVASCULAR,33305,TOTAL,290 ,"$838,642.20 ","$670,103.49 ",
CARDIOVASCULAR,33310,80S,15 ,"$2,423.73 ","$1,946.14 ",
CARDIOVASCULAR,33310,OTHER,51 ,"$52,822.70 ","$42,564.66 ",
CARDIOVASCULAR,33310,TOTAL,66 ,"$55,246.43 ","$44,510.80 ",
CARDIOVASCULAR,33315,80S,62 ,"$13,796.77 ","$11,111.24 ",
CARDIOVASCULAR,33315,OTHER,163 ,"$255,191.78 ","$204,947.05 ",
CARDIOVASCULAR,33315,TOTAL,225 ,"$268,988.55 ","$216,058.29 ",
CARDIOVASCULAR,33320,80S,19 ,"$2,359.04 ","$1,793.93 ",
CARDIOVASCULAR,33320,OTHER,55 ,"$44,432.75 ","$35,814.84 ",
CARDIOVASCULAR,33320,TOTAL,74 ,"$46,791.79 ","$37,608.77 ",
CARDIOVASCULAR,33321,80S,N/A,$176.99 ,$141.59 ,
CARDIOVASCULAR,33321,OTHER,N/A,"$1,920.83 ","$1,543.84 ",
CARDIOVASCULAR,33321,TOTAL,N/A,"$2,097.82 ","$1,685.43 ",
CARDIOVASCULAR,33322,80S,49 ,"$6,177.87 ","$4,973.16 ",
CARDIOVASCULAR,33322,OTHER,84 ,"$76,273.32 ","$61,383.76 ",
CARDIOVASCULAR,33322,TOTAL,133 ,"$82,451.19 ","$66,356.92 ",
CARDIOVASCULAR,33330,80S,N/A,$524.66 ,$423.05 ,
CARDIOVASCULAR,33330,OTHER,N/A,"$5,643.32 ","$4,550.75 ",
CARDIOVASCULAR,33330,TOTAL,N/A,"$6,167.98 ","$4,973.80 ",
CARDIOVASCULAR,33335,80S,30 ,"$5,242.57 ","$4,118.92 ",
CARDIOVASCULAR,33335,OTHER,47 ,"$54,561.99 ","$43,212.67 ",
CARDIOVASCULAR,33335,TOTAL,77 ,"$59,804.56 ","$47,331.59 ",
CARDIOVASCULAR,33340,80S,158 ,"$19,359.81 ","$15,350.38 ",
CARDIOVASCULAR,33340,OTHER,"33,493 ","$23,613,966.54 ","$18,977,552.71 ",
CARDIOVASCULAR,33340,TOTAL,"33,651 ","$23,633,326.35 ","$18,992,903.09 ",
CARDIOVASCULAR,33361,80S,95 ,"$12,877.31 ","$10,404.79 ",
CARDIOVASCULAR,33361,OTHER,"90,239 ","$69,740,861.32 ","$56,007,472.71 ",
CARDIOVASCULAR,33361,TOTAL,"90,334 ","$69,753,738.63 ","$56,017,877.50 ",
CARDIOVASCULAR,33362,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33362,OTHER,"2,267 ","$1,857,016.63 ","$1,494,084.05 ",
CARDIOVASCULAR,33362,TOTAL,"2,267 ","$1,857,016.63 ","$1,494,084.05 ",
CARDIOVASCULAR,33363,80S,N/A,$217.89 ,$175.70 ,
CARDIOVASCULAR,33363,OTHER,"1,354 ","$1,179,822.98 ","$949,369.02 ",
CARDIOVASCULAR,33363,TOTAL,"1,356 ","$1,180,040.87 ","$949,544.72 ",
CARDIOVASCULAR,33364,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33364,OTHER,43 ,"$36,670.72 ","$29,552.49 ",
CARDIOVASCULAR,33364,TOTAL,43 ,"$36,670.72 ","$29,552.49 ",
CARDIOVASCULAR,33365,80S,N/A,$215.45 ,$172.36 ,
CARDIOVASCULAR,33365,OTHER,244 ,"$221,572.39 ","$178,036.16 ",
CARDIOVASCULAR,33365,TOTAL,246 ,"$221,787.84 ","$178,208.52 ",
CARDIOVASCULAR,33366,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33366,OTHER,155 ,"$155,875.66 ","$125,691.43 ",
CARDIOVASCULAR,33366,TOTAL,155 ,"$155,875.66 ","$125,691.43 ",
CARDIOVASCULAR,33367,80S,N/A,$407.94 ,$330.08 ,
CARDIOVASCULAR,33367,OTHER,35 ,"$22,903.78 ","$18,479.35 ",
CARDIOVASCULAR,33367,TOTAL,39 ,"$23,311.72 ","$18,809.43 ",
CARDIOVASCULAR,33368,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33368,OTHER,N/A,"$7,820.84 ","$6,318.62 ",
CARDIOVASCULAR,33368,TOTAL,N/A,"$7,820.84 ","$6,318.62 ",
CARDIOVASCULAR,33369,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33369,OTHER,N/A,"$5,135.87 ","$4,146.96 ",
CARDIOVASCULAR,33369,TOTAL,N/A,"$5,135.87 ","$4,146.96 ",
CARDIOVASCULAR,33390,80S,88 ,"$15,422.87 ","$12,423.03 ",
CARDIOVASCULAR,33390,OTHER,233 ,"$302,343.66 ","$237,922.98 ",
CARDIOVASCULAR,33390,TOTAL,321 ,"$317,766.53 ","$250,346.01 ",
CARDIOVASCULAR,33391,80S,45 ,"$9,775.55 ","$7,675.02 ",
CARDIOVASCULAR,33391,OTHER,114 ,"$186,085.50 ","$148,511.61 ",
CARDIOVASCULAR,33391,TOTAL,159 ,"$195,861.05 ","$156,186.63 ",
CARDIOVASCULAR,33405,80S,"7,475 ","$2,101,547.75 ","$1,676,052.33 ",
CARDIOVASCULAR,33405,OTHER,"12,410 ","$24,447,267.22 ","$19,538,021.92 ",
CARDIOVASCULAR,33405,TOTAL,"19,885 ","$26,548,814.97 ","$21,214,074.25 ",
CARDIOVASCULAR,33406,80S,18 ,"$7,499.03 ","$6,044.52 ",
CARDIOVASCULAR,33406,OTHER,29 ,"$81,941.74 ","$66,319.02 ",
CARDIOVASCULAR,33406,TOTAL,47 ,"$89,440.77 ","$72,363.54 ",
CARDIOVASCULAR,33410,80S,226 ,"$74,942.90 ","$59,893.59 ",
CARDIOVASCULAR,33410,OTHER,359 ,"$850,528.52 ","$675,128.64 ",
CARDIOVASCULAR,33410,TOTAL,585 ,"$925,471.42 ","$735,022.23 ",
CARDIOVASCULAR,33411,80S,510 ,"$249,038.04 ","$198,369.80 ",
CARDIOVASCULAR,33411,OTHER,836 ,"$2,854,724.06 ","$2,280,897.19 ",
CARDIOVASCULAR,33411,TOTAL,"1,346 ","$3,103,762.10 ","$2,479,266.99 ",
CARDIOVASCULAR,33412,80S,12 ,"$5,773.52 ","$4,638.51 ",
CARDIOVASCULAR,33412,OTHER,27 ,"$84,435.84 ","$67,950.10 ",
CARDIOVASCULAR,33412,TOTAL,39 ,"$90,209.36 ","$72,588.61 ",
CARDIOVASCULAR,33413,80S,N/A,"$2,213.10 ","$1,779.93 ",
CARDIOVASCULAR,33413,OTHER,19 ,"$52,589.09 ","$39,253.22 ",
CARDIOVASCULAR,33413,TOTAL,24 ,"$54,802.19 ","$41,033.15 ",
CARDIOVASCULAR,33414,80S,22 ,"$3,779.96 ","$3,051.68 ",
CARDIOVASCULAR,33414,OTHER,30 ,"$39,348.82 ","$31,740.09 ",
CARDIOVASCULAR,33414,TOTAL,52 ,"$43,128.78 ","$34,791.77 ",
CARDIOVASCULAR,33415,80S,44 ,"$8,205.94 ","$6,606.52 ",
CARDIOVASCULAR,33415,OTHER,80 ,"$101,586.93 ","$81,908.06 ",
CARDIOVASCULAR,33415,TOTAL,124 ,"$109,792.87 ","$88,514.58 ",
CARDIOVASCULAR,33416,80S,316 ,"$57,435.23 ","$45,726.23 ",
CARDIOVASCULAR,33416,OTHER,714 ,"$928,707.44 ","$742,655.90 ",
CARDIOVASCULAR,33416,TOTAL,"1,030 ","$986,142.67 ","$788,382.13 ",
CARDIOVASCULAR,33417,80S,21 ,"$2,622.76 ","$2,112.57 ",
CARDIOVASCULAR,33417,OTHER,41 ,"$35,945.69 ","$29,013.89 ",
CARDIOVASCULAR,33417,TOTAL,62 ,"$38,568.45 ","$31,126.46 ",
CARDIOVASCULAR,33418,80S,580 ,"$164,283.15 ","$131,707.24 ",
