CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18033,,,,,,,,
CARDIOVASCULAR,33213,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33213,SG,N/A,"$8,804.84","$6,902.99",,,
CARDIOVASCULAR,33213,OTHER,"2,960","$1,171,533.02","$909,844.73",,,
CARDIOVASCULAR,33213,TOTAL,"2,961","$1,180,337.86","$916,747.72",,,
CARDIOVASCULAR,33214,80S,N/A,$183.11,$143.57,,,
CARDIOVASCULAR,33214,OTHER,554,"$275,472.38","$213,600.51",,,
CARDIOVASCULAR,33214,TOTAL,557,"$275,655.49","$213,744.08",,,
CARDIOVASCULAR,33215,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33215,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33215,OTHER,"3,832","$1,018,372.98","$792,678.93",,,
CARDIOVASCULAR,33215,TOTAL,"3,832","$1,018,372.98","$792,678.93",,,
CARDIOVASCULAR,33216,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33216,SG,N/A,"$5,000.00","$3,920.00",,,
CARDIOVASCULAR,33216,OTHER,"3,666","$1,208,808.40","$939,702.24",,,
CARDIOVASCULAR,33216,TOTAL,"3,667","$1,213,808.40","$943,622.24",,,
CARDIOVASCULAR,33217,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33217,OTHER,759,"$229,442.33","$179,171.13",,,
CARDIOVASCULAR,33217,TOTAL,759,"$229,442.33","$179,171.13",,,
CARDIOVASCULAR,33218,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33218,OTHER,682,"$233,203.88","$180,607.10",,,
CARDIOVASCULAR,33218,TOTAL,682,"$233,203.88","$180,607.10",,,
CARDIOVASCULAR,33220,OTHER,140,"$50,482.28","$39,343.06",,,
CARDIOVASCULAR,33220,TOTAL,140,"$50,482.28","$39,343.06",,,
CARDIOVASCULAR,33221,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33221,OTHER,382,"$175,256.52","$136,270.70",,,
CARDIOVASCULAR,33221,TOTAL,382,"$175,256.52","$136,270.70",,,
CARDIOVASCULAR,33222,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33222,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33222,OTHER,"1,401","$428,282.08","$332,346.68",,,
CARDIOVASCULAR,33222,TOTAL,"1,401","$428,282.08","$332,346.68",,,
CARDIOVASCULAR,33223,80S,N/A,$531.05,$416.35,,,
CARDIOVASCULAR,33223,SG,N/A,$831.12,$651.60,,,
CARDIOVASCULAR,33223,OTHER,"1,114","$440,267.23","$341,888.28",,,
CARDIOVASCULAR,33223,TOTAL,"1,124","$441,629.40","$342,956.23",,,
CARDIOVASCULAR,33224,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33224,SG,N/A,"$8,463.23","$6,635.17",,,
CARDIOVASCULAR,33224,OTHER,"1,708","$758,051.74","$589,504.34",,,
CARDIOVASCULAR,33224,TOTAL,"1,709","$766,514.97","$596,139.51",,,
CARDIOVASCULAR,33225,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33225,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33225,OTHER,"33,665","$16,151,309.57","$12,594,923.82",,,
CARDIOVASCULAR,33225,TOTAL,"33,665","$16,151,309.57","$12,594,923.82",,,
CARDIOVASCULAR,33226,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33226,OTHER,472,"$226,337.35","$176,244.60",,,
CARDIOVASCULAR,33226,TOTAL,472,"$226,337.35","$176,244.60",,,
CARDIOVASCULAR,33227,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33227,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33227,OTHER,"7,015","$2,918,541.20","$2,262,421.72",,,
CARDIOVASCULAR,33227,TOTAL,"7,015","$2,918,541.20","$2,262,421.72",,,
CARDIOVASCULAR,33228,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33228,SG,21,"$162,756.81","$127,596.57",,,
CARDIOVASCULAR,33228,OTHER,"39,432","$17,866,605.43","$13,850,304.96",,,
CARDIOVASCULAR,33228,TOTAL,"39,453","$18,029,362.24","$13,977,901.53",,,
CARDIOVASCULAR,33229,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33229,SG,N/A,"$7,017.75","$5,501.92",,,
CARDIOVASCULAR,33229,OTHER,"4,205","$2,125,235.74","$1,656,916.37",,,
CARDIOVASCULAR,33229,TOTAL,"4,206","$2,132,253.49","$1,662,418.29",,,
CARDIOVASCULAR,33230,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33230,SG,N/A,"$91,007.16","$71,349.60",,,
CARDIOVASCULAR,33230,OTHER,246,"$158,733.46","$123,581.27",,,
CARDIOVASCULAR,33230,TOTAL,250,"$249,740.62","$194,930.87",,,
CARDIOVASCULAR,33231,SG,N/A,"$91,530.54","$71,759.94",,,
CARDIOVASCULAR,33231,OTHER,194,"$76,220.07","$58,754.77",,,
CARDIOVASCULAR,33231,TOTAL,197,"$167,750.61","$130,514.71",,,
CARDIOVASCULAR,33233,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33233,SG,N/A,"$6,336.17","$4,967.56",,,
CARDIOVASCULAR,33233,OTHER,"9,382","$1,474,005.62","$1,150,516.83",,,
CARDIOVASCULAR,33233,TOTAL,"9,383","$1,480,341.79","$1,155,484.39",,,
CARDIOVASCULAR,33234,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33234,SG,N/A,"$1,386.13","$1,086.72",,,
CARDIOVASCULAR,33234,OTHER,"2,677","$1,062,165.49","$830,129.94",,,
CARDIOVASCULAR,33234,TOTAL,"2,678","$1,063,551.62","$831,216.66",,,
CARDIOVASCULAR,33235,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33235,OTHER,"3,503","$2,034,135.64","$1,586,742.50",,,
CARDIOVASCULAR,33235,TOTAL,"3,503","$2,034,135.64","$1,586,742.50",,,
CARDIOVASCULAR,33236,80S,N/A,$311.90,$244.53,,,
CARDIOVASCULAR,33236,OTHER,29,"$19,118.62","$14,932.06",,,
CARDIOVASCULAR,33236,TOTAL,32,"$19,430.52","$15,176.59",,,
CARDIOVASCULAR,33237,80S,N/A,$763.53,$598.62,,,
CARDIOVASCULAR,33237,OTHER,45,"$28,121.84","$22,043.99",,,
CARDIOVASCULAR,33237,TOTAL,53,"$28,885.37","$22,642.61",,,
CARDIOVASCULAR,33238,80S,16,"$1,447.86","$1,135.11",,,
CARDIOVASCULAR,33238,OTHER,116,"$81,626.72","$63,405.54",,,
CARDIOVASCULAR,33238,TOTAL,132,"$83,074.58","$64,540.65",,,
CARDIOVASCULAR,33240,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33240,SG,N/A,"$90,124.45","$70,657.55",,,
CARDIOVASCULAR,33240,OTHER,650,"$269,322.16","$209,423.83",,,
CARDIOVASCULAR,33240,TOTAL,654,"$359,446.61","$280,081.38",,,
CARDIOVASCULAR,33241,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33241,SG,N/A,"$4,158.39","$3,260.16",,,
CARDIOVASCULAR,33241,OTHER,"7,484","$973,965.75","$756,521.98",,,
CARDIOVASCULAR,33241,TOTAL,"7,487","$978,124.14","$759,782.14",,,
CARDIOVASCULAR,33243,80S,79,"$9,181.32","$7,194.63",,,
CARDIOVASCULAR,33243,OTHER,243,"$230,270.40","$179,373.69",,,
CARDIOVASCULAR,33243,TOTAL,322,"$239,451.72","$186,568.32",,,
CARDIOVASCULAR,33244,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33244,OTHER,"4,721","$3,483,984.15","$2,705,939.36",,,
CARDIOVASCULAR,33244,TOTAL,"4,721","$3,483,984.15","$2,705,939.36",,,
CARDIOVASCULAR,33249,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33249,SG,13,"$375,289.98","$294,227.41",,,
CARDIOVASCULAR,33249,OTHER,"50,098","$51,760,517.09","$40,272,918.15",,,
CARDIOVASCULAR,33249,TOTAL,"50,111","$52,135,807.07","$40,567,145.56",,,
CARDIOVASCULAR,33250,80S,N/A,$389.42,$305.30,,,
CARDIOVASCULAR,33250,OTHER,11,"$11,300.27","$8,859.41",,,
CARDIOVASCULAR,33250,TOTAL,13,"$11,689.69","$9,164.71",,,
CARDIOVASCULAR,33251,80S,30,"$3,612.25","$2,832.01",,,
CARDIOVASCULAR,33251,OTHER,37,"$35,140.52","$26,876.09",,,
CARDIOVASCULAR,33251,TOTAL,67,"$38,752.77","$29,708.10",,,
CARDIOVASCULAR,33254,80S,33,"$6,152.44","$4,796.77",,,
CARDIOVASCULAR,33254,OTHER,56,"$76,946.44","$60,226.80",,,
CARDIOVASCULAR,33254,TOTAL,89,"$83,098.88","$65,023.57",,,
CARDIOVASCULAR,33255,80S,12,"$2,825.75","$2,045.92",,,
CARDIOVASCULAR,33255,OTHER,53,"$85,833.54","$66,011.17",,,
CARDIOVASCULAR,33255,TOTAL,65,"$88,659.29","$68,057.09",,,
CARDIOVASCULAR,33256,80S,37,"$10,721.39","$8,202.85",,,
CARDIOVASCULAR,33256,OTHER,71,"$141,805.18","$108,684.55",,,
CARDIOVASCULAR,33256,TOTAL,108,"$152,526.57","$116,887.40",,,
CARDIOVASCULAR,33257,80S,"2,175","$187,724.87","$146,491.97",,,
CARDIOVASCULAR,33257,OTHER,"3,604","$2,151,403.89","$1,675,198.89",,,
CARDIOVASCULAR,33257,TOTAL,"5,779","$2,339,128.76","$1,821,690.86",,,
CARDIOVASCULAR,33258,80S,33,"$3,071.38","$2,407.94",,,
CARDIOVASCULAR,33258,OTHER,50,"$33,681.99","$26,399.05",,,
CARDIOVASCULAR,33258,TOTAL,83,"$36,753.37","$28,806.99",,,
CARDIOVASCULAR,33259,80S,"2,667","$335,185.95","$261,784.25",,,
CARDIOVASCULAR,33259,OTHER,"4,585","$4,009,143.27","$3,126,414.34",,,
CARDIOVASCULAR,33259,TOTAL,"7,252","$4,344,329.22","$3,388,198.59",,,
CARDIOVASCULAR,33261,80S,N/A,"$1,141.61",$895.02,,,
CARDIOVASCULAR,33261,OTHER,27,"$28,262.97","$21,470.46",,,
CARDIOVASCULAR,33261,TOTAL,33,"$29,404.58","$22,365.48",,,
CARDIOVASCULAR,33262,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33262,OTHER,"5,083","$2,636,303.37","$2,038,188.94",,,
CARDIOVASCULAR,33262,TOTAL,"5,083","$2,636,303.37","$2,038,188.94",,,
CARDIOVASCULAR,33263,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33263,SG,N/A,"$100,417.76","$78,727.50",,,
CARDIOVASCULAR,33263,OTHER,"10,819","$7,133,870.12","$5,510,279.65",,,
CARDIOVASCULAR,33263,TOTAL,"10,824","$7,234,287.88","$5,589,007.15",,,
CARDIOVASCULAR,33264,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33264,SG,N/A,"$108,979.38","$85,439.85",,,
CARDIOVASCULAR,33264,OTHER,"17,676","$12,217,460.15","$9,492,408.44",,,
CARDIOVASCULAR,33264,TOTAL,"17,680","$12,326,439.53","$9,577,848.29",,,
CARDIOVASCULAR,33265,80S,84,"$16,004.08","$12,441.09",,,
CARDIOVASCULAR,33265,OTHER,152,"$204,478.49","$158,395.40",,,
CARDIOVASCULAR,33265,TOTAL,236,"$220,482.57","$170,836.49",,,
CARDIOVASCULAR,33266,80S,224,"$62,131.38","$48,348.19",,,
CARDIOVASCULAR,33266,OTHER,460,"$878,471.84","$680,945.16",,,
CARDIOVASCULAR,33266,TOTAL,684,"$940,603.22","$729,293.35",,,
CARDIOVASCULAR,33270,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33270,OTHER,"1,458","$919,547.04","$714,345.05",,,
CARDIOVASCULAR,33270,TOTAL,"1,458","$919,547.04","$714,345.05",,,
CARDIOVASCULAR,33271,OTHER,44,"$19,465.89","$15,257.63",,,
CARDIOVASCULAR,33271,TOTAL,44,"$19,465.89","$15,257.63",,,
CARDIOVASCULAR,33272,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33272,OTHER,89,"$25,226.82","$19,681.67",,,
CARDIOVASCULAR,33272,TOTAL,89,"$25,226.82","$19,681.67",,,
CARDIOVASCULAR,33273,OTHER,28,"$10,960.40","$8,589.87",,,
CARDIOVASCULAR,33273,TOTAL,28,"$10,960.40","$8,589.87",,,
CARDIOVASCULAR,33282,80S,N/A,$19.97,$15.66,,,
CARDIOVASCULAR,33282,SG,N/A,"$21,888.40","$17,160.52",,,
CARDIOVASCULAR,33282,OTHER,"30,952","$9,306,462.84","$7,205,422.60",,,
CARDIOVASCULAR,33282,TOTAL,"30,957","$9,328,371.21","$7,222,598.78",,,
CARDIOVASCULAR,33284,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33284,SG,N/A,"$1,384.97",$970.57,,,
CARDIOVASCULAR,33284,OTHER,"7,271","$1,243,720.09","$955,855.15",,,
CARDIOVASCULAR,33284,TOTAL,"7,274","$1,245,105.06","$956,825.72",,,
CARDIOVASCULAR,33300,80S,83,"$30,480.09","$23,653.50",,,
CARDIOVASCULAR,33300,OTHER,211,"$492,055.19","$384,006.35",,,
CARDIOVASCULAR,33300,TOTAL,294,"$522,535.28","$407,659.85",,,
CARDIOVASCULAR,33305,80S,104,"$65,136.89","$50,725.00",,,
CARDIOVASCULAR,33305,OTHER,220,"$897,059.62","$695,082.10",,,
CARDIOVASCULAR,33305,TOTAL,324,"$962,196.51","$745,807.10",,,
CARDIOVASCULAR,33310,80S,20,"$2,892.74","$2,267.90",,,
CARDIOVASCULAR,33310,OTHER,54,"$50,730.90","$39,705.76",,,
CARDIOVASCULAR,33310,TOTAL,74,"$53,623.64","$41,973.66",,,
CARDIOVASCULAR,33315,80S,209,"$44,529.92","$34,972.78",,,
CARDIOVASCULAR,33315,OTHER,342,"$508,366.36","$399,045.34",,,
CARDIOVASCULAR,33315,TOTAL,551,"$552,896.28","$434,018.12",,,
CARDIOVASCULAR,33320,80S,26,"$3,086.21","$2,419.61",,,
CARDIOVASCULAR,33320,OTHER,81,"$71,540.70","$56,082.42",,,
CARDIOVASCULAR,33320,TOTAL,107,"$74,626.91","$58,502.03",,,
CARDIOVASCULAR,33321,80S,N/A,$279.96,$219.49,,,
CARDIOVASCULAR,33321,OTHER,N/A,"$4,264.48","$3,343.35",,,
CARDIOVASCULAR,33321,TOTAL,N/A,"$4,544.44","$3,562.84",,,
CARDIOVASCULAR,33322,80S,73,"$10,051.90","$7,898.78",,,
CARDIOVASCULAR,33322,OTHER,151,"$134,160.60","$104,554.68",,,
CARDIOVASCULAR,33322,TOTAL,224,"$144,212.50","$112,453.46",,,
CARDIOVASCULAR,33330,80S,N/A,"$1,463.58","$1,147.46",,,
CARDIOVASCULAR,33330,OTHER,20,"$24,389.27","$19,106.50",,,
CARDIOVASCULAR,33330,TOTAL,29,"$25,852.85","$20,253.96",,,
CARDIOVASCULAR,33335,80S,56,"$10,066.15","$7,903.23",,,
CARDIOVASCULAR,33335,OTHER,88,"$102,686.72","$79,754.94",,,
CARDIOVASCULAR,33335,TOTAL,144,"$112,752.87","$87,658.17",,,
CARDIOVASCULAR,33361,80S,23,"$4,114.66","$3,193.60",,,
CARDIOVASCULAR,33361,OTHER,"25,784","$23,122,155.77","$18,098,841.98",,,
CARDIOVASCULAR,33361,TOTAL,"25,807","$23,126,270.43","$18,102,035.58",,,
CARDIOVASCULAR,33362,80S,N/A,$138.06,$108.24,,,
CARDIOVASCULAR,33362,OTHER,"7,502","$7,122,437.68","$5,586,569.48",,,
CARDIOVASCULAR,33362,TOTAL,"7,503","$7,122,575.74","$5,586,677.72",,,
CARDIOVASCULAR,33363,80S,N/A,"$1,088.49",$846.16,,,
CARDIOVASCULAR,33363,OTHER,730,"$744,010.17","$583,204.07",,,
CARDIOVASCULAR,33363,TOTAL,735,"$745,098.66","$584,050.23",,,
CARDIOVASCULAR,33364,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33364,OTHER,127,"$123,735.18","$98,212.25",,,
CARDIOVASCULAR,33364,TOTAL,127,"$123,735.18","$98,212.25",,,
CARDIOVASCULAR,33365,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33365,OTHER,"1,298","$1,507,748.66","$1,181,515.25",,,
CARDIOVASCULAR,33365,TOTAL,"1,298","$1,507,748.66","$1,181,515.25",,,
CARDIOVASCULAR,33366,80S,N/A,$583.89,$457.77,,,
CARDIOVASCULAR,33366,OTHER,"2,253","$2,789,602.83","$2,200,660.09",,,
CARDIOVASCULAR,33366,TOTAL,"2,255","$2,790,186.72","$2,201,117.86",,,
CARDIOVASCULAR,33367,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33367,OTHER,99,"$63,141.41","$49,441.78",,,
CARDIOVASCULAR,33367,TOTAL,99,"$63,141.41","$49,441.78",,,
CARDIOVASCULAR,33368,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33368,OTHER,48,"$36,295.01","$27,786.83",,,
CARDIOVASCULAR,33368,TOTAL,48,"$36,295.01","$27,786.83",,,
CARDIOVASCULAR,33369,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33369,OTHER,11,"$11,446.23","$9,013.92",,,
CARDIOVASCULAR,33369,TOTAL,11,"$11,446.23","$9,013.92",,,
CARDIOVASCULAR,33400,80S,126,"$30,169.37","$23,700.92",,,
CARDIOVASCULAR,33400,OTHER,254,"$407,124.50","$318,242.47",,,
CARDIOVASCULAR,33400,TOTAL,380,"$437,293.87","$341,943.39",,,
CARDIOVASCULAR,33401,80S,N/A,$436.26,$342.02,,,
CARDIOVASCULAR,33401,OTHER,N/A,$769.24,$603.08,,,
CARDIOVASCULAR,33401,TOTAL,N/A,"$1,205.50",$945.10,,,
CARDIOVASCULAR,33403,80S,N/A,$689.29,$540.40,,,
CARDIOVASCULAR,33403,OTHER,N/A,"$10,107.37","$7,912.36",,,
CARDIOVASCULAR,33403,TOTAL,16,"$10,796.66","$8,452.76",,,
CARDIOVASCULAR,33404,80S,N/A,$238.48,$186.96,,,
CARDIOVASCULAR,33404,OTHER,N/A,"$6,958.19","$5,455.22",,,
CARDIOVASCULAR,33404,TOTAL,N/A,"$7,196.67","$5,642.18",,,
CARDIOVASCULAR,33405,80S,"17,574","$5,397,887.73","$4,207,440.06",,,
CARDIOVASCULAR,33405,OTHER,"28,305","$60,685,284.34","$47,275,836.08",,,
CARDIOVASCULAR,33405,TOTAL,"45,879","$66,083,172.07","$51,483,276.14",,,
CARDIOVASCULAR,33406,80S,157,"$63,870.82","$49,562.90",,,
CARDIOVASCULAR,33406,OTHER,228,"$643,450.76","$502,360.80",,,
CARDIOVASCULAR,33406,TOTAL,385,"$707,321.58","$551,923.70",,,
CARDIOVASCULAR,33410,80S,542,"$184,762.21","$143,356.69",,,
CARDIOVASCULAR,33410,OTHER,910,"$2,208,348.29","$1,711,018.16",,,
CARDIOVASCULAR,33410,TOTAL,"1,452","$2,393,110.50","$1,854,374.85",,,
CARDIOVASCULAR,33411,80S,543,"$271,853.63","$214,861.82",,,
CARDIOVASCULAR,33411,OTHER,896,"$3,114,750.26","$2,459,251.07",,,
CARDIOVASCULAR,33411,TOTAL,"1,439","$3,386,603.89","$2,674,112.89",,,
CARDIOVASCULAR,33412,80S,28,"$12,449.71","$9,708.26",,,
CARDIOVASCULAR,33412,OTHER,40,"$119,949.82","$93,972.32",,,
CARDIOVASCULAR,33412,TOTAL,68,"$132,399.53","$103,680.58",,,
CARDIOVASCULAR,33414,80S,36,"$6,894.36","$5,412.30",,,
CARDIOVASCULAR,33414,OTHER,61,"$79,281.78","$62,537.73",,,
CARDIOVASCULAR,33414,TOTAL,97,"$86,176.14","$67,950.03",,,
CARDIOVASCULAR,33415,80S,61,"$10,909.06","$8,434.52",,,
CARDIOVASCULAR,33415,OTHER,170,"$213,727.91","$166,036.29",,,
CARDIOVASCULAR,33415,TOTAL,231,"$224,636.97","$174,470.81",,,
CARDIOVASCULAR,33416,80S,401,"$74,679.37","$58,382.32",,,
CARDIOVASCULAR,33416,OTHER,826,"$1,073,801.00","$836,063.33",,,
CARDIOVASCULAR,33416,TOTAL,"1,227","$1,148,480.37","$894,445.65",,,
CARDIOVASCULAR,33417,80S,57,"$7,191.29","$5,567.74",,,
CARDIOVASCULAR,33417,OTHER,165,"$157,786.19","$121,765.31",,,
CARDIOVASCULAR,33417,TOTAL,222,"$164,977.48","$127,333.05",,,
CARDIOVASCULAR,33418,80S,166,"$50,181.91","$39,072.97",,,
CARDIOVASCULAR,33418,OTHER,"2,152","$3,418,043.16","$2,682,258.22",,,
CARDIOVASCULAR,33418,TOTAL,"2,318","$3,468,225.07","$2,721,331.19",,,
CARDIOVASCULAR,33419,80S,46,"$3,298.32","$2,582.65",,,
CARDIOVASCULAR,33419,OTHER,829,"$322,112.51","$253,070.94",,,
CARDIOVASCULAR,33419,TOTAL,875,"$325,410.83","$255,653.59",,,
CARDIOVASCULAR,33420,80S,N/A,$115.80,$90.79,,,
CARDIOVASCULAR,33420,OTHER,52,"$28,591.61","$22,454.83",,,
CARDIOVASCULAR,33420,TOTAL,53,"$28,707.41","$22,545.62",,,
CARDIOVASCULAR,33422,80S,14,"$2,345.14","$1,862.80",,,
CARDIOVASCULAR,33422,OTHER,27,"$29,204.49","$23,069.07",,,
CARDIOVASCULAR,33422,TOTAL,41,"$31,549.63","$24,931.87",,,
CARDIOVASCULAR,33425,80S,381,"$151,023.31","$118,196.31",,,
CARDIOVASCULAR,33425,OTHER,547,"$1,469,382.38","$1,149,541.96",,,
CARDIOVASCULAR,33425,TOTAL,928,"$1,620,405.69","$1,267,738.27",,,
CARDIOVASCULAR,33426,80S,"2,807","$860,909.83","$671,256.17",,,
CARDIOVASCULAR,33426,OTHER,"4,541","$9,622,964.85","$7,504,651.63",,,
CARDIOVASCULAR,33426,TOTAL,"7,348","$10,483,874.68","$8,175,907.80",,,
CARDIOVASCULAR,33427,80S,"1,892","$684,920.61","$533,055.00",,,
