"CPT only copyright 2022 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2022 Part B National Summary Data File 
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17668,,,,,,
CARDIOVASCULAR,33130,TOTAL,21 ,"$16,845.97 ","$13,505.48 ",
CARDIOVASCULAR,33140,80S,N/A,$602.70 ,$481.72 ,
CARDIOVASCULAR,33140,OTHER,N/A,"$6,067.78 ","$4,749.34 ",
CARDIOVASCULAR,33140,TOTAL,N/A,"$6,670.48 ","$5,231.06 ",
CARDIOVASCULAR,33141,80S,20 ,$357.31 ,$283.81 ,
CARDIOVASCULAR,33141,OTHER,40 ,"$5,068.40 ","$4,050.93 ",
CARDIOVASCULAR,33141,TOTAL,60 ,"$5,425.71 ","$4,334.74 ",
CARDIOVASCULAR,33202,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33202,OTHER,563 ,"$326,835.00 ","$258,542.29 ",
CARDIOVASCULAR,33202,TOTAL,563 ,"$326,835.00 ","$258,542.29 ",
CARDIOVASCULAR,33203,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33203,OTHER,41 ,"$27,999.27 ","$22,220.73 ",
CARDIOVASCULAR,33203,TOTAL,41 ,"$27,999.27 ","$22,220.73 ",
CARDIOVASCULAR,33206,OTHER,"1,064 ","$625,149.54 ","$492,054.19 ",
CARDIOVASCULAR,33206,TOTAL,"1,064 ","$625,149.54 ","$492,054.19 ",
CARDIOVASCULAR,33207,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33207,SG,N/A,"$7,703.84 ","$6,039.81 ",
CARDIOVASCULAR,33207,OTHER,"9,502 ","$5,976,072.61 ","$4,704,959.27 ",
CARDIOVASCULAR,33207,TOTAL,"9,503 ","$5,983,776.45 ","$4,710,999.08 ",
CARDIOVASCULAR,33208,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33208,SG,N/A,"$31,436.88 ","$24,898.03 ",
CARDIOVASCULAR,33208,OTHER,"91,545 ","$65,038,829.52 ","$51,121,172.28 ",
CARDIOVASCULAR,33208,TOTAL,"91,549 ","$65,070,266.40 ","$51,146,070.31 ",
CARDIOVASCULAR,33210,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33210,OTHER,"9,553 ","$1,525,963.85 ","$1,193,509.47 ",
CARDIOVASCULAR,33210,TOTAL,"9,553 ","$1,525,963.85 ","$1,193,509.47 ",
CARDIOVASCULAR,33211,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33211,OTHER,105 ,"$16,470.90 ","$13,004.88 ",
CARDIOVASCULAR,33211,TOTAL,105 ,"$16,470.90 ","$13,004.88 ",
CARDIOVASCULAR,33212,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33212,OTHER,212 ,"$69,283.51 ","$54,482.24 ",
CARDIOVASCULAR,33212,TOTAL,212 ,"$69,283.51 ","$54,482.24 ",
CARDIOVASCULAR,33213,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33213,OTHER,901 ,"$462,167.28 ","$361,743.85 ",
CARDIOVASCULAR,33213,TOTAL,901 ,"$462,167.28 ","$361,743.85 ",
CARDIOVASCULAR,33214,80S,N/A,$121.89 ,$96.50 ,
CARDIOVASCULAR,33214,OTHER,239 ,"$131,182.60 ","$96,928.47 ",
CARDIOVASCULAR,33214,TOTAL,242 ,"$131,304.49 ","$97,024.97 ",
CARDIOVASCULAR,33215,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33215,OTHER,"2,619 ","$755,615.05 ","$591,184.69 ",
CARDIOVASCULAR,33215,TOTAL,"2,619 ","$755,615.05 ","$591,184.69 ",
CARDIOVASCULAR,33216,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33216,OTHER,"3,215 ","$1,214,535.28 ","$947,262.25 ",
CARDIOVASCULAR,33216,TOTAL,"3,215 ","$1,214,535.28 ","$947,262.25 ",
CARDIOVASCULAR,33217,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33217,OTHER,371 ,"$118,821.44 ","$93,497.50 ",
CARDIOVASCULAR,33217,TOTAL,371 ,"$118,821.44 ","$93,497.50 ",
CARDIOVASCULAR,33218,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33218,OTHER,378 ,"$134,078.58 ","$105,209.22 ",
CARDIOVASCULAR,33218,TOTAL,378 ,"$134,078.58 ","$105,209.22 ",
CARDIOVASCULAR,33220,OTHER,65 ,"$22,502.92 ","$17,171.94 ",
CARDIOVASCULAR,33220,TOTAL,65 ,"$22,502.92 ","$17,171.94 ",
CARDIOVASCULAR,33221,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33221,OTHER,224 ,"$148,220.06 ","$115,948.35 ",
CARDIOVASCULAR,33221,TOTAL,224 ,"$148,220.06 ","$115,948.35 ",
CARDIOVASCULAR,33222,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33222,OTHER,"1,944 ","$497,073.99 ","$389,173.94 ",
CARDIOVASCULAR,33222,TOTAL,"1,944 ","$497,073.99 ","$389,173.94 ",
CARDIOVASCULAR,33223,80S,N/A,$66.59 ,$52.20 ,
CARDIOVASCULAR,33223,OTHER,884 ,"$359,258.91 ","$281,607.22 ",
CARDIOVASCULAR,33223,TOTAL,885 ,"$359,325.50 ","$281,659.42 ",
CARDIOVASCULAR,33224,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33224,OTHER,898 ,"$483,542.07 ","$381,496.00 ",
CARDIOVASCULAR,33224,TOTAL,898 ,"$483,542.07 ","$381,496.00 ",
CARDIOVASCULAR,33225,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,OTHER,"26,013 ","$12,271,742.14 ","$9,710,952.80 ",
CARDIOVASCULAR,33225,TOTAL,"26,013 ","$12,271,742.14 ","$9,710,952.80 ",
CARDIOVASCULAR,33226,OTHER,185 ,"$90,739.14 ","$71,513.75 ",
CARDIOVASCULAR,33226,TOTAL,185 ,"$90,739.14 ","$71,513.75 ",
CARDIOVASCULAR,33227,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33227,SG,N/A,"$15,700.84 ","$12,372.27 ",
CARDIOVASCULAR,33227,OTHER,"2,577 ","$1,625,301.81 ","$1,266,530.96 ",
CARDIOVASCULAR,33227,TOTAL,"2,579 ","$1,641,002.65 ","$1,278,903.23 ",
CARDIOVASCULAR,33228,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33228,SG,14 ,"$127,172.71 ","$100,365.62 ",
CARDIOVASCULAR,33228,OTHER,"33,398 ","$24,520,529.93 ","$19,077,476.74 ",
CARDIOVASCULAR,33228,TOTAL,"33,412 ","$24,647,702.64 ","$19,177,842.36 ",
CARDIOVASCULAR,33229,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33229,OTHER,"6,312 ","$5,114,111.47 ","$4,015,466.87 ",
CARDIOVASCULAR,33229,TOTAL,"6,312 ","$5,114,111.47 ","$4,015,466.87 ",
CARDIOVASCULAR,33230,OTHER,68 ,"$65,521.38 ","$51,602.77 ",
CARDIOVASCULAR,33230,TOTAL,68 ,"$65,521.38 ","$51,602.77 ",
CARDIOVASCULAR,33231,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33231,OTHER,106 ,"$68,998.63 ","$54,180.20 ",
CARDIOVASCULAR,33231,TOTAL,106 ,"$68,998.63 ","$54,180.20 ",
CARDIOVASCULAR,33233,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33233,OTHER,"7,442 ","$1,893,138.56 ","$1,489,101.11 ",
CARDIOVASCULAR,33233,TOTAL,"7,442 ","$1,893,138.56 ","$1,489,101.11 ",
CARDIOVASCULAR,33234,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33234,OTHER,"2,429 ","$963,845.22 ","$762,743.52 ",
CARDIOVASCULAR,33234,TOTAL,"2,429 ","$963,845.22 ","$762,743.52 ",
CARDIOVASCULAR,33235,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33235,OTHER,"3,765 ","$2,226,106.82 ","$1,749,135.47 ",
CARDIOVASCULAR,33235,TOTAL,"3,765 ","$2,226,106.82 ","$1,749,135.47 ",
CARDIOVASCULAR,33236,80S,N/A,$272.29 ,$217.23 ,
CARDIOVASCULAR,33236,OTHER,17 ,"$12,308.36 ","$9,779.09 ",
CARDIOVASCULAR,33236,TOTAL,19 ,"$12,580.65 ","$9,996.32 ",
CARDIOVASCULAR,33237,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33237,OTHER,19 ,"$11,710.13 ","$9,331.10 ",
CARDIOVASCULAR,33237,TOTAL,19 ,"$11,710.13 ","$9,331.10 ",
CARDIOVASCULAR,33238,80S,N/A,$912.10 ,$730.81 ,
CARDIOVASCULAR,33238,OTHER,106 ,"$55,612.21 ","$43,418.56 ",
CARDIOVASCULAR,33238,TOTAL,115 ,"$56,524.31 ","$44,149.37 ",
CARDIOVASCULAR,33240,OTHER,87 ,"$29,712.21 ","$23,028.88 ",
CARDIOVASCULAR,33240,TOTAL,87 ,"$29,712.21 ","$23,028.88 ",
CARDIOVASCULAR,33241,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33241,OTHER,"4,674 ","$639,858.57 ","$504,859.22 ",
CARDIOVASCULAR,33241,TOTAL,"4,674 ","$639,858.57 ","$504,859.22 ",
CARDIOVASCULAR,33243,80S,65 ,"$7,277.39 ","$5,775.09 ",
CARDIOVASCULAR,33243,OTHER,197 ,"$166,159.68 ","$132,168.96 ",
CARDIOVASCULAR,33243,TOTAL,262 ,"$173,437.07 ","$137,944.05 ",
CARDIOVASCULAR,33244,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33244,OTHER,"3,068 ","$2,249,162.55 ","$1,775,550.94 ",
CARDIOVASCULAR,33244,TOTAL,"3,068 ","$2,249,162.55 ","$1,775,550.94 ",
CARDIOVASCULAR,33249,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33249,SG,N/A,"$227,205.70 ","$179,583.20 ",
CARDIOVASCULAR,33249,OTHER,"30,943 ","$50,819,641.58 ","$39,936,937.95 ",
CARDIOVASCULAR,33249,TOTAL,"30,950 ","$51,046,847.28 ","$40,116,521.15 ",
CARDIOVASCULAR,33250,80S,N/A,$660.03 ,$526.98 ,
CARDIOVASCULAR,33250,OTHER,N/A,"$14,233.56 ","$11,342.51 ",
CARDIOVASCULAR,33250,TOTAL,14 ,"$14,893.59 ","$11,869.49 ",
CARDIOVASCULAR,33251,80S,N/A,"$1,143.10 ",$909.94 ,
CARDIOVASCULAR,33251,OTHER,N/A,"$8,902.87 ","$7,129.15 ",
CARDIOVASCULAR,33251,TOTAL,15 ,"$10,045.97 ","$8,039.09 ",
CARDIOVASCULAR,33254,80S,49 ,"$9,059.15 ","$7,070.02 ",
CARDIOVASCULAR,33254,OTHER,82 ,"$105,932.61 ","$83,256.68 ",
CARDIOVASCULAR,33254,TOTAL,131 ,"$114,991.76 ","$90,326.70 ",
CARDIOVASCULAR,33255,80S,21 ,"$4,706.69 ","$3,585.57 ",
CARDIOVASCULAR,33255,OTHER,69 ,"$112,666.22 ","$90,010.89 ",
CARDIOVASCULAR,33255,TOTAL,90 ,"$117,372.91 ","$93,596.46 ",
CARDIOVASCULAR,33256,80S,22 ,"$6,355.19 ","$5,067.74 ",
CARDIOVASCULAR,33256,OTHER,53 ,"$104,207.13 ","$82,977.10 ",
CARDIOVASCULAR,33256,TOTAL,75 ,"$110,562.32 ","$88,044.84 ",
CARDIOVASCULAR,33257,80S,"1,864 ","$154,379.41 ","$122,166.73 ",
CARDIOVASCULAR,33257,OTHER,"3,063 ","$1,804,111.06 ","$1,429,880.28 ",
CARDIOVASCULAR,33257,TOTAL,"4,927 ","$1,958,490.47 ","$1,552,047.01 ",
CARDIOVASCULAR,33258,80S,39 ,"$3,427.63 ","$2,723.44 ",
CARDIOVASCULAR,33258,OTHER,60 ,"$38,810.07 ","$30,864.92 ",
CARDIOVASCULAR,33258,TOTAL,99 ,"$42,237.70 ","$33,588.36 ",
CARDIOVASCULAR,33259,80S,"1,884 ","$229,757.78 ","$182,091.28 ",
CARDIOVASCULAR,33259,OTHER,"3,175 ","$2,733,898.05 ","$2,171,324.49 ",
CARDIOVASCULAR,33259,TOTAL,"5,059 ","$2,963,655.83 ","$2,353,415.77 ",
CARDIOVASCULAR,33261,80S,N/A,$559.43 ,$445.70 ,
CARDIOVASCULAR,33261,OTHER,25 ,"$24,964.78 ","$19,902.76 ",
CARDIOVASCULAR,33261,TOTAL,30 ,"$25,524.21 ","$20,348.46 ",
CARDIOVASCULAR,33262,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33262,OTHER,"2,521 ","$2,706,212.55 ","$2,088,814.12 ",
CARDIOVASCULAR,33262,TOTAL,"2,521 ","$2,706,212.55 ","$2,088,814.12 ",
CARDIOVASCULAR,33263,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33263,SG,N/A,"$47,032.68 ","$21,438.09 ",
CARDIOVASCULAR,33263,OTHER,"5,432 ","$8,305,501.48 ","$6,475,692.28 ",
CARDIOVASCULAR,33263,TOTAL,"5,434 ","$8,352,534.16 ","$6,497,130.37 ",
CARDIOVASCULAR,33264,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33264,SG,16 ,"$519,869.92 ","$410,324.49 ",
CARDIOVASCULAR,33264,OTHER,"13,086 ","$21,134,673.70 ","$16,511,810.84 ",
CARDIOVASCULAR,33264,TOTAL,"13,102 ","$21,654,543.62 ","$16,922,135.33 ",
CARDIOVASCULAR,33265,80S,154 ,"$28,060.75 ","$22,072.21 ",
CARDIOVASCULAR,33265,OTHER,280 ,"$355,778.35 ","$280,663.88 ",
CARDIOVASCULAR,33265,TOTAL,434 ,"$383,839.10 ","$302,736.09 ",
CARDIOVASCULAR,33266,80S,275 ,"$73,154.51 ","$57,671.85 ",
CARDIOVASCULAR,33266,OTHER,552 ,"$1,026,791.70 ","$808,269.01 ",
CARDIOVASCULAR,33266,TOTAL,827 ,"$1,099,946.21 ","$865,940.86 ",
CARDIOVASCULAR,33267,80S,174 ,"$17,226.30 ","$13,714.07 ",
CARDIOVASCULAR,33267,OTHER,352 ,"$232,954.13 ","$185,404.04 ",
CARDIOVASCULAR,33267,TOTAL,526 ,"$250,180.43 ","$199,118.11 ",
CARDIOVASCULAR,33268,80S,"3,893 ","$72,355.79 ","$57,316.33 ",
CARDIOVASCULAR,33268,OTHER,"7,438 ","$981,078.77 ","$777,979.85 ",
CARDIOVASCULAR,33268,TOTAL,"11,331 ","$1,053,434.56 ","$835,296.18 ",
CARDIOVASCULAR,33269,80S,211 ,"$22,818.30 ","$18,158.29 ",
CARDIOVASCULAR,33269,OTHER,401 ,"$296,612.74 ","$235,441.09 ",
CARDIOVASCULAR,33269,TOTAL,612 ,"$319,431.04 ","$253,599.38 ",
CARDIOVASCULAR,33270,OTHER,871 ,"$634,819.84 ","$500,749.76 ",
CARDIOVASCULAR,33270,TOTAL,871 ,"$634,819.84 ","$500,749.76 ",
CARDIOVASCULAR,33271,OTHER,24 ,"$10,109.72 ","$8,081.73 ",
CARDIOVASCULAR,33271,TOTAL,24 ,"$10,109.72 ","$8,081.73 ",
CARDIOVASCULAR,33272,OTHER,154 ,"$37,085.55 ","$29,314.22 ",
CARDIOVASCULAR,33272,TOTAL,154 ,"$37,085.55 ","$29,314.22 ",
CARDIOVASCULAR,33273,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33273,OTHER,21 ,"$7,006.80 ","$5,605.37 ",
CARDIOVASCULAR,33273,TOTAL,21 ,"$7,006.80 ","$5,605.37 ",
CARDIOVASCULAR,33274,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33274,OTHER,"12,624 ","$5,700,500.20 ","$4,504,092.94 ",
CARDIOVASCULAR,33274,TOTAL,"12,624 ","$5,700,500.20 ","$4,504,092.94 ",
CARDIOVASCULAR,33275,OTHER,43 ,"$17,921.07 ","$14,275.28 ",
CARDIOVASCULAR,33275,TOTAL,43 ,"$17,921.07 ","$14,275.28 ",
CARDIOVASCULAR,33285,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33285,SG,17 ,"$143,623.31 ","$112,600.69 ",
CARDIOVASCULAR,33285,OTHER,"61,035 ","$100,403,271.59 ","$78,977,967.47 ",
CARDIOVASCULAR,33285,TOTAL,"61,052 ","$100,546,894.90 ","$79,090,568.16 ",
CARDIOVASCULAR,33286,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33286,SG,N/A,"$1,511.28 ","$1,184.84 ",
CARDIOVASCULAR,33286,OTHER,"22,897 ","$1,965,480.24 ","$1,496,299.52 ",
CARDIOVASCULAR,33286,TOTAL,"22,901 ","$1,966,991.52 ","$1,497,484.36 ",
CARDIOVASCULAR,33289,80S,N/A,$326.67 ,$259.26 ,
CARDIOVASCULAR,33289,OTHER,"2,781 ","$954,749.20 ","$750,948.56 ",
CARDIOVASCULAR,33289,TOTAL,"2,787 ","$955,075.87 ","$751,207.82 ",
CARDIOVASCULAR,33300,80S,63 ,"$22,178.61 ","$17,310.59 ",
CARDIOVASCULAR,33300,OTHER,175 ,"$424,526.76 ","$333,560.38 ",
CARDIOVASCULAR,33300,TOTAL,238 ,"$446,705.37 ","$350,870.97 ",
CARDIOVASCULAR,33305,80S,81 ,"$49,536.75 ","$39,307.51 ",
CARDIOVASCULAR,33305,OTHER,149 ,"$600,825.97 ","$478,019.24 ",
CARDIOVASCULAR,33305,TOTAL,230 ,"$650,362.72 ","$517,326.75 ",
CARDIOVASCULAR,33310,80S,N/A,"$1,547.06 ","$1,225.68 ",
CARDIOVASCULAR,33310,OTHER,39 ,"$38,902.59 ","$30,940.90 ",
CARDIOVASCULAR,33310,TOTAL,49 ,"$40,449.65 ","$32,166.58 ",
CARDIOVASCULAR,33315,80S,68 ,"$15,822.70 ","$12,416.20 ",
CARDIOVASCULAR,33315,OTHER,144 ,"$219,244.51 ","$171,720.16 ",
CARDIOVASCULAR,33315,TOTAL,212 ,"$235,067.21 ","$184,136.36 ",
CARDIOVASCULAR,33320,80S,18 ,"$2,211.88 ","$1,766.63 ",
CARDIOVASCULAR,33320,OTHER,53 ,"$40,892.73 ","$32,337.88 ",
CARDIOVASCULAR,33320,TOTAL,71 ,"$43,104.61 ","$34,104.51 ",
CARDIOVASCULAR,33321,OTHER,N/A,"$2,659.40 ","$2,127.52 ",
CARDIOVASCULAR,33321,TOTAL,N/A,"$2,659.40 ","$2,127.52 ",
CARDIOVASCULAR,33322,80S,48 ,"$5,794.60 ","$4,611.89 ",
CARDIOVASCULAR,33322,OTHER,96 ,"$79,529.16 ","$62,712.06 ",
CARDIOVASCULAR,33322,TOTAL,144 ,"$85,323.76 ","$67,323.95 ",
CARDIOVASCULAR,33330,80S,N/A,$440.21 ,$351.59 ,
CARDIOVASCULAR,33330,OTHER,14 ,"$12,202.19 ","$9,673.30 ",
CARDIOVASCULAR,33330,TOTAL,18 ,"$12,642.40 ","$10,024.89 ",
CARDIOVASCULAR,33335,80S,23 ,"$3,515.42 ","$2,705.94 ",
CARDIOVASCULAR,33335,OTHER,42 ,"$43,949.43 ","$34,700.01 ",
CARDIOVASCULAR,33335,TOTAL,65 ,"$47,464.85 ","$37,405.95 ",
CARDIOVASCULAR,33340,80S,168 ,"$20,788.23 ","$15,059.34 ",
CARDIOVASCULAR,33340,OTHER,"43,912 ","$31,427,998.83 ","$24,818,159.64 ",
CARDIOVASCULAR,33340,TOTAL,"44,080 ","$31,448,787.06 ","$24,833,218.98 ",
CARDIOVASCULAR,33361,80S,42 ,"$6,534.19 ","$5,195.83 ",
CARDIOVASCULAR,33361,OTHER,"93,774 ","$72,137,328.46 ","$57,089,708.18 ",
CARDIOVASCULAR,33361,TOTAL,"93,816 ","$72,143,862.65 ","$57,094,904.01 ",
CARDIOVASCULAR,33362,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33362,OTHER,"2,383 ","$1,918,457.08 ","$1,525,677.41 ",
CARDIOVASCULAR,33362,TOTAL,"2,383 ","$1,918,457.08 ","$1,525,677.41 ",
CARDIOVASCULAR,33363,80S,N/A,$431.02 ,$346.38 ,
CARDIOVASCULAR,33363,OTHER,"1,127 ","$998,024.17 ","$793,278.16 ",
CARDIOVASCULAR,33363,TOTAL,"1,129 ","$998,455.19 ","$793,624.54 ",
CARDIOVASCULAR,33364,OTHER,25 ,"$21,207.93 ","$16,877.49 ",
CARDIOVASCULAR,33364,TOTAL,25 ,"$21,207.93 ","$16,877.49 ",
CARDIOVASCULAR,33365,80S,N/A,$224.88 ,$179.90 ,
CARDIOVASCULAR,33365,OTHER,235 ,"$206,538.26 ","$163,814.57 ",
CARDIOVASCULAR,33365,TOTAL,236 ,"$206,763.14 ","$163,994.47 ",
CARDIOVASCULAR,33366,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33366,OTHER,127 ,"$126,171.78 ","$98,762.29 ",
CARDIOVASCULAR,33366,TOTAL,127 ,"$126,171.78 ","$98,762.29 ",
CARDIOVASCULAR,33367,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33367,OTHER,42 ,"$25,341.01 ","$19,658.49 ",
CARDIOVASCULAR,33367,TOTAL,42 ,"$25,341.01 ","$19,658.49 ",
CARDIOVASCULAR,33368,80S,N/A,$222.24 ,$175.84 ,
CARDIOVASCULAR,33368,OTHER,14 ,"$10,596.73 ","$8,380.33 ",
CARDIOVASCULAR,33368,TOTAL,16 ,"$10,818.97 ","$8,556.17 ",
CARDIOVASCULAR,33369,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33369,OTHER,N/A,"$5,668.08 ","$4,474.82 ",
CARDIOVASCULAR,33369,TOTAL,N/A,"$5,668.08 ","$4,474.82 ",
CARDIOVASCULAR,33370,80S,N/A,$153.84 ,$122.83 ,
CARDIOVASCULAR,33370,OTHER,"4,673 ","$647,860.41 ","$515,072.03 ",
CARDIOVASCULAR,33370,TOTAL,"4,680 ","$648,014.25 ","$515,194.86 ",
CARDIOVASCULAR,33390,80S,83 ,"$13,824.25 ","$10,807.52 ",
CARDIOVASCULAR,33390,OTHER,207 ,"$264,560.34 ","$205,919.82 ",
CARDIOVASCULAR,33390,TOTAL,290 ,"$278,384.59 ","$216,727.34 ",
CARDIOVASCULAR,33391,80S,46 ,"$10,051.53 ","$7,995.80 ",
CARDIOVASCULAR,33391,OTHER,122 ,"$174,122.96 ","$134,399.98 ",
CARDIOVASCULAR,33391,TOTAL,168 ,"$184,174.49 ","$142,395.78 ",
CARDIOVASCULAR,33404,80S,N/A,$117.11 ,$93.53 ,
CARDIOVASCULAR,33404,OTHER,N/A,"$4,060.20 ","$3,195.81 ",
CARDIOVASCULAR,33404,TOTAL,N/A,"$4,177.31 ","$3,289.34 ",
CARDIOVASCULAR,33405,80S,"7,117 ","$1,993,274.96 ","$1,570,919.84 ",
CARDIOVASCULAR,33405,OTHER,"11,831 ","$23,270,319.21 ","$18,397,922.60 ",
CARDIOVASCULAR,33405,TOTAL,"18,948 ","$25,263,594.17 ","$19,968,842.44 ",
CARDIOVASCULAR,33406,80S,15 ,"$5,941.39 ","$4,732.24 ",
CARDIOVASCULAR,33406,OTHER,29 ,"$74,435.13 ","$59,163.04 ",
CARDIOVASCULAR,33406,TOTAL,44 ,"$80,376.52 ","$63,895.28 ",
CARDIOVASCULAR,33410,80S,157 ,"$52,804.07 ","$41,884.87 ",
CARDIOVASCULAR,33410,OTHER,220 ,"$534,689.02 ","$425,943.32 ",
CARDIOVASCULAR,33410,TOTAL,377 ,"$587,493.09 ","$467,828.19 ",
CARDIOVASCULAR,33411,80S,553 ,"$266,140.92 ","$209,339.74 ",
CARDIOVASCULAR,33411,OTHER,923 ,"$3,115,277.44 ","$2,454,883.01 ",
CARDIOVASCULAR,33411,TOTAL,"1,476 ","$3,381,418.36 ","$2,664,222.75 ",
CARDIOVASCULAR,33412,80S,12 ,"$6,267.69 ","$4,604.27 ",
CARDIOVASCULAR,33412,OTHER,18 ,"$62,227.41 ","$49,707.10 ",
CARDIOVASCULAR,33412,TOTAL,30 ,"$68,495.10 ","$54,311.37 ",
CARDIOVASCULAR,33413,80S,N/A,"$2,475.15 ","$1,953.21 ",
CARDIOVASCULAR,33413,OTHER,18 ,"$57,010.41 ","$43,739.86 ",
CARDIOVASCULAR,33413,TOTAL,23 ,"$59,485.56 ","$45,693.07 ",
