CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2013 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17969,,,,,,
CARDIOVASCULAR,33230,OTHER,393,"$289,057.39","$226,012.92",
CARDIOVASCULAR,33230,TOTAL,393,"$289,057.39","$226,012.92",
CARDIOVASCULAR,33231,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33231,OTHER,251,"$91,902.31","$71,926.36",
CARDIOVASCULAR,33231,TOTAL,251,"$91,902.31","$71,926.36",
CARDIOVASCULAR,33233,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33233,OTHER,9685,"$1,267,581.82","$991,490.75",
CARDIOVASCULAR,33233,TOTAL,9685,"$1,267,581.82","$991,490.75",
CARDIOVASCULAR,33234,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33234,SG,N/A,"$1,010.37",$792.13,
CARDIOVASCULAR,33234,OTHER,3055,"$1,145,252.33","$896,768.10",
CARDIOVASCULAR,33234,TOTAL,3056,"$1,146,262.70","$897,560.23",
CARDIOVASCULAR,33235,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33235,OTHER,3462,"$1,931,932.35","$1,514,081.41",
CARDIOVASCULAR,33235,TOTAL,3462,"$1,931,932.35","$1,514,081.41",
CARDIOVASCULAR,33236,80S,N/A,$389.55,$309.09,
CARDIOVASCULAR,33236,OTHER,40,"$23,112.12","$17,981.49",
CARDIOVASCULAR,33236,TOTAL,43,"$23,501.67","$18,290.58",
CARDIOVASCULAR,33237,80S,N/A,$245.76,$192.67,
CARDIOVASCULAR,33237,OTHER,47,"$31,770.56","$24,496.61",
CARDIOVASCULAR,33237,TOTAL,49,"$32,016.32","$24,689.28",
CARDIOVASCULAR,33238,80S,13,"$1,451.22","$1,144.68",
CARDIOVASCULAR,33238,OTHER,137,"$102,571.08","$80,732.44",
CARDIOVASCULAR,33238,TOTAL,150,"$104,022.30","$81,877.12",
CARDIOVASCULAR,33240,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33240,SG,N/A,"$44,805.66","$35,127.62",
CARDIOVASCULAR,33240,OTHER,1231,"$415,039.11","$321,719.24",
CARDIOVASCULAR,33240,TOTAL,1233,"$459,844.77","$356,846.86",
CARDIOVASCULAR,33241,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33241,SG,N/A,$0.00,$0.00,
CARDIOVASCULAR,33241,OTHER,9023,"$1,087,897.60","$847,405.17",
CARDIOVASCULAR,33241,TOTAL,9023,"$1,087,897.60","$847,405.17",
CARDIOVASCULAR,33243,80S,101,"$12,986.54","$10,238.59",
CARDIOVASCULAR,33243,OTHER,292,"$277,156.57","$218,618.15",
CARDIOVASCULAR,33243,TOTAL,393,"$290,143.11","$228,856.74",
CARDIOVASCULAR,33244,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33244,OTHER,5680,"$3,950,890.46","$3,085,614.73",
CARDIOVASCULAR,33244,TOTAL,5680,"$3,950,890.46","$3,085,614.73",
CARDIOVASCULAR,33249,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33249,SG,N/A,"$172,270.01","$135,901.64",
CARDIOVASCULAR,33249,OTHER,50973,"$47,329,758.49","$37,037,596.56",
CARDIOVASCULAR,33249,TOTAL,50979,"$47,502,028.50","$37,173,498.20",
CARDIOVASCULAR,33250,80S,N/A,"$1,167.68",$919.60,
CARDIOVASCULAR,33250,OTHER,N/A,"$13,012.71","$10,228.98",
CARDIOVASCULAR,33250,TOTAL,15,"$14,180.39","$11,148.58",
CARDIOVASCULAR,33251,80S,42,"$5,147.15","$4,056.64",
CARDIOVASCULAR,33251,OTHER,56,"$49,124.17","$38,717.94",
CARDIOVASCULAR,33251,TOTAL,98,"$54,271.32","$42,774.58",
CARDIOVASCULAR,33254,80S,24,"$4,891.15","$3,847.18",
CARDIOVASCULAR,33254,OTHER,53,"$76,637.96","$60,238.91",
CARDIOVASCULAR,33254,TOTAL,77,"$81,529.11","$64,086.09",
CARDIOVASCULAR,33255,80S,22,"$5,245.44","$4,140.22",
CARDIOVASCULAR,33255,OTHER,63,"$103,717.43","$80,997.09",
CARDIOVASCULAR,33255,TOTAL,85,"$108,962.87","$85,137.31",
CARDIOVASCULAR,33256,80S,35,"$9,845.47","$7,743.69",
CARDIOVASCULAR,33256,OTHER,71,"$139,310.45","$108,187.02",
CARDIOVASCULAR,33256,TOTAL,106,"$149,155.92","$115,930.71",
CARDIOVASCULAR,33257,80S,2210,"$192,424.20","$150,618.93",
CARDIOVASCULAR,33257,OTHER,3575,"$2,127,020.32","$1,661,860.68",
CARDIOVASCULAR,33257,TOTAL,5785,"$2,319,444.52","$1,812,479.61",
CARDIOVASCULAR,33258,80S,56,"$5,316.84","$4,188.16",
CARDIOVASCULAR,33258,OTHER,71,"$47,298.63","$37,307.61",
CARDIOVASCULAR,33258,TOTAL,127,"$52,615.47","$41,495.77",
CARDIOVASCULAR,33259,80S,2685,"$337,629.35","$265,387.56",
CARDIOVASCULAR,33259,OTHER,4477,"$3,900,839.66","$3,056,658.65",
CARDIOVASCULAR,33259,TOTAL,7162,"$4,238,469.01","$3,322,046.21",
CARDIOVASCULAR,33261,80S,N/A,$850.63,$668.62,
CARDIOVASCULAR,33261,OTHER,23,"$26,707.92","$21,072.38",
CARDIOVASCULAR,33261,TOTAL,30,"$27,558.55","$21,741.00",
CARDIOVASCULAR,33262,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33262,OTHER,4229,"$1,917,222.16","$1,487,132.41",
CARDIOVASCULAR,33262,TOTAL,4229,"$1,917,222.16","$1,487,132.41",
CARDIOVASCULAR,33263,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33263,SG,N/A,"$108,281.41","$84,892.60",
CARDIOVASCULAR,33263,OTHER,14956,"$7,558,017.15","$5,873,038.37",
CARDIOVASCULAR,33263,TOTAL,14961,"$7,666,298.56","$5,957,930.97",
CARDIOVASCULAR,33264,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33264,SG,N/A,"$111,360.80","$87,306.84",
CARDIOVASCULAR,33264,OTHER,16737,"$7,865,587.08","$6,113,535.31",
CARDIOVASCULAR,33264,TOTAL,16742,"$7,976,947.88","$6,200,842.15",
CARDIOVASCULAR,33265,80S,52,"$10,046.05","$7,907.09",
CARDIOVASCULAR,33265,OTHER,112,"$149,150.88","$114,758.02",
CARDIOVASCULAR,33265,TOTAL,164,"$159,196.93","$122,665.11",
CARDIOVASCULAR,33266,80S,146,"$40,480.43","$31,718.36",
CARDIOVASCULAR,33266,OTHER,348,"$629,041.87","$492,507.31",
CARDIOVASCULAR,33266,TOTAL,494,"$669,522.30","$524,225.67",
CARDIOVASCULAR,33282,SG,15,"$85,440.17","$66,985.02",
CARDIOVASCULAR,33282,OTHER,10245,"$3,801,512.01","$2,954,113.27",
CARDIOVASCULAR,33282,TOTAL,10260,"$3,886,952.18","$3,021,098.29",
CARDIOVASCULAR,33284,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33284,SG,N/A,$902.00,$707.15,
CARDIOVASCULAR,33284,OTHER,4725,"$865,650.60","$666,554.05",
CARDIOVASCULAR,33284,TOTAL,4728,"$866,552.60","$667,261.20",
CARDIOVASCULAR,33300,80S,71,"$25,064.39","$19,713.55",
CARDIOVASCULAR,33300,OTHER,209,"$493,939.42","$388,684.93",
CARDIOVASCULAR,33300,TOTAL,280,"$519,003.81","$408,398.48",
CARDIOVASCULAR,33305,80S,109,"$66,380.75","$51,525.48",
CARDIOVASCULAR,33305,OTHER,219,"$894,512.08","$699,796.79",
CARDIOVASCULAR,33305,TOTAL,328,"$960,892.83","$751,322.27",
CARDIOVASCULAR,33310,80S,26,"$3,963.19","$3,114.77",
CARDIOVASCULAR,33310,OTHER,77,"$58,521.35","$45,967.69",
CARDIOVASCULAR,33310,TOTAL,103,"$62,484.54","$49,082.46",
CARDIOVASCULAR,33315,80S,130,"$26,297.50","$20,700.03",
CARDIOVASCULAR,33315,OTHER,264,"$357,035.39","$280,558.93",
CARDIOVASCULAR,33315,TOTAL,394,"$383,332.89","$301,258.96",
CARDIOVASCULAR,33320,80S,38,"$4,160.21","$3,283.51",
CARDIOVASCULAR,33320,OTHER,119,"$95,059.64","$74,904.29",
CARDIOVASCULAR,33320,TOTAL,157,"$99,219.85","$78,187.80",
CARDIOVASCULAR,33321,80S,N/A,$400.12,$313.69,
CARDIOVASCULAR,33321,OTHER,N/A,"$5,772.36","$4,556.47",
CARDIOVASCULAR,33321,TOTAL,N/A,"$6,172.48","$4,870.16",
CARDIOVASCULAR,33322,80S,100,"$11,892.87","$9,373.94",
CARDIOVASCULAR,33322,OTHER,191,"$163,506.74","$128,855.03",
CARDIOVASCULAR,33322,TOTAL,291,"$175,399.61","$138,228.97",
CARDIOVASCULAR,33330,80S,11,"$1,702.76","$1,351.59",
CARDIOVASCULAR,33330,OTHER,26,"$33,936.07","$26,835.44",
CARDIOVASCULAR,33330,TOTAL,37,"$35,638.83","$28,187.03",
CARDIOVASCULAR,33332,OTHER,N/A,"$2,294.22","$1,809.02",
CARDIOVASCULAR,33332,TOTAL,N/A,"$2,294.22","$1,809.02",
CARDIOVASCULAR,33335,80S,61,"$11,467.51","$9,051.90",
CARDIOVASCULAR,33335,OTHER,89,"$110,184.39","$86,904.89",
CARDIOVASCULAR,33335,TOTAL,150,"$121,651.90","$95,956.79",
CARDIOVASCULAR,33361,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33361,OTHER,5502,"$4,766,388.73","$3,753,288.82",
CARDIOVASCULAR,33361,TOTAL,5502,"$4,766,388.73","$3,753,288.82",
CARDIOVASCULAR,33362,80S,N/A,"$1,274.33","$1,008.67",
CARDIOVASCULAR,33362,OTHER,3568,"$3,249,227.93","$2,557,457.08",
CARDIOVASCULAR,33362,TOTAL,3575,"$3,250,502.26","$2,558,465.75",
CARDIOVASCULAR,33363,OTHER,90,"$88,956.37","$70,233.06",
CARDIOVASCULAR,33363,TOTAL,90,"$88,956.37","$70,233.06",
CARDIOVASCULAR,33364,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33364,OTHER,241,"$240,279.76","$189,343.75",
CARDIOVASCULAR,33364,TOTAL,241,"$240,279.76","$189,343.75",
CARDIOVASCULAR,33365,80S,N/A,$570.22,$456.18,
CARDIOVASCULAR,33365,OTHER,1111,"$1,242,945.24","$978,618.45",
CARDIOVASCULAR,33365,TOTAL,1113,"$1,243,515.46","$979,074.63",
CARDIOVASCULAR,33367,80S,N/A,$512.93,$403.74,
CARDIOVASCULAR,33367,OTHER,107,"$66,489.50","$52,398.30",
CARDIOVASCULAR,33367,TOTAL,112,"$67,002.43","$52,802.04",
CARDIOVASCULAR,33368,80S,N/A,$476.19,$375.16,
CARDIOVASCULAR,33368,OTHER,84,"$61,936.45","$48,878.41",
CARDIOVASCULAR,33368,TOTAL,88,"$62,412.64","$49,253.57",
CARDIOVASCULAR,33369,80S,N/A,$134.53,$105.47,
CARDIOVASCULAR,33369,OTHER,13,"$12,436.29","$9,815.07",
CARDIOVASCULAR,33369,TOTAL,14,"$12,570.82","$9,920.54",
CARDIOVASCULAR,33400,80S,203,"$49,748.22","$39,149.59",
CARDIOVASCULAR,33400,OTHER,332,"$535,353.62","$419,723.92",
CARDIOVASCULAR,33400,TOTAL,535,"$585,101.84","$458,873.51",
CARDIOVASCULAR,33401,80S,N/A,$648.34,$511.96,
CARDIOVASCULAR,33401,OTHER,N/A,"$5,501.63","$4,313.28",
CARDIOVASCULAR,33401,TOTAL,N/A,"$6,149.97","$4,825.24",
CARDIOVASCULAR,33403,80S,N/A,$509.69,$399.60,
CARDIOVASCULAR,33403,OTHER,N/A,"$4,651.78","$3,646.99",
CARDIOVASCULAR,33403,TOTAL,N/A,"$5,161.47","$4,046.59",
CARDIOVASCULAR,33404,80S,N/A,"$1,152.87",$906.33,
CARDIOVASCULAR,33404,OTHER,21,"$26,781.05","$21,084.80",
CARDIOVASCULAR,33404,TOTAL,26,"$27,933.92","$21,991.13",
CARDIOVASCULAR,33405,80S,20334,"$6,259,012.88","$4,907,840.85",
CARDIOVASCULAR,33405,OTHER,31578,"$67,012,312.99","$52,464,932.03",
CARDIOVASCULAR,33405,TOTAL,51912,"$73,271,325.87","$57,372,772.88",
CARDIOVASCULAR,33406,80S,207,"$83,888.03","$65,431.21",
CARDIOVASCULAR,33406,OTHER,356,"$1,009,951.22","$788,990.26",
CARDIOVASCULAR,33406,TOTAL,563,"$1,093,839.25","$854,421.47",
CARDIOVASCULAR,33410,80S,678,"$231,186.41","$181,805.41",
CARDIOVASCULAR,33410,OTHER,978,"$2,326,960.59","$1,825,137.69",
CARDIOVASCULAR,33410,TOTAL,1656,"$2,558,147.00","$2,006,943.10",
CARDIOVASCULAR,33411,80S,578,"$290,480.57","$227,713.42",
CARDIOVASCULAR,33411,OTHER,818,"$2,787,342.63","$2,185,234.20",
CARDIOVASCULAR,33411,TOTAL,1396,"$3,077,823.20","$2,412,947.62",
CARDIOVASCULAR,33412,80S,12,"$5,700.57","$4,476.47",
CARDIOVASCULAR,33412,OTHER,26,"$81,506.68","$64,053.47",
CARDIOVASCULAR,33412,TOTAL,38,"$87,207.25","$68,529.94",
CARDIOVASCULAR,33413,80S,N/A,"$1,983.74","$1,555.25",
CARDIOVASCULAR,33413,OTHER,N/A,"$23,176.51","$18,170.39",
CARDIOVASCULAR,33413,TOTAL,11,"$25,160.25","$19,725.64",
CARDIOVASCULAR,33414,80S,26,"$4,897.36","$3,855.79",
CARDIOVASCULAR,33414,OTHER,61,"$78,662.33","$62,183.64",
CARDIOVASCULAR,33414,TOTAL,87,"$83,559.69","$66,039.43",
CARDIOVASCULAR,33415,80S,83,"$15,425.90","$12,179.43",
CARDIOVASCULAR,33415,OTHER,222,"$264,611.21","$208,241.56",
CARDIOVASCULAR,33415,TOTAL,305,"$280,037.11","$220,420.99",
CARDIOVASCULAR,33416,80S,418,"$77,322.98","$60,782.51",
CARDIOVASCULAR,33416,OTHER,751,"$972,393.04","$760,349.29",
CARDIOVASCULAR,33416,TOTAL,1169,"$1,049,716.02","$821,131.80",
CARDIOVASCULAR,33417,80S,68,"$9,041.84","$7,139.21",
CARDIOVASCULAR,33417,OTHER,196,"$180,525.18","$142,334.52",
CARDIOVASCULAR,33417,TOTAL,264,"$189,567.02","$149,473.73",
CARDIOVASCULAR,33420,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33420,OTHER,104,"$13,013.78","$10,137.64",
CARDIOVASCULAR,33420,TOTAL,104,"$13,013.78","$10,137.64",
CARDIOVASCULAR,33422,80S,26,"$3,904.87","$2,968.13",
CARDIOVASCULAR,33422,OTHER,65,"$62,588.19","$48,473.46",
CARDIOVASCULAR,33422,TOTAL,91,"$66,493.06","$51,441.59",
CARDIOVASCULAR,33425,80S,297,"$119,371.95","$93,840.75",
CARDIOVASCULAR,33425,OTHER,480,"$1,283,056.55","$1,003,490.50",
CARDIOVASCULAR,33425,TOTAL,777,"$1,402,428.50","$1,097,331.25",
CARDIOVASCULAR,33426,80S,3713,"$1,156,385.84","$906,287.11",
CARDIOVASCULAR,33426,OTHER,5848,"$12,481,536.54","$9,778,408.51",
CARDIOVASCULAR,33426,TOTAL,9561,"$13,637,922.38","$10,684,695.62",
CARDIOVASCULAR,33427,80S,1929,"$645,999.24","$506,370.30",
CARDIOVASCULAR,33427,OTHER,3144,"$7,230,861.92","$5,642,114.19",
CARDIOVASCULAR,33427,TOTAL,5073,"$7,876,861.16","$6,148,484.49",
CARDIOVASCULAR,33430,80S,5210,"$2,118,099.87","$1,658,911.93",
CARDIOVASCULAR,33430,OTHER,8088,"$22,470,765.43","$17,585,597.15",
CARDIOVASCULAR,33430,TOTAL,13298,"$24,588,865.30","$19,244,509.08",
CARDIOVASCULAR,33460,80S,26,"$6,998.18","$5,499.91",
CARDIOVASCULAR,33460,OTHER,40,"$80,007.68","$62,559.61",
CARDIOVASCULAR,33460,TOTAL,66,"$87,005.86","$68,059.52",
CARDIOVASCULAR,33463,80S,335,"$150,651.08","$118,277.65",
CARDIOVASCULAR,33463,OTHER,516,"$1,556,462.06","$1,222,279.86",
CARDIOVASCULAR,33463,TOTAL,851,"$1,707,113.14","$1,340,557.51",
CARDIOVASCULAR,33464,80S,2067,"$610,073.52","$479,205.18",
CARDIOVASCULAR,33464,OTHER,3421,"$6,963,299.86","$5,453,791.00",
CARDIOVASCULAR,33464,TOTAL,5488,"$7,573,373.38","$5,932,996.18",
CARDIOVASCULAR,33465,80S,223,"$78,473.93","$61,157.25",
CARDIOVASCULAR,33465,OTHER,423,"$1,021,474.85","$800,702.88",
CARDIOVASCULAR,33465,TOTAL,646,"$1,099,948.78","$861,860.13",
CARDIOVASCULAR,33468,80S,N/A,"$1,372.37","$1,087.82",
CARDIOVASCULAR,33468,OTHER,16,"$33,996.76","$26,857.39",
CARDIOVASCULAR,33468,TOTAL,21,"$35,369.13","$27,945.21",
CARDIOVASCULAR,33470,OTHER,N/A,$737.53,$578.22,
CARDIOVASCULAR,33470,TOTAL,N/A,$737.53,$578.22,
CARDIOVASCULAR,33474,80S,N/A,$351.13,$280.90,
CARDIOVASCULAR,33474,OTHER,N/A,"$6,797.60","$5,380.15",
CARDIOVASCULAR,33474,TOTAL,N/A,"$7,148.73","$5,661.05",
CARDIOVASCULAR,33475,80S,42,"$12,840.71","$9,835.59",
CARDIOVASCULAR,33475,OTHER,102,"$205,623.86","$159,740.38",
CARDIOVASCULAR,33475,TOTAL,144,"$218,464.57","$169,575.97",
CARDIOVASCULAR,33476,OTHER,N/A,"$10,044.92","$7,897.32",
CARDIOVASCULAR,33476,TOTAL,N/A,"$10,044.92","$7,897.32",
CARDIOVASCULAR,33478,80S,N/A,$631.79,$495.32,
CARDIOVASCULAR,33478,OTHER,27,"$24,529.32","$18,169.36",
CARDIOVASCULAR,33478,TOTAL,32,"$25,161.11","$18,664.68",
CARDIOVASCULAR,33496,80S,32,"$7,165.21","$5,690.33",
CARDIOVASCULAR,33496,OTHER,56,"$78,056.24","$61,877.91",
CARDIOVASCULAR,33496,TOTAL,88,"$85,221.45","$67,568.24",
CARDIOVASCULAR,33500,80S,15,"$2,119.06","$1,661.34",
CARDIOVASCULAR,33500,OTHER,26,"$25,179.46","$19,207.09",
CARDIOVASCULAR,33500,TOTAL,41,"$27,298.52","$20,868.43",
