CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2012 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17980,,,,,,
CARDIOVASCULAR,33206,OTHER,"1,451","$652,022.37","$517,605.64",
CARDIOVASCULAR,33207,TOTAL,"23,514","$11,083,819.57","$8,829,306.67",
CARDIOVASCULAR,33207,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33207,SG,N/A,"$7,666.38","$6,133.10",
CARDIOVASCULAR,33207,OTHER,"23,514","$11,076,153.19","$8,823,173.57",
CARDIOVASCULAR,33208,TOTAL,"112,987","$59,049,554.26","$46,971,525.79",
CARDIOVASCULAR,33208,80S,N/A,$82.38,$65.90,
CARDIOVASCULAR,33208,SG,N/A,"$28,663.05","$22,930.44",
CARDIOVASCULAR,33208,OTHER,"112,987","$59,020,808.83","$46,948,529.45",
CARDIOVASCULAR,33210,TOTAL,"16,548","$2,368,240.23","$1,877,530.35",
CARDIOVASCULAR,33210,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33210,OTHER,"16,548","$2,368,240.23","$1,877,530.35",
CARDIOVASCULAR,33211,TOTAL,500,"$69,698.98","$55,240.98",
CARDIOVASCULAR,33211,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33211,OTHER,500,"$69,698.98","$55,240.98",
CARDIOVASCULAR,33212,TOTAL,"2,235","$747,439.65","$591,043.55",
CARDIOVASCULAR,33212,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33212,OTHER,"2,235","$747,439.65","$591,043.55",
CARDIOVASCULAR,33213,TOTAL,"7,610","$2,903,441.47","$2,294,584.62",
CARDIOVASCULAR,33213,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33213,SG,N/A,"$35,150.48","$28,008.38",
CARDIOVASCULAR,33213,OTHER,"7,610","$2,868,290.99","$2,266,576.24",
CARDIOVASCULAR,33214,TOTAL,690,"$301,664.34","$239,404.52",
CARDIOVASCULAR,33214,80S,N/A,$231.46,$185.16,
CARDIOVASCULAR,33214,OTHER,690,"$301,432.88","$239,219.36",
CARDIOVASCULAR,33215,TOTAL,"4,418","$1,133,997.51","$899,699.34",
CARDIOVASCULAR,33215,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33215,SG,N/A,$796.15,$636.92,
CARDIOVASCULAR,33215,OTHER,"4,418","$1,133,201.36","$899,062.42",
CARDIOVASCULAR,33216,TOTAL,"5,258","$1,528,778.88","$1,211,998.68",
CARDIOVASCULAR,33216,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33216,OTHER,"5,258","$1,528,778.88","$1,211,998.68",
CARDIOVASCULAR,33217,TOTAL,"1,825","$530,411.16","$421,691.78",
CARDIOVASCULAR,33217,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33217,OTHER,"1,825","$530,411.16","$421,691.78",
CARDIOVASCULAR,33218,TOTAL,902,"$305,533.87","$240,445.65",
CARDIOVASCULAR,33218,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33218,OTHER,902,"$305,533.87","$240,445.65",
CARDIOVASCULAR,33220,TOTAL,192,"$69,354.91","$54,958.75",
CARDIOVASCULAR,33220,OTHER,192,"$69,354.91","$54,958.75",
CARDIOVASCULAR,33221,TOTAL,302,"$105,391.93","$83,375.10",
CARDIOVASCULAR,33221,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33221,SG,N/A,"$7,197.34","$5,757.87",
CARDIOVASCULAR,33221,OTHER,302,"$98,194.59","$77,617.23",
CARDIOVASCULAR,33222,TOTAL,"4,873","$1,197,222.50","$950,853.34",
CARDIOVASCULAR,33222,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33222,SG,N/A,"$2,621.47","$1,985.18",
CARDIOVASCULAR,33222,OTHER,"4,873","$1,194,601.03","$948,868.16",
CARDIOVASCULAR,33223,TOTAL,"4,257","$1,484,852.69","$1,178,457.20",
CARDIOVASCULAR,33223,80S,22,"$1,222.66",$978.12,
CARDIOVASCULAR,33223,SG,N/A,$0.00,$0.00,
CARDIOVASCULAR,33223,OTHER,"4,235","$1,483,630.03","$1,177,479.08",
CARDIOVASCULAR,33224,TOTAL,"2,557","$1,109,820.26","$881,608.65",
CARDIOVASCULAR,33224,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33224,OTHER,"2,557","$1,109,820.26","$881,608.65",
CARDIOVASCULAR,33225,TOTAL,"30,100","$13,962,365.80","$11,118,764.36",
CARDIOVASCULAR,33225,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33225,OTHER,"30,100","$13,962,365.80","$11,118,764.36",
CARDIOVASCULAR,33226,TOTAL,606,"$286,428.07","$226,059.49",
CARDIOVASCULAR,33226,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33226,OTHER,606,"$286,428.07","$226,059.49",
CARDIOVASCULAR,33227,TOTAL,"7,871","$2,977,954.94","$2,362,070.52",
CARDIOVASCULAR,33227,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33227,SG,N/A,"$6,516.99","$5,213.59",
CARDIOVASCULAR,33227,OTHER,"7,871","$2,971,437.95","$2,356,856.93",
CARDIOVASCULAR,33228,TOTAL,"35,085","$13,775,289.39","$10,907,662.62",
CARDIOVASCULAR,33228,80S,N/A,$45.49,$36.39,
CARDIOVASCULAR,33228,SG,N/A,"$35,865.94","$28,692.75",
CARDIOVASCULAR,33228,OTHER,"35,085","$13,739,377.96","$10,878,933.48",
CARDIOVASCULAR,33229,TOTAL,"1,923","$681,777.59","$541,180.08",
CARDIOVASCULAR,33229,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33229,OTHER,"1,923","$681,777.59","$541,180.08",
CARDIOVASCULAR,33230,TOTAL,511,"$311,032.52","$247,228.10",
CARDIOVASCULAR,33230,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33230,OTHER,511,"$311,032.52","$247,228.10",
CARDIOVASCULAR,33231,TOTAL,326,"$116,172.52","$92,406.19",
CARDIOVASCULAR,33231,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33231,OTHER,326,"$116,172.52","$92,406.19",
CARDIOVASCULAR,33233,TOTAL,"10,309","$1,383,123.52","$1,099,497.05",
CARDIOVASCULAR,33233,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33233,OTHER,"10,309","$1,383,123.52","$1,099,497.05",
CARDIOVASCULAR,33234,TOTAL,"3,143","$1,205,677.86","$959,015.91",
CARDIOVASCULAR,33234,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33234,OTHER,"3,143","$1,205,677.86","$959,015.91",
CARDIOVASCULAR,33235,TOTAL,"3,532","$2,024,963.56","$1,610,588.98",
CARDIOVASCULAR,33235,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33235,OTHER,"3,532","$2,024,963.56","$1,610,588.98",
CARDIOVASCULAR,33236,TOTAL,45,"$28,285.79","$22,642.13",
CARDIOVASCULAR,33236,80S,N/A,$230.08,$184.07,
CARDIOVASCULAR,33236,OTHER,45,"$28,055.71","$22,458.06",
CARDIOVASCULAR,33237,TOTAL,56,"$37,235.78","$29,788.63",
CARDIOVASCULAR,33237,80S,N/A,$260.09,$208.08,
CARDIOVASCULAR,33237,OTHER,56,"$36,975.69","$29,580.55",
CARDIOVASCULAR,33238,TOTAL,148,"$97,466.37","$76,405.58",
CARDIOVASCULAR,33238,80S,11,"$1,009.07",$807.26,
CARDIOVASCULAR,33238,OTHER,137,"$96,457.30","$75,598.32",
CARDIOVASCULAR,33240,TOTAL,"2,943","$1,246,014.23","$986,828.38",
CARDIOVASCULAR,33240,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33240,OTHER,"2,943","$1,246,014.23","$986,828.38",
CARDIOVASCULAR,33241,TOTAL,"10,003","$1,240,878.74","$982,277.63",
CARDIOVASCULAR,33241,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33241,OTHER,"10,003","$1,240,878.74","$982,277.63",
CARDIOVASCULAR,33243,TOTAL,483,"$370,290.90","$294,632.98",
CARDIOVASCULAR,33243,80S,130,"$17,196.59","$13,757.37",
CARDIOVASCULAR,33243,OTHER,353,"$353,094.31","$280,875.61",
CARDIOVASCULAR,33244,TOTAL,"6,125","$4,272,689.93","$3,387,306.90",
CARDIOVASCULAR,33244,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33244,OTHER,"6,125","$4,272,689.93","$3,387,306.90",
CARDIOVASCULAR,33249,TOTAL,"51,478","$48,049,109.24","$38,199,723.31",
CARDIOVASCULAR,33249,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33249,SG,N/A,$0.00,$0.00,
CARDIOVASCULAR,33249,OTHER,"51,478","$48,049,109.24","$38,199,723.31",
CARDIOVASCULAR,33250,TOTAL,12,"$15,764.35","$12,611.50",
CARDIOVASCULAR,33250,80S,N/A,$299.23,$239.39,
CARDIOVASCULAR,33250,OTHER,12,"$15,465.12","$12,372.11",
CARDIOVASCULAR,33251,TOTAL,125,"$76,914.09","$61,531.39",
CARDIOVASCULAR,33251,80S,52,"$6,575.52","$5,260.53",
CARDIOVASCULAR,33251,OTHER,73,"$70,338.57","$56,270.86",
CARDIOVASCULAR,33254,TOTAL,73,"$75,531.16","$60,396.54",
CARDIOVASCULAR,33254,80S,21,"$4,025.76","$3,220.61",
CARDIOVASCULAR,33254,OTHER,52,"$71,505.40","$57,175.93",
CARDIOVASCULAR,33255,TOTAL,64,"$84,641.26","$67,497.25",
CARDIOVASCULAR,33255,80S,15,"$3,928.63","$2,927.10",
CARDIOVASCULAR,33255,OTHER,49,"$80,712.63","$64,570.15",
CARDIOVASCULAR,33256,TOTAL,80,"$111,740.20","$89,392.18",
CARDIOVASCULAR,33256,80S,29,"$8,700.16","$6,960.15",
CARDIOVASCULAR,33256,OTHER,51,"$103,040.04","$82,432.03",
CARDIOVASCULAR,33257,TOTAL,"5,611","$2,284,037.75","$1,817,920.00",
CARDIOVASCULAR,33257,80S,"2,120","$186,077.87","$148,136.82",
CARDIOVASCULAR,33257,OTHER,"3,491","$2,097,959.88","$1,669,783.18",
CARDIOVASCULAR,33258,TOTAL,170,"$74,213.37","$59,346.77",
CARDIOVASCULAR,33258,80S,69,"$6,849.13","$5,455.43",
CARDIOVASCULAR,33258,OTHER,101,"$67,364.24","$53,891.34",
CARDIOVASCULAR,33259,TOTAL,"6,915","$4,158,585.05","$3,315,540.82",
CARDIOVASCULAR,33259,80S,"2,558","$326,968.53","$260,839.93",
CARDIOVASCULAR,33259,OTHER,"4,357","$3,831,616.52","$3,054,700.89",
CARDIOVASCULAR,33261,TOTAL,41,"$51,173.23","$40,886.36",
CARDIOVASCULAR,33261,80S,N/A,"$1,280.99","$1,024.79",
CARDIOVASCULAR,33261,OTHER,41,"$49,892.24","$39,861.57",
CARDIOVASCULAR,33262,TOTAL,"4,068","$1,626,628.03","$1,280,011.60",
CARDIOVASCULAR,33262,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33262,OTHER,"4,068","$1,626,628.03","$1,280,011.60",
CARDIOVASCULAR,33263,TOTAL,"13,153","$7,243,669.62","$5,744,450.38",
CARDIOVASCULAR,33263,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33263,SG,N/A,"$25,413.72","$20,330.98",
CARDIOVASCULAR,33263,OTHER,"13,153","$7,218,255.90","$5,724,119.40",
CARDIOVASCULAR,33264,TOTAL,"14,325","$6,580,705.19","$5,212,432.18",
CARDIOVASCULAR,33264,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33264,OTHER,"14,325","$6,580,705.19","$5,212,432.18",
CARDIOVASCULAR,33265,TOTAL,158,"$156,412.67","$122,893.84",
CARDIOVASCULAR,33265,80S,49,"$9,819.22","$7,680.15",
CARDIOVASCULAR,33265,OTHER,109,"$146,593.45","$115,213.69",
CARDIOVASCULAR,33266,TOTAL,348,"$481,819.05","$382,155.22",
CARDIOVASCULAR,33266,80S,99,"$27,006.82","$21,496.73",
CARDIOVASCULAR,33266,OTHER,249,"$454,812.23","$360,658.49",
CARDIOVASCULAR,33282,TOTAL,"8,438","$3,046,019.03","$2,412,598.31",
CARDIOVASCULAR,33282,OTHER,"8,438","$3,046,019.03","$2,412,598.31",
CARDIOVASCULAR,33284,TOTAL,"4,048","$743,448.90","$583,278.95",
CARDIOVASCULAR,33284,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33284,OTHER,"4,048","$743,448.90","$583,278.95",
CARDIOVASCULAR,33300,TOTAL,315,"$567,906.52","$451,867.10",
CARDIOVASCULAR,33300,80S,90,"$32,516.12","$25,652.75",
CARDIOVASCULAR,33300,OTHER,225,"$535,390.40","$426,214.35",
CARDIOVASCULAR,33305,TOTAL,340,"$1,036,374.01","$826,252.34",
CARDIOVASCULAR,33305,80S,98,"$59,886.51","$47,909.24",
CARDIOVASCULAR,33305,OTHER,242,"$976,487.50","$778,343.10",
CARDIOVASCULAR,33310,TOTAL,84,"$58,319.60","$46,655.74",
CARDIOVASCULAR,33310,80S,22,"$3,435.50","$2,748.44",
CARDIOVASCULAR,33310,OTHER,62,"$54,884.10","$43,907.30",
CARDIOVASCULAR,33315,TOTAL,443,"$419,004.07","$332,198.37",
CARDIOVASCULAR,33315,80S,164,"$32,222.90","$25,231.82",
CARDIOVASCULAR,33315,OTHER,279,"$386,781.17","$306,966.55",
CARDIOVASCULAR,33320,TOTAL,161,"$96,905.18","$75,256.71",
CARDIOVASCULAR,33320,80S,45,"$5,014.32","$4,011.45",
CARDIOVASCULAR,33320,OTHER,116,"$91,890.86","$71,245.26",
CARDIOVASCULAR,33321,TOTAL,N/A,"$1,227.17",$981.74,
CARDIOVASCULAR,33321,OTHER,N/A,"$1,227.17",$981.74,
CARDIOVASCULAR,33322,TOTAL,253,"$159,632.26","$127,594.35",
CARDIOVASCULAR,33322,80S,84,"$10,400.20","$8,208.63",
CARDIOVASCULAR,33322,OTHER,169,"$149,232.06","$119,385.72",
CARDIOVASCULAR,33330,TOTAL,17,"$19,016.17","$15,212.95",
CARDIOVASCULAR,33330,80S,N/A,"$1,201.46",$961.16,
CARDIOVASCULAR,33330,OTHER,17,"$17,814.71","$14,251.79",
CARDIOVASCULAR,33332,TOTAL,N/A,"$4,257.91","$3,406.32",
CARDIOVASCULAR,33332,80S,N/A,$211.19,$168.95,
CARDIOVASCULAR,33332,OTHER,N/A,"$4,046.72","$3,237.37",
CARDIOVASCULAR,33335,TOTAL,126,"$101,056.59","$80,025.93",
CARDIOVASCULAR,33335,80S,49,"$9,082.87","$7,168.19",
CARDIOVASCULAR,33335,OTHER,77,"$91,973.72","$72,857.74",
CARDIOVASCULAR,33400,TOTAL,536,"$600,020.06","$476,253.61",
CARDIOVASCULAR,33400,80S,207,"$53,841.68","$42,835.85",
CARDIOVASCULAR,33400,OTHER,329,"$546,178.38","$433,417.76",
CARDIOVASCULAR,33401,TOTAL,N/A,"$8,637.66","$6,910.14",
CARDIOVASCULAR,33401,80S,N/A,$111.52,$89.22,
CARDIOVASCULAR,33401,OTHER,N/A,"$8,526.14","$6,820.92",
CARDIOVASCULAR,33403,TOTAL,N/A,"$12,413.72","$9,930.97",
CARDIOVASCULAR,33403,80S,N/A,$655.02,$524.02,
CARDIOVASCULAR,33403,OTHER,N/A,"$11,758.70","$9,406.95",
CARDIOVASCULAR,33404,TOTAL,23,"$34,041.02","$27,232.77",
CARDIOVASCULAR,33404,80S,N/A,"$1,617.18","$1,293.73",
CARDIOVASCULAR,33404,OTHER,23,"$32,423.84","$25,939.04",
CARDIOVASCULAR,33405,TOTAL,"51,961","$74,999,276.61","$59,707,745.35",
CARDIOVASCULAR,33405,80S,"20,389","$6,449,996.74","$5,136,093.44",
CARDIOVASCULAR,33405,OTHER,"31,572","$68,549,279.87","$54,571,651.91",
CARDIOVASCULAR,33406,TOTAL,695,"$1,287,080.12","$1,020,622.02",
CARDIOVASCULAR,33406,80S,291,"$119,465.42","$95,012.26",
CARDIOVASCULAR,33406,OTHER,404,"$1,167,614.70","$925,609.76",
CARDIOVASCULAR,33410,TOTAL,"1,664","$2,770,395.33","$2,210,126.39",
CARDIOVASCULAR,33410,80S,622,"$220,534.98","$176,587.74",
CARDIOVASCULAR,33410,OTHER,"1,042","$2,549,860.35","$2,033,538.65",
CARDIOVASCULAR,33411,TOTAL,"1,406","$3,179,810.40","$2,512,709.36",
CARDIOVASCULAR,33411,80S,570,"$287,438.07","$228,499.31",
CARDIOVASCULAR,33411,OTHER,836,"$2,892,372.33","$2,284,210.05",
CARDIOVASCULAR,33412,TOTAL,46,"$89,648.33","$71,718.64",
CARDIOVASCULAR,33412,80S,20,"$9,300.87","$7,440.67",
CARDIOVASCULAR,33412,OTHER,26,"$80,347.46","$64,277.97",
CARDIOVASCULAR,33413,TOTAL,N/A,"$18,008.57","$14,406.86",
CARDIOVASCULAR,33413,80S,N/A,"$1,013.98",$811.19,
CARDIOVASCULAR,33413,OTHER,N/A,"$16,994.59","$13,595.67",
CARDIOVASCULAR,33414,TOTAL,88,"$72,986.98","$58,389.47",
CARDIOVASCULAR,33414,80S,35,"$6,667.97","$5,334.34",
CARDIOVASCULAR,33414,OTHER,53,"$66,319.01","$53,055.13",
CARDIOVASCULAR,33415,TOTAL,261,"$232,980.29","$185,504.73",
CARDIOVASCULAR,33415,80S,75,"$13,443.71","$10,723.33",
CARDIOVASCULAR,33415,OTHER,186,"$219,536.58","$174,781.40",
CARDIOVASCULAR,33416,TOTAL,"1,071","$986,583.25","$785,015.72",
CARDIOVASCULAR,33416,80S,350,"$64,383.33","$51,229.48",
CARDIOVASCULAR,33416,OTHER,721,"$922,199.92","$733,786.24",
CARDIOVASCULAR,33417,TOTAL,255,"$183,669.79","$146,824.08",
CARDIOVASCULAR,33417,80S,74,"$10,292.40","$8,233.90",
CARDIOVASCULAR,33417,OTHER,181,"$173,377.39","$138,590.18",
CARDIOVASCULAR,33420,TOTAL,67,"$14,982.00","$11,917.48",
CARDIOVASCULAR,33420,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33420,OTHER,67,"$14,982.00","$11,917.48",
CARDIOVASCULAR,33422,TOTAL,112,"$84,764.66","$68,152.86",
CARDIOVASCULAR,33422,80S,34,"$4,981.72","$3,985.34",
CARDIOVASCULAR,33422,OTHER,78,"$79,782.94","$64,167.52",
CARDIOVASCULAR,33425,TOTAL,838,"$1,529,525.78","$1,219,759.20",
CARDIOVASCULAR,33425,80S,324,"$132,188.49","$105,603.71",
CARDIOVASCULAR,33425,OTHER,514,"$1,397,337.29","$1,114,155.49",
CARDIOVASCULAR,33426,TOTAL,"9,876","$14,181,068.96","$11,285,305.65",
CARDIOVASCULAR,33426,80S,"3,873","$1,227,594.77","$976,848.14",
CARDIOVASCULAR,33426,OTHER,"6,003","$12,953,474.19","$10,308,457.51",
CARDIOVASCULAR,33427,TOTAL,"4,870","$8,108,892.33","$6,441,055.20",
CARDIOVASCULAR,33427,80S,"1,899","$687,739.00","$546,743.97",
CARDIOVASCULAR,33427,OTHER,"2,971","$7,421,153.33","$5,894,311.23",
CARDIOVASCULAR,33430,TOTAL,"12,997","$24,561,170.46","$19,553,590.65",
CARDIOVASCULAR,33430,80S,"5,022","$2,078,832.84","$1,656,609.51",
CARDIOVASCULAR,33430,OTHER,"7,975","$22,482,337.62","$17,896,981.14",
CARDIOVASCULAR,33460,TOTAL,41,"$47,471.98","$37,977.58",
CARDIOVASCULAR,33460,80S,17,"$4,193.51","$3,354.81",
CARDIOVASCULAR,33460,OTHER,24,"$43,278.47","$34,622.77",
CARDIOVASCULAR,33463,TOTAL,896,"$1,817,532.03","$1,441,342.22",
CARDIOVASCULAR,33463,80S,345,"$152,898.97","$121,165.32",
CARDIOVASCULAR,33463,OTHER,551,"$1,664,633.06","$1,320,176.90",
CARDIOVASCULAR,33464,TOTAL,"5,476","$7,041,973.21","$5,619,006.68",
CARDIOVASCULAR,33464,80S,"2,105","$583,001.53","$465,794.55",
CARDIOVASCULAR,33464,OTHER,"3,371","$6,458,971.68","$5,153,212.13",
CARDIOVASCULAR,33465,TOTAL,551,"$942,764.49","$746,961.97",
CARDIOVASCULAR,33465,80S,197,"$72,016.17","$57,232.56",
CARDIOVASCULAR,33465,OTHER,354,"$870,748.32","$689,729.41",
CARDIOVASCULAR,33468,TOTAL,16,"$33,973.52","$27,178.85",
CARDIOVASCULAR,33468,80S,N/A,$792.32,$633.86,
CARDIOVASCULAR,33468,OTHER,16,"$33,181.20","$26,544.99",
CARDIOVASCULAR,33474,TOTAL,N/A,"$10,038.63","$8,030.91",
CARDIOVASCULAR,33474,80S,N/A,$473.97,$379.18,
CARDIOVASCULAR,33474,OTHER,N/A,"$9,564.66","$7,651.73",
CARDIOVASCULAR,33475,TOTAL,133,"$188,965.47","$149,932.42",
CARDIOVASCULAR,33475,80S,40,"$11,907.32","$9,412.86",
CARDIOVASCULAR,33475,OTHER,93,"$177,058.15","$140,519.56",
CARDIOVASCULAR,33476,TOTAL,N/A,"$7,625.75","$6,100.58",
CARDIOVASCULAR,33476,80S,N/A,$467.77,$374.21,
CARDIOVASCULAR,33476,OTHER,N/A,"$7,157.98","$5,726.37",
CARDIOVASCULAR,33478,TOTAL,20,"$18,261.43","$13,668.81",
CARDIOVASCULAR,33478,80S,N/A,"$1,046.34",$837.07,
CARDIOVASCULAR,33478,OTHER,20,"$17,215.09","$12,831.74",
CARDIOVASCULAR,33496,TOTAL,99,"$91,829.92","$73,463.92",
CARDIOVASCULAR,33496,80S,36,"$6,996.57","$5,597.26",
CARDIOVASCULAR,33496,OTHER,63,"$84,833.35","$67,866.66",
CARDIOVASCULAR,33500,TOTAL,41,"$26,398.32","$20,805.91",
CARDIOVASCULAR,33500,80S,16,"$2,050.90","$1,560.12",
CARDIOVASCULAR,33500,OTHER,25,"$24,347.42","$19,245.79",
CARDIOVASCULAR,33501,TOTAL,33,"$18,937.26","$15,149.80",
CARDIOVASCULAR,33501,80S,14,"$2,084.78","$1,667.82",
CARDIOVASCULAR,33501,OTHER,19,"$16,852.48","$13,481.98",
CARDIOVASCULAR,33502,TOTAL,127,"$61,534.18","$49,180.05",
CARDIOVASCULAR,33502,80S,46,"$4,542.63","$3,634.16",
CARDIOVASCULAR,33502,OTHER,81,"$56,991.55","$45,545.89",
CARDIOVASCULAR,33503,TOTAL,16,"$20,210.10","$16,168.14",
CARDIOVASCULAR,33503,80S,N/A,"$1,590.95","$1,272.78",
CARDIOVASCULAR,33503,OTHER,16,"$18,619.15","$14,895.36",
CARDIOVASCULAR,33504,TOTAL,11,"$12,165.84","$9,881.10",
CARDIOVASCULAR,33504,80S,N/A,$506.87,$405.50,
CARDIOVASCULAR,33504,OTHER,11,"$11,658.97","$9,475.60",
CARDIOVASCULAR,33505,TOTAL,11,"$24,022.08","$19,105.69",
CARDIOVASCULAR,33505,80S,N/A,"$1,387.85","$1,110.29",
CARDIOVASCULAR,33505,OTHER,11,"$22,634.23","$17,995.40",
CARDIOVASCULAR,33506,TOTAL,N/A,"$5,149.65","$4,119.73",
CARDIOVASCULAR,33506,OTHER,N/A,"$5,149.65","$4,119.73",
CARDIOVASCULAR,33507,TOTAL,66,"$59,833.82","$46,565.33",
CARDIOVASCULAR,33507,80S,24,"$4,962.24","$3,816.58",
CARDIOVASCULAR,33507,OTHER,42,"$54,871.58","$42,748.75",
CARDIOVASCULAR,33508,TOTAL,"75,093","$911,785.37","$724,638.39",
CARDIOVASCULAR,33508,80S,"23,176","$54,421.34","$43,391.22",
CARDIOVASCULAR,33508,OTHER,"51,917","$857,364.03","$681,247.17",
CARDIOVASCULAR,33510,TOTAL,"9,550","$7,330,351.13","$5,836,968.16",
CARDIOVASCULAR,33510,80S,"3,785","$639,298.90","$509,142.87",
CARDIOVASCULAR,33510,OTHER,"5,765","$6,691,052.23","$5,327,825.29",
CARDIOVASCULAR,33511,TOTAL,"5,953","$6,174,488.12","$4,900,866.86",
CARDIOVASCULAR,33511,80S,"2,408","$556,593.88","$442,576.25",
