"CPT only copyright 2020 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2020 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17782,,,,,,
CARDIOVASCULAR,33141,80S,24 ,$430.31 ,$343.93 ,
CARDIOVASCULAR,33141,OTHER,32 ,"$4,070.86 ","$3,256.48 ",
CARDIOVASCULAR,33141,TOTAL,56 ,"$4,501.17 ","$3,600.41 ",
CARDIOVASCULAR,33202,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33202,OTHER,788 ,"$480,462.54 ","$382,910.63 ",
CARDIOVASCULAR,33202,TOTAL,788 ,"$480,462.54 ","$382,910.63 ",
CARDIOVASCULAR,33203,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33203,OTHER,66 ,"$51,406.67 ","$40,975.00 ",
CARDIOVASCULAR,33203,TOTAL,66 ,"$51,406.67 ","$40,975.00 ",
CARDIOVASCULAR,33206,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33206,OTHER,824 ,"$577,076.56 ","$456,824.27 ",
CARDIOVASCULAR,33206,TOTAL,824 ,"$577,076.56 ","$456,824.27 ",
CARDIOVASCULAR,33207,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33207,OTHER,"9,840 ","$6,059,388.29 ","$4,823,949.79 ",
CARDIOVASCULAR,33207,TOTAL,"9,840 ","$6,059,388.29 ","$4,823,949.79 ",
CARDIOVASCULAR,33208,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33208,SG,N/A,"$7,975.47 ","$6,380.38 ",
CARDIOVASCULAR,33208,OTHER,"91,518 ","$63,441,152.84 ","$50,397,048.04 ",
CARDIOVASCULAR,33208,TOTAL,"91,519 ","$63,449,128.31 ","$50,403,428.42 ",
CARDIOVASCULAR,33210,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33210,OTHER,"9,960 ","$1,646,214.64 ","$1,302,308.35 ",
CARDIOVASCULAR,33210,TOTAL,"9,960 ","$1,646,214.64 ","$1,302,308.35 ",
CARDIOVASCULAR,33211,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33211,OTHER,138 ,"$21,285.96 ","$16,883.10 ",
CARDIOVASCULAR,33211,TOTAL,138 ,"$21,285.96 ","$16,883.10 ",
CARDIOVASCULAR,33212,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33212,OTHER,260 ,"$80,926.13 ","$63,817.86 ",
CARDIOVASCULAR,33212,TOTAL,260 ,"$80,926.13 ","$63,817.86 ",
CARDIOVASCULAR,33213,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33213,OTHER,991 ,"$354,093.88 ","$276,993.34 ",
CARDIOVASCULAR,33213,TOTAL,991 ,"$354,093.88 ","$276,993.34 ",
CARDIOVASCULAR,33214,80S,N/A,$64.39 ,$51.58 ,
CARDIOVASCULAR,33214,OTHER,269 ,"$147,667.55 ","$116,600.22 ",
CARDIOVASCULAR,33214,TOTAL,270 ,"$147,731.94 ","$116,651.80 ",
CARDIOVASCULAR,33215,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33215,OTHER,"2,847 ","$823,361.26 ","$653,793.43 ",
CARDIOVASCULAR,33215,TOTAL,"2,847 ","$823,361.26 ","$653,793.43 ",
CARDIOVASCULAR,33216,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33216,OTHER,"3,172 ","$1,228,883.37 ","$977,100.01 ",
CARDIOVASCULAR,33216,TOTAL,"3,172 ","$1,228,883.37 ","$977,100.01 ",
CARDIOVASCULAR,33217,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33217,OTHER,472 ,"$164,944.44 ","$130,860.49 ",
CARDIOVASCULAR,33217,TOTAL,472 ,"$164,944.44 ","$130,860.49 ",
CARDIOVASCULAR,33218,OTHER,337 ,"$112,361.53 ","$89,191.20 ",
CARDIOVASCULAR,33218,TOTAL,337 ,"$112,361.53 ","$89,191.20 ",
CARDIOVASCULAR,33220,OTHER,83 ,"$28,777.54 ","$22,950.28 ",
CARDIOVASCULAR,33220,TOTAL,83 ,"$28,777.54 ","$22,950.28 ",
CARDIOVASCULAR,33221,OTHER,235 ,"$164,004.61 ","$130,281.31 ",
CARDIOVASCULAR,33221,TOTAL,235 ,"$164,004.61 ","$130,281.31 ",
CARDIOVASCULAR,33222,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33222,OTHER,"1,773 ","$453,813.07 ","$359,440.60 ",
CARDIOVASCULAR,33222,TOTAL,"1,773 ","$453,813.07 ","$359,440.60 ",
CARDIOVASCULAR,33223,80S,N/A,$186.64 ,$150.84 ,
CARDIOVASCULAR,33223,OTHER,948 ,"$386,456.35 ","$306,005.53 ",
CARDIOVASCULAR,33223,TOTAL,951 ,"$386,642.99 ","$306,156.37 ",
CARDIOVASCULAR,33224,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33224,OTHER,"1,011 ","$515,510.11 ","$410,270.54 ",
CARDIOVASCULAR,33224,TOTAL,"1,011 ","$515,510.11 ","$410,270.54 ",
CARDIOVASCULAR,33225,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,OTHER,"29,806 ","$14,499,008.98 ","$11,580,931.71 ",
CARDIOVASCULAR,33225,TOTAL,"29,806 ","$14,499,008.98 ","$11,580,931.71 ",
CARDIOVASCULAR,33226,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33226,OTHER,210 ,"$106,948.29 ","$83,204.34 ",
CARDIOVASCULAR,33226,TOTAL,210 ,"$106,948.29 ","$83,204.34 ",
CARDIOVASCULAR,33227,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33227,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33227,OTHER,"3,304 ","$1,981,843.75 ","$1,563,776.16 ",
CARDIOVASCULAR,33227,TOTAL,"3,304 ","$1,981,843.75 ","$1,563,776.16 ",
CARDIOVASCULAR,33228,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33228,SG,N/A,"$17,324.71 ","$10,582.77 ",
CARDIOVASCULAR,33228,OTHER,"27,372 ","$18,770,030.72 ","$14,825,545.96 ",
CARDIOVASCULAR,33228,TOTAL,"27,374 ","$18,787,355.43 ","$14,836,128.73 ",
CARDIOVASCULAR,33229,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33229,OTHER,"5,724 ","$4,706,112.16 ","$3,723,408.63 ",
CARDIOVASCULAR,33229,TOTAL,"5,724 ","$4,706,112.16 ","$3,723,408.63 ",
CARDIOVASCULAR,33230,OTHER,102 ,"$36,833.35 ","$29,532.71 ",
CARDIOVASCULAR,33230,TOTAL,102 ,"$36,833.35 ","$29,532.71 ",
CARDIOVASCULAR,33231,OTHER,112 ,"$64,611.86 ","$50,580.81 ",
CARDIOVASCULAR,33231,TOTAL,112 ,"$64,611.86 ","$50,580.81 ",
CARDIOVASCULAR,33233,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33233,OTHER,"7,875 ","$1,952,893.41 ","$1,553,450.32 ",
CARDIOVASCULAR,33233,TOTAL,"7,875 ","$1,952,893.41 ","$1,553,450.32 ",
CARDIOVASCULAR,33234,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33234,OTHER,"2,501 ","$978,160.97 ","$780,277.66 ",
CARDIOVASCULAR,33234,TOTAL,"2,501 ","$978,160.97 ","$780,277.66 ",
CARDIOVASCULAR,33235,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33235,OTHER,"3,878 ","$2,322,318.87 ","$1,850,151.08 ",
CARDIOVASCULAR,33235,TOTAL,"3,878 ","$2,322,318.87 ","$1,850,151.08 ",
CARDIOVASCULAR,33236,80S,N/A,$68.45 ,$20.91 ,
CARDIOVASCULAR,33236,OTHER,15 ,"$8,505.79 ","$6,811.29 ",
CARDIOVASCULAR,33236,TOTAL,16 ,"$8,574.24 ","$6,832.20 ",
CARDIOVASCULAR,33237,80S,N/A,$216.21 ,$169.50 ,
CARDIOVASCULAR,33237,OTHER,25 ,"$16,197.76 ","$12,952.83 ",
CARDIOVASCULAR,33237,TOTAL,27 ,"$16,413.97 ","$13,122.33 ",
CARDIOVASCULAR,33238,80S,12 ,"$1,033.32 ",$833.53 ,
CARDIOVASCULAR,33238,OTHER,97 ,"$56,213.72 ","$45,085.39 ",
CARDIOVASCULAR,33238,TOTAL,109 ,"$57,247.04 ","$45,918.92 ",
CARDIOVASCULAR,33240,OTHER,174 ,"$62,887.80 ","$49,534.27 ",
CARDIOVASCULAR,33240,TOTAL,174 ,"$62,887.80 ","$49,534.27 ",
CARDIOVASCULAR,33241,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33241,OTHER,"5,185 ","$724,200.34 ","$575,961.10 ",
CARDIOVASCULAR,33241,TOTAL,"5,185 ","$724,200.34 ","$575,961.10 ",
CARDIOVASCULAR,33243,80S,86 ,"$11,178.93 ","$8,968.15 ",
CARDIOVASCULAR,33243,OTHER,225 ,"$201,801.04 ","$159,522.86 ",
CARDIOVASCULAR,33243,TOTAL,311 ,"$212,979.97 ","$168,491.01 ",
CARDIOVASCULAR,33244,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33244,OTHER,"3,477 ","$2,621,172.71 ","$2,082,615.06 ",
CARDIOVASCULAR,33244,TOTAL,"3,477 ","$2,621,172.71 ","$2,082,615.06 ",
CARDIOVASCULAR,33249,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33249,OTHER,"35,957 ","$58,713,348.40 ","$46,554,885.94 ",
CARDIOVASCULAR,33249,TOTAL,"35,957 ","$58,713,348.40 ","$46,554,885.94 ",
CARDIOVASCULAR,33250,80S,N/A,$492.55 ,$389.33 ,
CARDIOVASCULAR,33250,OTHER,19 ,"$22,882.15 ","$17,718.61 ",
CARDIOVASCULAR,33250,TOTAL,22 ,"$23,374.70 ","$18,107.94 ",
CARDIOVASCULAR,33251,80S,N/A,$566.35 ,$454.67 ,
CARDIOVASCULAR,33251,OTHER,N/A,"$9,424.84 ","$7,564.33 ",
CARDIOVASCULAR,33251,TOTAL,15 ,"$9,991.19 ","$8,019.00 ",
CARDIOVASCULAR,33254,80S,22 ,"$4,293.53 ","$3,440.65 ",
CARDIOVASCULAR,33254,OTHER,66 ,"$88,428.43 ","$71,002.68 ",
CARDIOVASCULAR,33254,TOTAL,88 ,"$92,721.96 ","$74,443.33 ",
CARDIOVASCULAR,33255,80S,17 ,"$3,998.95 ","$3,223.24 ",
CARDIOVASCULAR,33255,OTHER,41 ,"$66,992.81 ","$53,300.78 ",
CARDIOVASCULAR,33255,TOTAL,58 ,"$70,991.76 ","$56,524.02 ",
CARDIOVASCULAR,33256,80S,33 ,"$9,670.27 ","$7,762.88 ",
CARDIOVASCULAR,33256,OTHER,60 ,"$122,749.61 ","$98,854.09 ",
CARDIOVASCULAR,33256,TOTAL,93 ,"$132,419.88 ","$106,616.97 ",
CARDIOVASCULAR,33257,80S,"1,750 ","$149,512.06 ","$119,400.51 ",
CARDIOVASCULAR,33257,OTHER,"3,007 ","$1,802,265.10 ","$1,439,325.14 ",
CARDIOVASCULAR,33257,TOTAL,"4,757 ","$1,951,777.16 ","$1,558,725.65 ",
CARDIOVASCULAR,33258,80S,35 ,"$3,203.23 ","$2,564.27 ",
CARDIOVASCULAR,33258,OTHER,47 ,"$30,780.05 ","$24,632.90 ",
CARDIOVASCULAR,33258,TOTAL,82 ,"$33,983.28 ","$27,197.17 ",
CARDIOVASCULAR,33259,80S,"1,900 ","$237,948.69 ","$190,294.13 ",
CARDIOVASCULAR,33259,OTHER,"3,179 ","$2,795,566.09 ","$2,234,745.61 ",
CARDIOVASCULAR,33259,TOTAL,"5,079 ","$3,033,514.78 ","$2,425,039.74 ",
CARDIOVASCULAR,33261,80S,N/A,$871.20 ,$694.00 ,
CARDIOVASCULAR,33261,OTHER,25 ,"$24,355.77 ","$19,589.55 ",
CARDIOVASCULAR,33261,TOTAL,32 ,"$25,226.97 ","$20,283.55 ",
CARDIOVASCULAR,33262,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33262,OTHER,"2,542 ","$2,439,725.07 ","$1,922,631.55 ",
CARDIOVASCULAR,33262,TOTAL,"2,542 ","$2,439,725.07 ","$1,922,631.55 ",
CARDIOVASCULAR,33263,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33263,SG,N/A,"$39,195.81 ","$31,356.65 ",
CARDIOVASCULAR,33263,OTHER,"7,161 ","$9,102,219.83 ","$7,158,130.45 ",
CARDIOVASCULAR,33263,TOTAL,"7,163 ","$9,141,415.64 ","$7,189,487.10 ",
CARDIOVASCULAR,33264,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33264,OTHER,"12,232 ","$19,502,401.15 ","$15,394,605.35 ",
CARDIOVASCULAR,33264,TOTAL,"12,232 ","$19,502,401.15 ","$15,394,605.35 ",
CARDIOVASCULAR,33265,80S,145 ,"$28,239.36 ","$22,087.94 ",
CARDIOVASCULAR,33265,OTHER,258 ,"$356,962.25 ","$284,697.51 ",
CARDIOVASCULAR,33265,TOTAL,403 ,"$385,201.61 ","$306,785.45 ",
CARDIOVASCULAR,33266,80S,167 ,"$45,199.76 ","$35,229.17 ",
CARDIOVASCULAR,33266,OTHER,274 ,"$522,779.98 ","$413,898.30 ",
CARDIOVASCULAR,33266,TOTAL,441 ,"$567,979.74 ","$449,127.47 ",
CARDIOVASCULAR,33270,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33270,OTHER,"1,052 ","$720,947.32 ","$570,699.62 ",
CARDIOVASCULAR,33270,TOTAL,"1,052 ","$720,947.32 ","$570,699.62 ",
CARDIOVASCULAR,33271,OTHER,39 ,"$15,490.04 ","$12,478.23 ",
CARDIOVASCULAR,33271,TOTAL,39 ,"$15,490.04 ","$12,478.23 ",
CARDIOVASCULAR,33272,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33272,OTHER,148 ,"$38,806.19 ","$30,849.49 ",
CARDIOVASCULAR,33272,TOTAL,148 ,"$38,806.19 ","$30,849.49 ",
CARDIOVASCULAR,33273,OTHER,21 ,"$7,928.66 ","$6,290.93 ",
CARDIOVASCULAR,33273,TOTAL,21 ,"$7,928.66 ","$6,290.93 ",
CARDIOVASCULAR,33274,80S,N/A,$71.94 ,$57.35 ,
CARDIOVASCULAR,33274,OTHER,"9,893 ","$4,605,147.57 ","$3,683,016.08 ",
CARDIOVASCULAR,33274,TOTAL,"9,894 ","$4,605,219.51 ","$3,683,073.43 ",
CARDIOVASCULAR,33275,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33275,OTHER,45 ,"$21,093.33 ","$16,925.39 ",
CARDIOVASCULAR,33275,TOTAL,45 ,"$21,093.33 ","$16,925.39 ",
CARDIOVASCULAR,33285,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33285,SG,N/A,"$19,954.89 ","$11,022.14 ",
CARDIOVASCULAR,33285,OTHER,"51,987 ","$77,045,829.50 ","$61,244,533.86 ",
CARDIOVASCULAR,33285,TOTAL,"51,990 ","$77,065,784.39 ","$61,255,556.00 ",
CARDIOVASCULAR,33286,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33286,OTHER,"16,244 ","$1,323,907.40 ","$1,016,407.44 ",
CARDIOVASCULAR,33286,TOTAL,"16,244 ","$1,323,907.40 ","$1,016,407.44 ",
CARDIOVASCULAR,33289,80S,N/A,$268.75 ,$215.90 ,
CARDIOVASCULAR,33289,OTHER,"1,858 ","$640,594.05 ","$508,319.81 ",
CARDIOVASCULAR,33289,TOTAL,"1,863 ","$640,862.80 ","$508,535.71 ",
CARDIOVASCULAR,33300,80S,90 ,"$31,856.25 ","$25,463.56 ",
CARDIOVASCULAR,33300,OTHER,184 ,"$447,127.75 ","$358,963.03 ",
CARDIOVASCULAR,33300,TOTAL,274 ,"$478,984.00 ","$384,426.59 ",
CARDIOVASCULAR,33305,80S,100 ,"$61,145.27 ","$49,020.72 ",
CARDIOVASCULAR,33305,OTHER,175 ,"$719,084.20 ","$578,299.54 ",
CARDIOVASCULAR,33305,TOTAL,275 ,"$780,229.47 ","$627,320.26 ",
CARDIOVASCULAR,33310,80S,15 ,"$2,450.61 ","$1,968.87 ",
CARDIOVASCULAR,33310,OTHER,44 ,"$46,206.35 ","$37,023.69 ",
CARDIOVASCULAR,33310,TOTAL,59 ,"$48,656.96 ","$38,992.56 ",
CARDIOVASCULAR,33315,80S,82 ,"$19,126.35 ","$14,947.79 ",
CARDIOVASCULAR,33315,OTHER,177 ,"$278,341.82 ","$219,190.53 ",
CARDIOVASCULAR,33315,TOTAL,259 ,"$297,468.17 ","$234,138.32 ",
CARDIOVASCULAR,33320,80S,22 ,"$3,033.87 ","$2,451.39 ",
CARDIOVASCULAR,33320,OTHER,58 ,"$48,756.82 ","$39,269.75 ",
CARDIOVASCULAR,33320,TOTAL,80 ,"$51,790.69 ","$41,721.14 ",
CARDIOVASCULAR,33321,80S,N/A,$126.48 ,$99.16 ,
CARDIOVASCULAR,33321,OTHER,N/A,$790.48 ,$619.73 ,
CARDIOVASCULAR,33321,TOTAL,N/A,$916.96 ,$718.89 ,
CARDIOVASCULAR,33322,80S,37 ,"$4,444.60 ","$3,579.57 ",
CARDIOVASCULAR,33322,OTHER,87 ,"$73,026.48 ","$58,766.07 ",
CARDIOVASCULAR,33322,TOTAL,124 ,"$77,471.08 ","$62,345.64 ",
CARDIOVASCULAR,33330,80S,N/A,$767.83 ,$617.58 ,
CARDIOVASCULAR,33330,OTHER,N/A,"$8,523.49 ","$6,853.78 ",
CARDIOVASCULAR,33330,TOTAL,N/A,"$9,291.32 ","$7,471.36 ",
CARDIOVASCULAR,33335,80S,23 ,"$4,074.88 ","$3,069.90 ",
CARDIOVASCULAR,33335,OTHER,46 ,"$53,990.67 ","$42,946.07 ",
CARDIOVASCULAR,33335,TOTAL,69 ,"$58,065.55 ","$46,015.97 ",
CARDIOVASCULAR,33340,80S,117 ,"$14,808.43 ","$11,904.53 ",
CARDIOVASCULAR,33340,OTHER,"20,524 ","$14,681,649.21 ","$11,751,390.46 ",
CARDIOVASCULAR,33340,TOTAL,"20,641 ","$14,696,457.64 ","$11,763,294.99 ",
CARDIOVASCULAR,33361,80S,93 ,"$11,241.09 ","$9,007.73 ",
CARDIOVASCULAR,33361,OTHER,"82,154 ","$65,206,786.97 ","$52,124,645.36 ",
CARDIOVASCULAR,33361,TOTAL,"82,247 ","$65,218,028.06 ","$52,133,653.09 ",
CARDIOVASCULAR,33362,80S,N/A,$216.51 ,$174.88 ,
CARDIOVASCULAR,33362,OTHER,"2,615 ","$2,193,865.42 ","$1,757,309.66 ",
CARDIOVASCULAR,33362,TOTAL,"2,617 ","$2,194,081.93 ","$1,757,484.54 ",
CARDIOVASCULAR,33363,80S,N/A,$115.76 ,$92.61 ,
CARDIOVASCULAR,33363,OTHER,"1,421 ","$1,267,144.29 ","$1,013,546.22 ",
CARDIOVASCULAR,33363,TOTAL,"1,422 ","$1,267,260.05 ","$1,013,638.83 ",
CARDIOVASCULAR,33364,OTHER,24 ,"$19,834.23 ","$15,798.44 ",
CARDIOVASCULAR,33364,TOTAL,24 ,"$19,834.23 ","$15,798.44 ",
CARDIOVASCULAR,33365,80S,N/A,$305.42 ,$244.09 ,
CARDIOVASCULAR,33365,OTHER,323 ,"$296,644.81 ","$238,510.40 ",
CARDIOVASCULAR,33365,TOTAL,325 ,"$296,950.23 ","$238,754.49 ",
CARDIOVASCULAR,33366,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33366,OTHER,169 ,"$176,895.16 ","$141,415.31 ",
CARDIOVASCULAR,33366,TOTAL,169 ,"$176,895.16 ","$141,415.31 ",
CARDIOVASCULAR,33367,80S,N/A,$301.02 ,$241.79 ,
CARDIOVASCULAR,33367,OTHER,68 ,"$45,099.84 ","$35,371.65 ",
CARDIOVASCULAR,33367,TOTAL,71 ,"$45,400.86 ","$35,613.44 ",
CARDIOVASCULAR,33368,80S,N/A,$248.29 ,$201.97 ,
CARDIOVASCULAR,33368,OTHER,20 ,"$15,520.02 ","$12,486.17 ",
CARDIOVASCULAR,33368,TOTAL,22 ,"$15,768.31 ","$12,688.14 ",
CARDIOVASCULAR,33369,80S,N/A,$160.57 ,$128.01 ,
CARDIOVASCULAR,33369,OTHER,15 ,"$16,383.12 ","$13,107.46 ",
CARDIOVASCULAR,33369,TOTAL,16 ,"$16,543.69 ","$13,235.47 ",
CARDIOVASCULAR,33390,80S,78 ,"$14,569.86 ","$11,674.45 ",
CARDIOVASCULAR,33390,OTHER,238 ,"$328,818.84 ","$264,436.04 ",
CARDIOVASCULAR,33390,TOTAL,316 ,"$343,388.70 ","$276,110.49 ",
CARDIOVASCULAR,33391,80S,48 ,"$12,415.61 ","$9,883.92 ",
CARDIOVASCULAR,33391,OTHER,116 ,"$182,261.82 ","$144,167.60 ",
CARDIOVASCULAR,33391,TOTAL,164 ,"$194,677.43 ","$154,051.52 ",
CARDIOVASCULAR,33404,80S,N/A,$460.61 ,$370.36 ,
CARDIOVASCULAR,33404,OTHER,N/A,"$8,540.76 ","$6,855.69 ",
CARDIOVASCULAR,33404,TOTAL,N/A,"$9,001.37 ","$7,226.05 ",
CARDIOVASCULAR,33405,80S,"7,228 ","$2,088,271.97 ","$1,658,778.56 ",
CARDIOVASCULAR,33405,OTHER,"12,236 ","$24,636,726.17 ","$19,599,702.27 ",
CARDIOVASCULAR,33405,TOTAL,"19,464 ","$26,724,998.14 ","$21,258,480.83 ",
CARDIOVASCULAR,33406,80S,33 ,"$13,602.17 ","$10,956.84 ",
CARDIOVASCULAR,33406,OTHER,47 ,"$134,968.09 ","$108,787.04 ",
CARDIOVASCULAR,33406,TOTAL,80 ,"$148,570.26 ","$119,743.88 ",
CARDIOVASCULAR,33410,80S,205 ,"$72,698.72 ","$58,097.18 ",
CARDIOVASCULAR,33410,OTHER,341 ,"$841,913.89 ","$674,258.70 ",
CARDIOVASCULAR,33410,TOTAL,546 ,"$914,612.61 ","$732,355.88 ",
CARDIOVASCULAR,33411,80S,414 ,"$204,805.04 ","$163,524.27 ",
CARDIOVASCULAR,33411,OTHER,722 ,"$2,508,987.96 ","$2,005,598.82 ",
CARDIOVASCULAR,33411,TOTAL,"1,136 ","$2,713,793.00 ","$2,169,123.09 ",
CARDIOVASCULAR,33412,80S,N/A,"$5,146.43 ","$4,097.97 ",
CARDIOVASCULAR,33412,OTHER,25 ,"$79,022.60 ","$63,174.83 ",
CARDIOVASCULAR,33412,TOTAL,35 ,"$84,169.03 ","$67,272.80 ",
CARDIOVASCULAR,33413,80S,N/A,"$1,079.14 ",$869.13 ,
CARDIOVASCULAR,33413,OTHER,N/A,"$27,544.56 ","$22,131.24 ",
CARDIOVASCULAR,33413,TOTAL,11 ,"$28,623.70 ","$23,000.37 ",
CARDIOVASCULAR,33414,80S,22 ,"$4,711.83 ","$3,607.25 ",
CARDIOVASCULAR,33414,OTHER,32 ,"$45,097.92 ","$36,311.97 ",
CARDIOVASCULAR,33414,TOTAL,54 ,"$49,809.75 ","$39,919.22 ",
CARDIOVASCULAR,33415,80S,49 ,"$8,284.15 ","$6,644.50 ",
CARDIOVASCULAR,33415,OTHER,75 ,"$89,163.49 ","$71,704.17 ",
CARDIOVASCULAR,33415,TOTAL,124 ,"$97,447.64 ","$78,348.67 ",
CARDIOVASCULAR,33416,80S,314 ,"$59,415.81 ","$47,072.35 ",
CARDIOVASCULAR,33416,OTHER,652 ,"$884,804.79 ","$702,886.06 ",
CARDIOVASCULAR,33416,TOTAL,966 ,"$944,220.60 ","$749,958.41 ",
CARDIOVASCULAR,33417,80S,22 ,"$2,772.12 ","$2,222.30 ",
CARDIOVASCULAR,33417,OTHER,49 ,"$50,028.96 ","$39,651.43 ",
CARDIOVASCULAR,33417,TOTAL,71 ,"$52,801.08 ","$41,873.73 ",
CARDIOVASCULAR,33418,80S,491 ,"$141,919.01 ","$113,674.31 ",
CARDIOVASCULAR,33418,OTHER,"8,218 ","$12,203,431.82 ","$9,786,164.47 ",
CARDIOVASCULAR,33418,TOTAL,"8,709 ","$12,345,350.83 ","$9,899,838.78 ",
CARDIOVASCULAR,33419,80S,161 ,"$11,088.51 ","$8,906.46 ",
CARDIOVASCULAR,33419,OTHER,"2,670 ","$966,001.71 ","$775,587.91 ",
