"CPT only copyright 2023 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2023 Part B National Summary Data File 
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17648,,,,,,
CARDIOVASCULAR,33130,TOTAL,24 ,"$21,328.69 ","$16,951.33 ",
CARDIOVASCULAR,33140,80S,N/A,$403.71 ,$323.92 ,
CARDIOVASCULAR,33140,OTHER,N/A,"$7,299.68 ","$5,828.06 ",
CARDIOVASCULAR,33140,TOTAL,N/A,"$7,703.39 ","$6,151.98 ",
CARDIOVASCULAR,33141,80S,22 ,$375.19 ,$296.91 ,
CARDIOVASCULAR,33141,OTHER,41 ,"$5,014.13 ","$3,891.40 ",
CARDIOVASCULAR,33141,TOTAL,63 ,"$5,389.32 ","$4,188.31 ",
CARDIOVASCULAR,33202,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33202,OTHER,545 ,"$301,936.92 ","$237,974.17 ",
CARDIOVASCULAR,33202,TOTAL,545 ,"$301,936.92 ","$237,974.17 ",
CARDIOVASCULAR,33203,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33203,OTHER,40 ,"$27,404.52 ","$21,673.10 ",
CARDIOVASCULAR,33203,TOTAL,40 ,"$27,404.52 ","$21,673.10 ",
CARDIOVASCULAR,33206,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33206,SG,N/A,"$8,289.20 ","$4,750.65 ",
CARDIOVASCULAR,33206,OTHER,"1,021 ","$596,117.17 ","$464,836.42 ",
CARDIOVASCULAR,33206,TOTAL,"1,022 ","$604,406.37 ","$469,587.07 ",
CARDIOVASCULAR,33207,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33207,SG,N/A,"$14,683.28 ","$11,511.68 ",
CARDIOVASCULAR,33207,OTHER,"9,432 ","$5,869,648.92 ","$4,583,327.45 ",
CARDIOVASCULAR,33207,TOTAL,"9,434 ","$5,884,332.20 ","$4,594,839.13 ",
CARDIOVASCULAR,33208,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33208,SG,N/A,"$55,019.84 ","$40,736.05 ",
CARDIOVASCULAR,33208,OTHER,"92,110 ","$66,732,093.24 ","$52,161,303.05 ",
CARDIOVASCULAR,33208,TOTAL,"92,117 ","$66,787,113.08 ","$52,202,039.10 ",
CARDIOVASCULAR,33210,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33210,OTHER,"9,318 ","$1,448,282.21 ","$1,125,383.81 ",
CARDIOVASCULAR,33210,TOTAL,"9,318 ","$1,448,282.21 ","$1,125,383.81 ",
CARDIOVASCULAR,33211,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33211,OTHER,138 ,"$19,986.12 ","$15,585.45 ",
CARDIOVASCULAR,33211,TOTAL,138 ,"$19,986.12 ","$15,585.45 ",
CARDIOVASCULAR,33212,SG,N/A,"$7,039.33 ","$5,518.83 ",
CARDIOVASCULAR,33212,OTHER,165 ,"$53,084.86 ","$41,597.91 ",
CARDIOVASCULAR,33212,TOTAL,166 ,"$60,124.19 ","$47,116.74 ",
CARDIOVASCULAR,33213,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33213,OTHER,833 ,"$376,037.02 ","$293,419.07 ",
CARDIOVASCULAR,33213,TOTAL,833 ,"$376,037.02 ","$293,419.07 ",
CARDIOVASCULAR,33214,80S,N/A,$139.46 ,$109.33 ,
CARDIOVASCULAR,33214,OTHER,199 ,"$135,535.74 ","$105,652.97 ",
CARDIOVASCULAR,33214,TOTAL,201 ,"$135,675.20 ","$105,762.30 ",
CARDIOVASCULAR,33215,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33215,SG,N/A,"$1,717.16 ","$1,346.26 ",
CARDIOVASCULAR,33215,OTHER,"2,571 ","$770,411.02 ","$602,826.39 ",
CARDIOVASCULAR,33215,TOTAL,"2,572 ","$772,128.18 ","$604,172.65 ",
CARDIOVASCULAR,33216,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33216,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33216,OTHER,"3,225 ","$1,292,678.99 ","$1,007,279.28 ",
CARDIOVASCULAR,33216,TOTAL,"3,225 ","$1,292,678.99 ","$1,007,279.28 ",
CARDIOVASCULAR,33217,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33217,OTHER,387 ,"$145,136.47 ","$114,137.31 ",
CARDIOVASCULAR,33217,TOTAL,387 ,"$145,136.47 ","$114,137.31 ",
CARDIOVASCULAR,33218,OTHER,347 ,"$124,605.61 ","$96,071.21 ",
CARDIOVASCULAR,33218,TOTAL,347 ,"$124,605.61 ","$96,071.21 ",
CARDIOVASCULAR,33220,OTHER,84 ,"$30,059.46 ","$23,424.79 ",
CARDIOVASCULAR,33220,TOTAL,84 ,"$30,059.46 ","$23,424.79 ",
CARDIOVASCULAR,33221,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33221,OTHER,213 ,"$110,973.17 ","$86,202.20 ",
CARDIOVASCULAR,33221,TOTAL,213 ,"$110,973.17 ","$86,202.20 ",
CARDIOVASCULAR,33222,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33222,SG,N/A,"$1,603.02 ","$1,256.76 ",
CARDIOVASCULAR,33222,OTHER,"1,728 ","$435,513.71 ","$339,940.05 ",
CARDIOVASCULAR,33222,TOTAL,"1,730 ","$437,116.73 ","$341,196.81 ",
CARDIOVASCULAR,33223,80S,N/A,$193.45 ,$152.91 ,
CARDIOVASCULAR,33223,OTHER,869 ,"$343,020.80 ","$267,237.16 ",
CARDIOVASCULAR,33223,TOTAL,872 ,"$343,214.25 ","$267,390.07 ",
CARDIOVASCULAR,33224,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33224,OTHER,779 ,"$413,081.85 ","$323,717.71 ",
CARDIOVASCULAR,33224,TOTAL,779 ,"$413,081.85 ","$323,717.71 ",
CARDIOVASCULAR,33225,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33225,OTHER,"24,944 ","$11,452,719.05 ","$8,989,580.92 ",
CARDIOVASCULAR,33225,TOTAL,"24,944 ","$11,452,719.05 ","$8,989,580.92 ",
CARDIOVASCULAR,33226,OTHER,153 ,"$74,511.50 ","$57,770.21 ",
CARDIOVASCULAR,33226,TOTAL,153 ,"$74,511.50 ","$57,770.21 ",
CARDIOVASCULAR,33227,SG,N/A,"$14,999.06 ","$11,759.26 ",
CARDIOVASCULAR,33227,OTHER,"2,299 ","$1,624,688.61 ","$1,256,424.60 ",
CARDIOVASCULAR,33227,TOTAL,"2,301 ","$1,639,687.67 ","$1,268,183.86 ",
CARDIOVASCULAR,33228,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33228,SG,22 ,"$188,414.25 ","$147,580.20 ",
CARDIOVASCULAR,33228,OTHER,"32,279 ","$25,347,614.58 ","$19,637,142.94 ",
CARDIOVASCULAR,33228,TOTAL,"32,301 ","$25,536,028.83 ","$19,784,723.14 ",
CARDIOVASCULAR,33229,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33229,SG,N/A,"$55,006.71 ","$43,125.28 ",
CARDIOVASCULAR,33229,OTHER,"6,827 ","$6,349,820.68 ","$4,942,737.42 ",
CARDIOVASCULAR,33229,TOTAL,"6,831 ","$6,404,827.39 ","$4,985,862.70 ",
CARDIOVASCULAR,33230,OTHER,75 ,"$26,828.10 ","$20,971.12 ",
CARDIOVASCULAR,33230,TOTAL,75 ,"$26,828.10 ","$20,971.12 ",
CARDIOVASCULAR,33231,OTHER,116 ,"$63,744.31 ","$49,916.89 ",
CARDIOVASCULAR,33231,TOTAL,116 ,"$63,744.31 ","$49,916.89 ",
CARDIOVASCULAR,33233,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33233,SG,N/A,"$6,579.64 ",$170.18 ,
CARDIOVASCULAR,33233,OTHER,"7,327 ","$2,015,336.13 ","$1,577,616.87 ",
CARDIOVASCULAR,33233,TOTAL,"7,328 ","$2,021,915.77 ","$1,577,787.05 ",
CARDIOVASCULAR,33234,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33234,OTHER,"2,380 ","$925,148.73 ","$724,798.92 ",
CARDIOVASCULAR,33234,TOTAL,"2,380 ","$925,148.73 ","$724,798.92 ",
CARDIOVASCULAR,33235,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33235,OTHER,"3,895 ","$2,253,263.88 ","$1,767,638.28 ",
CARDIOVASCULAR,33235,TOTAL,"3,895 ","$2,253,263.88 ","$1,767,638.28 ",
CARDIOVASCULAR,33236,80S,N/A,$110.48 ,$86.61 ,
CARDIOVASCULAR,33236,OTHER,16 ,"$9,294.49 ","$7,357.17 ",
CARDIOVASCULAR,33236,TOTAL,17 ,"$9,404.97 ","$7,443.78 ",
CARDIOVASCULAR,33237,80S,N/A,$361.97 ,$288.21 ,
CARDIOVASCULAR,33237,OTHER,24 ,"$13,564.10 ","$10,770.74 ",
CARDIOVASCULAR,33237,TOTAL,28 ,"$13,926.07 ","$11,058.95 ",
CARDIOVASCULAR,33238,80S,11 ,$782.30 ,$619.31 ,
CARDIOVASCULAR,33238,OTHER,91 ,"$52,074.93 ","$41,144.80 ",
CARDIOVASCULAR,33238,TOTAL,102 ,"$52,857.23 ","$41,764.11 ",
CARDIOVASCULAR,33240,OTHER,60 ,"$20,169.12 ","$15,621.44 ",
CARDIOVASCULAR,33240,TOTAL,60 ,"$20,169.12 ","$15,621.44 ",
CARDIOVASCULAR,33241,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33241,OTHER,"4,472 ","$621,302.35 ","$485,929.83 ",
CARDIOVASCULAR,33241,TOTAL,"4,472 ","$621,302.35 ","$485,929.83 ",
CARDIOVASCULAR,33243,80S,56 ,"$6,760.13 ","$5,353.33 ",
CARDIOVASCULAR,33243,OTHER,167 ,"$138,553.91 ","$108,929.97 ",
CARDIOVASCULAR,33243,TOTAL,223 ,"$145,314.04 ","$114,283.30 ",
CARDIOVASCULAR,33244,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33244,OTHER,"3,006 ","$2,135,189.24 ","$1,673,591.97 ",
CARDIOVASCULAR,33244,TOTAL,"3,006 ","$2,135,189.24 ","$1,673,591.97 ",
CARDIOVASCULAR,33249,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33249,SG,N/A,"$239,871.39 ","$188,059.20 ",
CARDIOVASCULAR,33249,OTHER,"30,183 ","$52,174,461.81 ","$40,733,921.41 ",
CARDIOVASCULAR,33249,TOTAL,"30,191 ","$52,414,333.20 ","$40,921,980.61 ",
CARDIOVASCULAR,33250,80S,N/A,$364.99 ,$286.15 ,
CARDIOVASCULAR,33250,OTHER,N/A,"$6,486.90 ","$5,151.99 ",
CARDIOVASCULAR,33250,TOTAL,N/A,"$6,851.89 ","$5,438.14 ",
CARDIOVASCULAR,33251,80S,N/A,$220.43 ,$173.25 ,
CARDIOVASCULAR,33251,OTHER,N/A,"$9,823.82 ","$7,771.66 ",
CARDIOVASCULAR,33251,TOTAL,12 ,"$10,044.25 ","$7,944.91 ",
CARDIOVASCULAR,33254,80S,72 ,"$12,687.44 ","$9,957.87 ",
CARDIOVASCULAR,33254,OTHER,121 ,"$154,832.23 ","$121,840.81 ",
CARDIOVASCULAR,33254,TOTAL,193 ,"$167,519.67 ","$131,798.68 ",
CARDIOVASCULAR,33255,80S,17 ,"$3,919.87 ","$3,122.72 ",
CARDIOVASCULAR,33255,OTHER,54 ,"$84,791.07 ","$66,923.42 ",
CARDIOVASCULAR,33255,TOTAL,71 ,"$88,710.94 ","$70,046.14 ",
CARDIOVASCULAR,33256,80S,20 ,"$5,593.68 ","$4,356.96 ",
CARDIOVASCULAR,33256,OTHER,47 ,"$89,272.63 ","$70,679.80 ",
CARDIOVASCULAR,33256,TOTAL,67 ,"$94,866.31 ","$75,036.76 ",
CARDIOVASCULAR,33257,80S,"1,964 ","$160,107.22 ","$125,667.25 ",
CARDIOVASCULAR,33257,OTHER,"3,309 ","$1,913,219.07 ","$1,501,694.13 ",
CARDIOVASCULAR,33257,TOTAL,"5,273 ","$2,073,326.29 ","$1,627,361.38 ",
CARDIOVASCULAR,33258,80S,41 ,"$3,611.80 ","$2,785.63 ",
CARDIOVASCULAR,33258,OTHER,63 ,"$40,248.46 ","$31,761.43 ",
CARDIOVASCULAR,33258,TOTAL,104 ,"$43,860.26 ","$34,547.06 ",
CARDIOVASCULAR,33259,80S,"1,755 ","$211,614.48 ","$166,615.45 ",
CARDIOVASCULAR,33259,OTHER,"3,125 ","$2,644,905.82 ","$2,080,950.36 ",
CARDIOVASCULAR,33259,TOTAL,"4,880 ","$2,856,520.30 ","$2,247,565.81 ",
CARDIOVASCULAR,33261,80S,N/A,$849.54 ,$673.33 ,
CARDIOVASCULAR,33261,OTHER,11 ,"$11,362.15 ","$8,995.48 ",
CARDIOVASCULAR,33261,TOTAL,17 ,"$12,211.69 ","$9,668.81 ",
CARDIOVASCULAR,33262,OTHER,"2,106 ","$2,968,969.78 ","$2,307,468.90 ",
CARDIOVASCULAR,33262,TOTAL,"2,106 ","$2,968,969.78 ","$2,307,468.90 ",
CARDIOVASCULAR,33263,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33263,SG,N/A,"$111,986.38 ","$87,797.36 ",
CARDIOVASCULAR,33263,OTHER,"5,266 ","$9,151,827.73 ","$7,103,576.32 ",
CARDIOVASCULAR,33263,TOTAL,"5,271 ","$9,263,814.11 ","$7,191,373.68 ",
CARDIOVASCULAR,33264,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33264,SG,N/A,"$177,454.19 ","$119,369.89 ",
CARDIOVASCULAR,33264,OTHER,"12,986 ","$23,224,197.50 ","$18,051,919.64 ",
CARDIOVASCULAR,33264,TOTAL,"12,992 ","$23,401,651.69 ","$18,171,289.53 ",
CARDIOVASCULAR,33265,80S,175 ,"$32,308.71 ","$25,074.31 ",
CARDIOVASCULAR,33265,OTHER,370 ,"$481,982.02 ","$377,205.07 ",
CARDIOVASCULAR,33265,TOTAL,545 ,"$514,290.73 ","$402,279.38 ",
CARDIOVASCULAR,33266,80S,326 ,"$86,191.75 ","$66,733.24 ",
CARDIOVASCULAR,33266,OTHER,639 ,"$1,166,655.75 ","$922,598.53 ",
CARDIOVASCULAR,33266,TOTAL,965 ,"$1,252,847.50 ","$989,331.77 ",
CARDIOVASCULAR,33267,80S,121 ,"$11,605.64 ","$9,063.35 ",
CARDIOVASCULAR,33267,OTHER,248 ,"$167,356.85 ","$130,968.47 ",
CARDIOVASCULAR,33267,TOTAL,369 ,"$178,962.49 ","$140,031.82 ",
CARDIOVASCULAR,33268,80S,"4,836 ","$87,450.92 ","$68,988.88 ",
CARDIOVASCULAR,33268,OTHER,"8,848 ","$1,134,234.71 ","$892,954.08 ",
CARDIOVASCULAR,33268,TOTAL,"13,684 ","$1,221,685.63 ","$961,942.96 ",
CARDIOVASCULAR,33269,80S,217 ,"$24,254.83 ","$19,078.33 ",
CARDIOVASCULAR,33269,OTHER,357 ,"$278,814.10 ","$220,049.62 ",
CARDIOVASCULAR,33269,TOTAL,574 ,"$303,068.93 ","$239,127.95 ",
CARDIOVASCULAR,33270,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33270,OTHER,741 ,"$538,674.59 ","$421,796.76 ",
CARDIOVASCULAR,33270,TOTAL,741 ,"$538,674.59 ","$421,796.76 ",
CARDIOVASCULAR,33271,OTHER,17 ,"$13,335.71 ","$10,472.30 ",
CARDIOVASCULAR,33271,TOTAL,17 ,"$13,335.71 ","$10,472.30 ",
CARDIOVASCULAR,33272,OTHER,158 ,"$40,104.64 ","$30,704.00 ",
CARDIOVASCULAR,33272,TOTAL,158 ,"$40,104.64 ","$30,704.00 ",
CARDIOVASCULAR,33273,OTHER,18 ,"$6,008.57 ","$4,758.31 ",
CARDIOVASCULAR,33273,TOTAL,18 ,"$6,008.57 ","$4,758.31 ",
CARDIOVASCULAR,33274,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33274,OTHER,"14,456 ","$6,342,856.77 ","$4,970,369.60 ",
CARDIOVASCULAR,33274,TOTAL,"14,456 ","$6,342,856.77 ","$4,970,369.60 ",
CARDIOVASCULAR,33275,OTHER,67 ,"$25,539.69 ","$20,257.40 ",
CARDIOVASCULAR,33275,TOTAL,67 ,"$25,539.69 ","$20,257.40 ",
CARDIOVASCULAR,33285,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33285,SG,48 ,"$400,905.97 ","$314,054.66 ",
CARDIOVASCULAR,33285,OTHER,"66,784 ","$110,029,743.03 ","$86,140,317.81 ",
CARDIOVASCULAR,33285,TOTAL,"66,832 ","$110,430,649.00 ","$86,454,372.47 ",
CARDIOVASCULAR,33286,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33286,SG,11 ,"$4,346.88 ","$3,295.96 ",
CARDIOVASCULAR,33286,OTHER,"24,650 ","$2,165,641.70 ","$1,637,102.91 ",
CARDIOVASCULAR,33286,TOTAL,"24,661 ","$2,169,988.58 ","$1,640,398.87 ",
CARDIOVASCULAR,33289,80S,N/A,$266.13 ,$210.64 ,
CARDIOVASCULAR,33289,OTHER,"2,932 ","$975,326.76 ","$751,152.45 ",
CARDIOVASCULAR,33289,TOTAL,"2,937 ","$975,592.89 ","$751,363.09 ",
CARDIOVASCULAR,33300,80S,89 ,"$30,061.38 ","$23,732.62 ",
CARDIOVASCULAR,33300,OTHER,186 ,"$431,183.50 ","$340,956.94 ",
CARDIOVASCULAR,33300,TOTAL,275 ,"$461,244.88 ","$364,689.56 ",
CARDIOVASCULAR,33305,80S,80 ,"$46,681.37 ","$36,958.92 ",
CARDIOVASCULAR,33305,OTHER,136 ,"$537,203.59 ","$425,906.48 ",
CARDIOVASCULAR,33305,TOTAL,216 ,"$583,884.96 ","$462,865.40 ",
CARDIOVASCULAR,33310,80S,11 ,"$1,539.61 ","$1,221.02 ",
CARDIOVASCULAR,33310,OTHER,25 ,"$25,036.82 ","$19,928.73 ",
CARDIOVASCULAR,33310,TOTAL,36 ,"$26,576.43 ","$21,149.75 ",
CARDIOVASCULAR,33315,80S,71 ,"$14,130.22 ","$10,874.17 ",
CARDIOVASCULAR,33315,OTHER,130 ,"$189,574.85 ","$146,929.90 ",
CARDIOVASCULAR,33315,TOTAL,201 ,"$203,705.07 ","$157,804.07 ",
CARDIOVASCULAR,33320,80S,14 ,"$1,921.02 ","$1,515.79 ",
CARDIOVASCULAR,33320,OTHER,47 ,"$37,654.35 ","$29,020.43 ",
CARDIOVASCULAR,33320,TOTAL,61 ,"$39,575.37 ","$30,536.22 ",
CARDIOVASCULAR,33321,OTHER,N/A,$558.84 ,$438.13 ,
CARDIOVASCULAR,33321,TOTAL,N/A,$558.84 ,$438.13 ,
CARDIOVASCULAR,33322,80S,54 ,"$6,516.10 ","$5,161.01 ",
CARDIOVASCULAR,33322,OTHER,97 ,"$86,129.40 ","$67,096.81 ",
CARDIOVASCULAR,33322,TOTAL,151 ,"$92,645.50 ","$72,257.82 ",
CARDIOVASCULAR,33330,80S,N/A,$417.64 ,$331.29 ,
CARDIOVASCULAR,33330,OTHER,N/A,"$6,801.28 ","$5,421.13 ",
CARDIOVASCULAR,33330,TOTAL,N/A,"$7,218.92 ","$5,752.42 ",
CARDIOVASCULAR,33335,80S,29 ,"$4,793.77 ","$3,697.28 ",
CARDIOVASCULAR,33335,OTHER,52 ,"$59,983.27 ","$46,923.59 ",
CARDIOVASCULAR,33335,TOTAL,81 ,"$64,777.04 ","$50,620.87 ",
CARDIOVASCULAR,33340,80S,214 ,"$26,562.43 ","$20,557.27 ",
CARDIOVASCULAR,33340,OTHER,"53,850 ","$38,050,902.38 ","$29,897,340.44 ",
CARDIOVASCULAR,33340,TOTAL,"54,064 ","$38,077,464.81 ","$29,917,897.71 ",
CARDIOVASCULAR,33361,80S,39 ,"$6,933.33 ","$5,534.06 ",
CARDIOVASCULAR,33361,OTHER,"98,908 ","$74,124,074.39 ","$58,319,755.44 ",
CARDIOVASCULAR,33361,TOTAL,"98,947 ","$74,131,007.72 ","$58,325,289.50 ",
CARDIOVASCULAR,33362,80S,N/A,$202.96 ,$162.85 ,
CARDIOVASCULAR,33362,OTHER,"2,091 ","$1,650,489.33 ","$1,302,904.36 ",
CARDIOVASCULAR,33362,TOTAL,"2,092 ","$1,650,692.29 ","$1,303,067.21 ",
CARDIOVASCULAR,33363,80S,N/A,$630.42 ,$505.80 ,
CARDIOVASCULAR,33363,OTHER,993 ,"$853,770.79 ","$671,751.30 ",
CARDIOVASCULAR,33363,TOTAL,996 ,"$854,401.21 ","$672,257.10 ",
CARDIOVASCULAR,33364,OTHER,24 ,"$20,799.42 ","$16,407.35 ",
CARDIOVASCULAR,33364,TOTAL,24 ,"$20,799.42 ","$16,407.35 ",
CARDIOVASCULAR,33365,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,33365,OTHER,217 ,"$185,846.47 ","$146,977.14 ",
CARDIOVASCULAR,33365,TOTAL,217 ,"$185,846.47 ","$146,977.14 ",
CARDIOVASCULAR,33366,OTHER,114 ,"$110,485.23 ","$87,623.28 ",
CARDIOVASCULAR,33366,TOTAL,114 ,"$110,485.23 ","$87,623.28 ",
CARDIOVASCULAR,33367,80S,N/A,$291.39 ,$232.01 ,
CARDIOVASCULAR,33367,OTHER,34 ,"$20,100.42 ","$13,982.83 ",
CARDIOVASCULAR,33367,TOTAL,37 ,"$20,391.81 ","$14,214.84 ",
CARDIOVASCULAR,33368,80S,N/A,$193.24 ,$151.50 ,
CARDIOVASCULAR,33368,OTHER,N/A,"$6,815.41 ","$5,414.20 ",
CARDIOVASCULAR,33368,TOTAL,11 ,"$7,008.65 ","$5,565.70 ",
CARDIOVASCULAR,33369,80S,N/A,$146.42 ,$114.80 ,
CARDIOVASCULAR,33369,OTHER,N/A,"$4,110.45 ","$3,267.54 ",
CARDIOVASCULAR,33369,TOTAL,N/A,"$4,256.87 ","$3,382.34 ",
CARDIOVASCULAR,33370,80S,20 ,$463.39 ,$364.84 ,
CARDIOVASCULAR,33370,OTHER,"4,544 ","$613,492.66 ","$485,143.92 ",
CARDIOVASCULAR,33370,TOTAL,"4,564 ","$613,956.05 ","$485,508.76 ",
CARDIOVASCULAR,33390,80S,77 ,"$12,262.12 ","$9,661.44 ",
CARDIOVASCULAR,33390,OTHER,233 ,"$285,737.90 ","$224,681.72 ",
CARDIOVASCULAR,33390,TOTAL,310 ,"$298,000.02 ","$234,343.16 ",
CARDIOVASCULAR,33391,80S,54 ,"$11,536.32 ","$9,113.90 ",
CARDIOVASCULAR,33391,OTHER,139 ,"$191,570.36 ","$149,682.40 ",
CARDIOVASCULAR,33391,TOTAL,193 ,"$203,106.68 ","$158,796.30 ",
CARDIOVASCULAR,33404,80S,N/A,$262.47 ,$205.78 ,
CARDIOVASCULAR,33404,OTHER,N/A,"$6,678.30 ","$5,353.81 ",
CARDIOVASCULAR,33404,TOTAL,N/A,"$6,940.77 ","$5,559.59 ",
CARDIOVASCULAR,33405,80S,"7,006 ","$1,909,464.32 ","$1,493,173.10 ",
CARDIOVASCULAR,33405,OTHER,"11,868 ","$22,742,352.09 ","$17,825,025.84 ",
CARDIOVASCULAR,33405,TOTAL,"18,874 ","$24,651,816.41 ","$19,318,198.94 ",
CARDIOVASCULAR,33406,80S,21 ,"$8,594.17 ","$6,457.24 ",
CARDIOVASCULAR,33406,OTHER,29 ,"$77,397.39 ","$59,100.65 ",
CARDIOVASCULAR,33406,TOTAL,50 ,"$85,991.56 ","$65,557.89 ",
CARDIOVASCULAR,33410,80S,92 ,"$30,761.08 ","$24,185.59 ",
CARDIOVASCULAR,33410,OTHER,159 ,"$365,838.38 ","$285,167.87 ",
CARDIOVASCULAR,33410,TOTAL,251 ,"$396,599.46 ","$309,353.46 ",
CARDIOVASCULAR,33411,80S,581 ,"$276,485.11 ","$216,978.89 ",
CARDIOVASCULAR,33411,OTHER,"1,008 ","$3,337,069.83 ","$2,624,558.29 ",
CARDIOVASCULAR,33411,TOTAL,"1,589 ","$3,613,554.94 ","$2,841,537.18 ",
CARDIOVASCULAR,33412,80S,N/A,"$2,446.44 ","$1,930.19 ",
CARDIOVASCULAR,33412,OTHER,19 ,"$53,140.30 ","$42,157.98 ",
