CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2010 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18050,,,,,,
CARDIOVASCULAR,33256,OTHER,106,"$217,728.05","$173,615.26",
CARDIOVASCULAR,33257,TOTAL,"6,330","$2,533,893.49","$2,018,229.42",
CARDIOVASCULAR,33257,80S,"2,480","$219,915.53","$175,317.51",
CARDIOVASCULAR,33257,OTHER,"3,850","$2,313,977.96","$1,842,911.91",
CARDIOVASCULAR,33258,TOTAL,174,"$77,069.13","$61,655.22",
CARDIOVASCULAR,33258,80S,69,"$6,764.98","$5,411.92",
CARDIOVASCULAR,33258,OTHER,105,"$70,304.15","$56,243.30",
CARDIOVASCULAR,33259,TOTAL,"7,635","$4,491,854.12","$3,576,339.37",
CARDIOVASCULAR,33259,80S,"2,954","$379,750.78","$303,387.35",
CARDIOVASCULAR,33259,OTHER,"4,681","$4,112,103.34","$3,272,952.02",
CARDIOVASCULAR,33261,TOTAL,21,"$20,787.41","$16,063.92",
CARDIOVASCULAR,33261,80S,N/A,"$1,194.19",$955.36,
CARDIOVASCULAR,33261,OTHER,21,"$19,593.22","$15,108.56",
CARDIOVASCULAR,33265,TOTAL,153,"$139,385.61","$108,988.85",
CARDIOVASCULAR,33265,80S,54,"$10,226.92","$7,977.61",
CARDIOVASCULAR,33265,OTHER,99,"$129,158.69","$101,011.24",
CARDIOVASCULAR,33266,TOTAL,241,"$341,124.85","$271,228.60",
CARDIOVASCULAR,33266,80S,61,"$16,291.79","$13,033.42",
CARDIOVASCULAR,33266,OTHER,180,"$324,833.06","$258,195.18",
CARDIOVASCULAR,33282,TOTAL,"6,107","$2,033,292.91","$1,609,345.95",
CARDIOVASCULAR,33282,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33282,SG,N/A,"$14,447.24","$11,557.79",
CARDIOVASCULAR,33282,OTHER,"6,107","$2,018,845.67","$1,597,788.16",
CARDIOVASCULAR,33284,TOTAL,"2,836","$555,389.35","$435,560.07",
CARDIOVASCULAR,33284,SG,N/A,$326.61,$261.29,
CARDIOVASCULAR,33284,OTHER,"2,836","$555,062.74","$435,298.78",
CARDIOVASCULAR,33300,TOTAL,323,"$590,955.73","$469,896.72",
CARDIOVASCULAR,33300,80S,85,"$30,840.90","$24,672.74",
CARDIOVASCULAR,33300,OTHER,238,"$560,114.83","$445,223.98",
CARDIOVASCULAR,33305,TOTAL,318,"$875,861.82","$697,904.39",
CARDIOVASCULAR,33305,80S,117,"$72,978.25","$58,382.61",
CARDIOVASCULAR,33305,OTHER,201,"$802,883.57","$639,521.78",
CARDIOVASCULAR,33310,TOTAL,98,"$72,507.09","$57,881.68",
CARDIOVASCULAR,33310,80S,23,"$3,435.80","$2,624.63",
CARDIOVASCULAR,33310,OTHER,75,"$69,071.29","$55,257.05",
CARDIOVASCULAR,33315,TOTAL,429,"$283,526.58","$226,694.53",
CARDIOVASCULAR,33315,80S,150,"$22,151.32","$17,719.18",
CARDIOVASCULAR,33315,OTHER,279,"$261,375.26","$208,975.35",
CARDIOVASCULAR,33320,TOTAL,167,"$99,393.19","$79,056.71",
CARDIOVASCULAR,33320,80S,50,"$5,852.77","$4,682.20",
CARDIOVASCULAR,33320,OTHER,117,"$93,540.42","$74,374.51",
CARDIOVASCULAR,33321,TOTAL,25,"$9,260.79","$7,408.66",
CARDIOVASCULAR,33321,80S,12,$982.48,$786.00,
CARDIOVASCULAR,33321,OTHER,13,"$8,278.31","$6,622.66",
CARDIOVASCULAR,33322,TOTAL,234,"$135,030.39","$107,220.70",
CARDIOVASCULAR,33322,80S,88,"$10,452.51","$8,362.10",
CARDIOVASCULAR,33322,OTHER,146,"$124,577.88","$98,858.60",
CARDIOVASCULAR,33330,TOTAL,29,"$34,975.24","$27,235.92",
CARDIOVASCULAR,33330,80S,N/A,"$1,594.32","$1,275.47",
CARDIOVASCULAR,33330,OTHER,29,"$33,380.92","$25,960.45",
CARDIOVASCULAR,33332,TOTAL,N/A,"$4,227.80","$3,382.25",
CARDIOVASCULAR,33332,80S,N/A,$216.52,$173.22,
CARDIOVASCULAR,33332,OTHER,N/A,"$4,011.28","$3,209.03",
CARDIOVASCULAR,33335,TOTAL,125,"$104,346.85","$83,477.45",
CARDIOVASCULAR,33335,80S,47,"$8,377.07","$6,701.66",
CARDIOVASCULAR,33335,OTHER,78,"$95,969.78","$76,775.79",
CARDIOVASCULAR,33400,TOTAL,509,"$548,001.04","$437,516.97",
CARDIOVASCULAR,33400,80S,192,"$48,152.13","$38,397.67",
CARDIOVASCULAR,33400,OTHER,317,"$499,848.91","$399,119.30",
CARDIOVASCULAR,33401,TOTAL,N/A,"$7,365.87","$5,892.69",
CARDIOVASCULAR,33401,80S,N/A,$687.09,$549.67,
CARDIOVASCULAR,33401,OTHER,N/A,"$6,678.78","$5,343.02",
CARDIOVASCULAR,33403,TOTAL,12,"$12,137.32","$9,585.87",
CARDIOVASCULAR,33403,80S,N/A,$603.24,$482.60,
CARDIOVASCULAR,33403,OTHER,12,"$11,534.08","$9,103.27",
CARDIOVASCULAR,33404,TOTAL,135,"$151,395.13","$120,020.75",
CARDIOVASCULAR,33404,80S,47,"$12,007.43","$9,497.87",
CARDIOVASCULAR,33404,OTHER,88,"$139,387.70","$110,522.88",
CARDIOVASCULAR,33405,TOTAL,"51,748","$74,619,526.94","$59,414,649.45",
CARDIOVASCULAR,33405,80S,"20,559","$6,583,789.39","$5,244,851.44",
CARDIOVASCULAR,33405,OTHER,"31,189","$68,035,737.55","$54,169,798.01",
CARDIOVASCULAR,33406,TOTAL,765,"$1,372,773.24","$1,097,751.27",
CARDIOVASCULAR,33406,80S,330,"$142,253.08","$113,632.65",
CARDIOVASCULAR,33406,OTHER,435,"$1,230,520.16","$984,118.62",
CARDIOVASCULAR,33410,TOTAL,"2,100","$3,518,162.70","$2,800,456.36",
CARDIOVASCULAR,33410,80S,797,"$284,064.47","$226,070.37",
CARDIOVASCULAR,33410,OTHER,"1,303","$3,234,098.23","$2,574,385.99",
CARDIOVASCULAR,33411,TOTAL,"1,413","$3,171,137.42","$2,524,708.78",
CARDIOVASCULAR,33411,80S,589,"$303,388.72","$241,885.53",
CARDIOVASCULAR,33411,OTHER,824,"$2,867,748.70","$2,282,823.25",
CARDIOVASCULAR,33412,TOTAL,29,"$39,387.44","$31,509.97",
CARDIOVASCULAR,33412,80S,13,"$4,155.12","$3,324.11",
CARDIOVASCULAR,33412,OTHER,16,"$35,232.32","$28,185.86",
CARDIOVASCULAR,33413,TOTAL,11,"$41,233.46","$32,986.76",
CARDIOVASCULAR,33413,80S,N/A,"$4,263.29","$3,410.64",
CARDIOVASCULAR,33413,OTHER,11,"$36,970.17","$29,576.12",
CARDIOVASCULAR,33414,TOTAL,113,"$99,358.15","$79,749.79",
CARDIOVASCULAR,33414,80S,42,"$8,288.72","$6,667.28",
CARDIOVASCULAR,33414,OTHER,71,"$91,069.43","$73,082.51",
CARDIOVASCULAR,33415,TOTAL,226,"$166,487.32","$132,975.45",
CARDIOVASCULAR,33415,80S,50,"$8,589.01","$6,871.27",
CARDIOVASCULAR,33415,OTHER,176,"$157,898.31","$126,104.18",
CARDIOVASCULAR,33416,TOTAL,"1,095","$966,930.48","$768,159.77",
CARDIOVASCULAR,33416,80S,397,"$72,458.60","$57,858.87",
CARDIOVASCULAR,33416,OTHER,698,"$894,471.88","$710,300.90",
CARDIOVASCULAR,33417,TOTAL,244,"$173,184.57","$138,547.60",
CARDIOVASCULAR,33417,80S,66,"$8,825.14","$7,060.12",
CARDIOVASCULAR,33417,OTHER,178,"$164,359.43","$131,487.48",
CARDIOVASCULAR,33420,TOTAL,72,"$7,797.05","$6,189.99",
CARDIOVASCULAR,33420,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,33420,OTHER,72,"$7,797.05","$6,189.99",
CARDIOVASCULAR,33422,TOTAL,116,"$79,293.70","$61,681.56",
CARDIOVASCULAR,33422,80S,37,"$5,317.26","$4,281.89",
CARDIOVASCULAR,33422,OTHER,79,"$73,976.44","$57,399.67",
CARDIOVASCULAR,33425,TOTAL,899,"$1,638,734.32","$1,307,302.30",
CARDIOVASCULAR,33425,80S,336,"$133,818.12","$106,745.91",
CARDIOVASCULAR,33425,OTHER,563,"$1,504,916.20","$1,200,556.39",
CARDIOVASCULAR,33426,TOTAL,"10,479","$15,170,923.34","$12,085,073.04",
CARDIOVASCULAR,33426,80S,"4,199","$1,360,540.29","$1,082,592.61",
CARDIOVASCULAR,33426,OTHER,"6,280","$13,810,383.05","$11,002,480.43",
CARDIOVASCULAR,33427,TOTAL,"5,078","$8,611,318.28","$6,835,086.09",
CARDIOVASCULAR,33427,80S,"1,972","$734,839.81","$584,720.68",
CARDIOVASCULAR,33427,OTHER,"3,106","$7,876,478.47","$6,250,365.41",
CARDIOVASCULAR,33430,TOTAL,"13,744","$25,821,730.22","$20,553,531.86",
CARDIOVASCULAR,33430,80S,"5,410","$2,258,395.09","$1,798,644.88",
CARDIOVASCULAR,33430,OTHER,"8,334","$23,563,335.13","$18,754,886.98",
CARDIOVASCULAR,33460,TOTAL,63,"$75,186.31","$60,149.03",
CARDIOVASCULAR,33460,80S,28,"$8,193.14","$6,554.47",
CARDIOVASCULAR,33460,OTHER,35,"$66,993.17","$53,594.56",
CARDIOVASCULAR,33463,TOTAL,973,"$2,021,395.30","$1,609,378.08",
CARDIOVASCULAR,33463,80S,356,"$155,068.94","$123,891.00",
CARDIOVASCULAR,33463,OTHER,617,"$1,866,326.36","$1,485,487.08",
CARDIOVASCULAR,33464,TOTAL,"4,917","$6,196,827.80","$4,931,715.92",
CARDIOVASCULAR,33464,80S,"1,901","$525,570.28","$420,267.15",
CARDIOVASCULAR,33464,OTHER,"3,016","$5,671,257.52","$4,511,448.77",
CARDIOVASCULAR,33465,TOTAL,584,"$977,204.09","$778,192.31",
CARDIOVASCULAR,33465,80S,210,"$75,857.66","$60,511.49",
CARDIOVASCULAR,33465,OTHER,374,"$901,346.43","$717,680.82",
CARDIOVASCULAR,33468,TOTAL,16,"$19,303.49","$13,734.05",
CARDIOVASCULAR,33468,80S,N/A,$521.33,$417.06,
CARDIOVASCULAR,33468,OTHER,16,"$18,782.16","$13,316.99",
CARDIOVASCULAR,33470,TOTAL,N/A,$701.26,$561.00,
CARDIOVASCULAR,33470,80S,N/A,$96.73,$77.38,
CARDIOVASCULAR,33470,OTHER,N/A,$604.53,$483.62,
CARDIOVASCULAR,33471,TOTAL,N/A,$701.85,$561.48,
CARDIOVASCULAR,33471,OTHER,N/A,$701.85,$561.48,
CARDIOVASCULAR,33474,TOTAL,14,"$23,660.07","$18,928.06",
CARDIOVASCULAR,33474,80S,N/A,"$1,277.39","$1,021.91",
CARDIOVASCULAR,33474,OTHER,14,"$22,382.68","$17,906.15",
CARDIOVASCULAR,33475,TOTAL,135,"$181,803.39","$143,795.38",
CARDIOVASCULAR,33475,80S,44,"$12,265.76","$9,740.33",
CARDIOVASCULAR,33475,OTHER,91,"$169,537.63","$134,055.05",
CARDIOVASCULAR,33476,TOTAL,N/A,"$4,280.46","$3,424.37",
CARDIOVASCULAR,33476,80S,N/A,$200.50,$160.40,
CARDIOVASCULAR,33476,OTHER,N/A,"$4,079.96","$3,263.97",
CARDIOVASCULAR,33478,TOTAL,29,"$23,797.70","$18,631.79",
CARDIOVASCULAR,33478,80S,N/A,$848.97,$679.18,
CARDIOVASCULAR,33478,OTHER,29,"$22,948.73","$17,952.61",
CARDIOVASCULAR,33496,TOTAL,78,"$74,971.54","$59,925.29",
CARDIOVASCULAR,33496,80S,27,"$5,388.20","$4,310.55",
CARDIOVASCULAR,33496,OTHER,51,"$69,583.34","$55,614.74",
CARDIOVASCULAR,33500,TOTAL,53,"$32,977.64","$25,690.75",
CARDIOVASCULAR,33500,80S,21,"$2,744.80","$2,195.82",
CARDIOVASCULAR,33500,OTHER,32,"$30,232.84","$23,494.93",
CARDIOVASCULAR,33501,TOTAL,12,"$14,650.89","$11,319.23",
CARDIOVASCULAR,33501,80S,N/A,"$1,318.21","$1,054.56",
CARDIOVASCULAR,33501,OTHER,12,"$13,332.68","$10,264.67",
CARDIOVASCULAR,33502,TOTAL,109,"$53,123.19","$42,498.55",
CARDIOVASCULAR,33502,80S,41,"$4,409.52","$3,527.60",
CARDIOVASCULAR,33502,OTHER,68,"$48,713.67","$38,970.95",
CARDIOVASCULAR,33503,TOTAL,13,"$11,993.82","$9,595.05",
CARDIOVASCULAR,33503,80S,N/A,$376.27,$301.01,
CARDIOVASCULAR,33503,OTHER,13,"$11,617.55","$9,294.04",
CARDIOVASCULAR,33504,TOTAL,30,"$14,575.22","$11,660.19",
CARDIOVASCULAR,33504,80S,12,"$1,516.30","$1,213.05",
CARDIOVASCULAR,33504,OTHER,18,"$13,058.92","$10,447.14",
CARDIOVASCULAR,33505,TOTAL,N/A,"$11,097.64","$8,878.11",
CARDIOVASCULAR,33505,80S,N/A,"$1,789.90","$1,431.93",
CARDIOVASCULAR,33505,OTHER,N/A,"$9,307.74","$7,446.18",
CARDIOVASCULAR,33506,TOTAL,N/A,"$4,390.67","$3,512.53",
CARDIOVASCULAR,33506,80S,N/A,$285.08,$228.06,
CARDIOVASCULAR,33506,OTHER,N/A,"$4,105.59","$3,284.47",
CARDIOVASCULAR,33507,TOTAL,43,"$38,993.75","$30,315.90",
CARDIOVASCULAR,33507,80S,16,"$3,229.09","$2,583.27",
CARDIOVASCULAR,33507,OTHER,27,"$35,764.66","$27,732.63",
CARDIOVASCULAR,33508,TOTAL,"79,970","$998,579.19","$794,422.44",
CARDIOVASCULAR,33508,80S,"23,497","$56,300.65","$44,973.86",
CARDIOVASCULAR,33508,OTHER,"56,473","$942,278.54","$749,448.58",
CARDIOVASCULAR,33510,TOTAL,"10,492","$8,230,130.08","$6,556,082.23",
CARDIOVASCULAR,33510,80S,"4,240","$751,378.76","$598,869.71",
CARDIOVASCULAR,33510,OTHER,"6,252","$7,478,751.32","$5,957,212.52",
CARDIOVASCULAR,33511,TOTAL,"7,271","$7,803,173.39","$6,222,934.45",
CARDIOVASCULAR,33511,80S,"2,902","$684,298.45","$545,175.95",
CARDIOVASCULAR,33511,OTHER,"4,369","$7,118,874.94","$5,677,758.50",
CARDIOVASCULAR,33512,TOTAL,"4,957","$7,753,959.55","$6,160,594.49",
CARDIOVASCULAR,33512,80S,"1,985","$687,439.49","$547,457.79",
CARDIOVASCULAR,33512,OTHER,"2,972","$7,066,520.06","$5,613,136.70",
CARDIOVASCULAR,33513,TOTAL,"1,796","$2,914,342.13","$2,321,969.76",
CARDIOVASCULAR,33513,80S,720,"$259,054.20","$206,136.99",
CARDIOVASCULAR,33513,OTHER,"1,076","$2,655,287.93","$2,115,832.77",
CARDIOVASCULAR,33514,TOTAL,425,"$747,752.58","$593,916.87",
CARDIOVASCULAR,33514,80S,166,"$64,536.96","$50,988.84",
CARDIOVASCULAR,33514,OTHER,259,"$683,215.62","$542,928.03",
CARDIOVASCULAR,33516,TOTAL,68,"$128,408.26","$100,268.74",
CARDIOVASCULAR,33516,80S,21,"$8,087.65","$6,051.54",
CARDIOVASCULAR,33516,OTHER,47,"$120,320.61","$94,217.20",
CARDIOVASCULAR,33517,TOTAL,"25,229","$3,275,104.81","$2,601,325.36",
CARDIOVASCULAR,33517,80S,"9,896","$281,207.24","$223,951.87",
CARDIOVASCULAR,33517,OTHER,"15,333","$2,993,897.57","$2,377,373.49",
CARDIOVASCULAR,33518,TOTAL,"51,209","$14,407,362.94","$11,441,130.16",
CARDIOVASCULAR,33518,80S,"20,443","$1,269,481.76","$1,010,631.54",
CARDIOVASCULAR,33518,OTHER,"30,766","$13,137,881.18","$10,430,498.62",
CARDIOVASCULAR,33519,TOTAL,"34,644","$12,810,701.52","$10,176,073.23",
CARDIOVASCULAR,33519,80S,"13,994","$1,146,924.31","$913,680.05",
CARDIOVASCULAR,33519,OTHER,"20,650","$11,663,777.21","$9,262,393.18",
